outage_id,dispatch_time,arrival_time,crew_id,vehicle_id
OUT-01522,2023-04-19 14:07:00.000000000,2023-04-19 14:23:00.000000000,CREW-13,VEH-005
OUT-01523,2023-04-19 18:13:00.000000000,2023-04-19 18:54:00.000000000,CREW-08,VEH-001
OUT-01524,2023-04-20 17:05:00.000000000,2023-04-20 18:03:00.000000000,CREW-11,VEH-039
OUT-01525,2023-04-21 11:07:00.000000000,2023-04-21 11:45:00.000000000,CREW-11,VEH-029
OUT-01526,2023-04-22 22:07:00.000000000,2023-04-22 22:47:00.000000000,CREW-16,VEH-035
OUT-01527,2023-04-23 17:05:00.000000000,2023-04-23 18:05:00.000000000,CREW-03,VEH-001
OUT-01528,2023-04-25 16:11:00.000000000,2023-04-25 16:26:00.000000000,CREW-17,VEH-002
OUT-01529,2023-04-25 19:14:00.000000000,2023-04-25 19:48:00.000000000,CREW-06,VEH-008
OUT-01530,2023-04-26 16:14:00.000000000,2023-04-26 17:01:00.000000000,CREW-03,VEH-035
OUT-01531,2023-04-26 16:06:00.000000000,2023-04-26 16:47:00.000000000,CREW-12,VEH-012
OUT-01532,2023-04-26 16:05:00.000000000,2023-04-26 17:04:00.000000000,CREW-20,VEH-009
OUT-01533,2023-04-26 20:08:00.000000000,2023-04-26 20:26:00.000000000,CREW-19,VEH-019
OUT-01534,2023-04-27 15:07:00.000000000,2023-04-27 15:48:00.000000000,CREW-13,VEH-043
OUT-01535,2023-04-27 17:14:00.000000000,2023-04-27 17:41:00.000000000,CREW-20,VEH-047
OUT-01536,2023-04-27 17:06:00.000000000,2023-04-27 18:05:00.000000000,CREW-11,VEH-019
OUT-01537,2023-04-28 15:09:00.000000000,2023-04-28 15:31:00.000000000,CREW-10,VEH-026
OUT-01538,2023-04-28 20:04:00.000000000,2023-04-28 20:44:00.000000000,CREW-11,VEH-013
OUT-01539,2023-04-30 16:13:00.000000000,2023-04-30 16:36:00.000000000,CREW-20,VEH-019
OUT-01540,2023-05-01 14:08:00.000000000,2023-05-01 14:34:00.000000000,CREW-15,VEH-031
OUT-01541,2023-05-01 18:08:00.000000000,2023-05-01 18:36:00.000000000,CREW-11,VEH-026
OUT-01542,2023-05-02 15:11:00.000000000,2023-05-02 15:52:00.000000000,CREW-11,VEH-038
OUT-01543,2023-05-03 13:03:00.000000000,2023-05-03 14:00:00.000000000,CREW-19,VEH-006
OUT-01544,2023-05-03 23:15:00.000000000,2023-05-04 00:07:00.000000000,CREW-17,VEH-042
OUT-01545,2023-05-04 16:13:00.000000000,2023-05-04 16:28:00.000000000,CREW-03,VEH-040
OUT-01546,2023-05-07 13:09:00.000000000,2023-05-07 13:30:00.000000000,CREW-11,VEH-039
OUT-01547,2023-05-07 17:14:00.000000000,2023-05-07 17:32:00.000000000,CREW-12,VEH-026
OUT-01548,2023-05-07 18:07:00.000000000,2023-05-07 19:07:00.000000000,CREW-12,VEH-043
OUT-01549,2023-05-08 20:04:00.000000000,2023-05-08 20:55:00.000000000,CREW-14,VEH-024
OUT-01550,2023-05-09 14:10:00.000000000,2023-05-09 14:37:00.000000000,CREW-20,VEH-004
OUT-01551,2023-05-09 14:12:00.000000000,2023-05-09 14:58:00.000000000,CREW-17,VEH-007
OUT-01552,2023-05-13 19:15:00.000000000,2023-05-13 19:40:00.000000000,CREW-09,VEH-023
OUT-01553,2023-05-14 17:14:00.000000000,2023-05-14 17:51:00.000000000,CREW-18,VEH-028
OUT-01554,2023-05-14 17:12:00.000000000,2023-05-14 17:52:00.000000000,CREW-19,VEH-033
OUT-01555,2023-05-14 20:05:00.000000000,2023-05-14 20:33:00.000000000,CREW-14,VEH-035
OUT-01556,2023-05-14 20:15:00.000000000,2023-05-14 20:57:00.000000000,CREW-17,VEH-003
OUT-01557,2023-05-18 13:15:00.000000000,2023-05-18 13:59:00.000000000,CREW-20,VEH-029
OUT-01558,2023-05-18 14:14:00.000000000,2023-05-18 14:43:00.000000000,CREW-14,VEH-025
OUT-01559,2023-05-18 17:04:00.000000000,2023-05-18 17:56:00.000000000,CREW-10,VEH-047
OUT-01560,2023-05-18 18:06:00.000000000,2023-05-18 18:58:00.000000000,CREW-10,VEH-007
OUT-01561,2023-05-19 15:07:00.000000000,2023-05-19 15:38:00.000000000,CREW-18,VEH-049
OUT-01562,2023-05-21 01:10:00.000000000,2023-05-21 01:34:00.000000000,CREW-10,VEH-007
OUT-01563,2023-05-22 16:14:00.000000000,2023-05-22 17:06:00.000000000,CREW-20,VEH-033
OUT-01564,2023-05-23 01:02:00.000000000,2023-05-23 02:00:00.000000000,CREW-02,VEH-004
OUT-01565,2023-05-23 04:02:00.000000000,2023-05-23 04:20:00.000000000,CREW-11,VEH-026
OUT-01566,2023-05-25 13:05:00.000000000,2023-05-25 13:20:00.000000000,CREW-07,VEH-030
OUT-01567,2023-05-25 14:03:00.000000000,2023-05-25 14:26:00.000000000,CREW-03,VEH-008
OUT-01568,2023-05-26 20:14:00.000000000,2023-05-26 20:52:00.000000000,CREW-19,VEH-036
OUT-01569,2023-05-27 14:03:00.000000000,2023-05-27 15:00:00.000000000,CREW-14,VEH-018
OUT-01570,2023-05-28 15:13:00.000000000,2023-05-28 15:56:00.000000000,CREW-16,VEH-035
OUT-01571,2023-05-28 15:12:00.000000000,2023-05-28 15:57:00.000000000,CREW-04,VEH-037
OUT-01572,2023-05-28 16:02:00.000000000,2023-05-28 16:55:00.000000000,CREW-16,VEH-046
OUT-01573,2023-05-28 17:11:00.000000000,2023-05-28 18:04:00.000000000,CREW-09,VEH-004
OUT-01574,2023-05-29 17:15:00.000000000,2023-05-29 17:59:00.000000000,CREW-11,VEH-002
OUT-01575,2023-05-30 18:13:00.000000000,2023-05-30 18:39:00.000000000,CREW-04,VEH-018
OUT-01576,2023-06-01 02:11:00.000000000,2023-06-01 02:32:00.000000000,CREW-01,VEH-026
OUT-01577,2023-06-02 17:08:00.000000000,2023-06-02 17:48:00.000000000,CREW-13,VEH-006
OUT-01578,2023-06-02 18:07:00.000000000,2023-06-02 19:05:00.000000000,CREW-08,VEH-024
OUT-01579,2023-06-03 14:07:00.000000000,2023-06-03 14:40:00.000000000,CREW-05,VEH-018
OUT-01580,2023-06-04 17:15:00.000000000,2023-06-04 18:06:00.000000000,CREW-10,VEH-033
OUT-01581,2023-06-05 14:11:00.000000000,2023-06-05 15:02:00.000000000,CREW-12,VEH-030
OUT-01582,2023-06-05 14:12:00.000000000,2023-06-05 15:05:00.000000000,CREW-09,VEH-021
OUT-01583,2023-06-07 11:13:00.000000000,2023-06-07 11:56:00.000000000,CREW-01,VEH-043
OUT-01584,2023-06-07 19:15:00.000000000,2023-06-07 19:44:00.000000000,CREW-02,VEH-039
OUT-01585,2023-06-08 15:06:00.000000000,2023-06-08 16:04:00.000000000,CREW-18,VEH-003
OUT-01586,2023-06-09 14:08:00.000000000,2023-06-09 15:05:00.000000000,CREW-18,VEH-044
OUT-01587,2023-06-10 18:07:00.000000000,2023-06-10 18:58:00.000000000,CREW-01,VEH-044
OUT-01588,2023-06-11 13:12:00.000000000,2023-06-11 13:57:00.000000000,CREW-11,VEH-004
OUT-01589,2023-06-13 03:12:00.000000000,2023-06-13 03:44:00.000000000,CREW-04,VEH-049
OUT-01590,2023-06-13 20:03:00.000000000,2023-06-13 20:46:00.000000000,CREW-02,VEH-044
OUT-01591,2023-06-14 18:07:00.000000000,2023-06-14 19:03:00.000000000,CREW-16,VEH-031
OUT-01592,2023-06-15 15:15:00.000000000,2023-06-15 16:08:00.000000000,CREW-19,VEH-049
OUT-01593,2023-06-17 13:10:00.000000000,2023-06-17 14:09:00.000000000,CREW-05,VEH-023
OUT-01594,2023-06-18 07:06:00.000000000,2023-06-18 08:02:00.000000000,CREW-10,VEH-039
OUT-01595,2023-06-18 20:11:00.000000000,2023-06-18 20:40:00.000000000,CREW-07,VEH-029
OUT-01596,2023-06-19 09:12:00.000000000,2023-06-19 09:29:00.000000000,CREW-19,VEH-010
OUT-01597,2023-06-19 15:13:00.000000000,2023-06-19 15:56:00.000000000,CREW-15,VEH-035
OUT-01598,2023-06-19 22:07:00.000000000,2023-06-19 22:33:00.000000000,CREW-15,VEH-038
OUT-01599,2023-06-21 11:14:00.000000000,2023-06-21 11:57:00.000000000,CREW-19,VEH-003
OUT-01600,2023-06-21 18:09:00.000000000,2023-06-21 18:31:00.000000000,CREW-20,VEH-047
OUT-01601,2023-06-25 00:05:00.000000000,2023-06-25 00:40:00.000000000,CREW-03,VEH-045
OUT-01602,2023-06-26 16:09:00.000000000,2023-06-26 16:46:00.000000000,CREW-16,VEH-013
OUT-01603,2023-06-26 16:04:00.000000000,2023-06-26 16:27:00.000000000,CREW-14,VEH-013
OUT-01604,2023-06-26 16:06:00.000000000,2023-06-26 16:27:00.000000000,CREW-15,VEH-007
OUT-01605,2023-06-27 17:07:00.000000000,2023-06-27 17:55:00.000000000,CREW-09,VEH-022
OUT-01606,2023-06-27 17:09:00.000000000,2023-06-27 18:00:00.000000000,CREW-12,VEH-001
OUT-01607,2023-06-27 17:11:00.000000000,2023-06-27 18:08:00.000000000,CREW-16,VEH-046
OUT-01608,2023-06-28 16:09:00.000000000,2023-06-28 16:48:00.000000000,CREW-18,VEH-012
OUT-01609,2023-06-29 14:10:00.000000000,2023-06-29 14:41:00.000000000,CREW-14,VEH-048
OUT-01610,2023-07-01 15:15:00.000000000,2023-07-01 16:10:00.000000000,CREW-04,VEH-023
OUT-01611,2023-07-02 09:12:00.000000000,2023-07-02 09:32:00.000000000,CREW-15,VEH-005
OUT-01612,2023-07-05 14:12:00.000000000,2023-07-05 14:51:00.000000000,CREW-18,VEH-013
OUT-01613,2023-07-05 14:12:00.000000000,2023-07-05 14:40:00.000000000,CREW-18,VEH-028
OUT-01614,2023-07-07 13:04:00.000000000,2023-07-07 13:45:00.000000000,CREW-15,VEH-009
OUT-01615,2023-07-07 19:09:00.000000000,2023-07-07 19:55:00.000000000,CREW-20,VEH-028
OUT-01616,2023-07-08 18:02:00.000000000,2023-07-08 18:20:00.000000000,CREW-14,VEH-034
OUT-01617,2023-07-10 06:04:00.000000000,2023-07-10 06:44:00.000000000,CREW-08,VEH-006
OUT-01618,2023-07-12 15:09:00.000000000,2023-07-12 16:02:00.000000000,CREW-13,VEH-013
OUT-01619,2023-07-13 14:06:00.000000000,2023-07-13 14:45:00.000000000,CREW-20,VEH-018
OUT-01620,2023-07-13 19:03:00.000000000,2023-07-13 19:19:00.000000000,CREW-10,VEH-045
OUT-01621,2023-07-14 20:03:00.000000000,2023-07-14 20:29:00.000000000,CREW-15,VEH-013
OUT-01622,2023-07-16 14:03:00.000000000,2023-07-16 14:28:00.000000000,CREW-19,VEH-035
OUT-01623,2023-07-16 15:08:00.000000000,2023-07-16 15:48:00.000000000,CREW-14,VEH-014
OUT-01624,2023-07-18 07:07:00.000000000,2023-07-18 08:06:00.000000000,CREW-12,VEH-024
OUT-01625,2023-07-18 17:10:00.000000000,2023-07-18 17:25:00.000000000,CREW-19,VEH-043
OUT-01626,2023-07-19 16:08:00.000000000,2023-07-19 16:44:00.000000000,CREW-19,VEH-018
OUT-01627,2023-07-19 18:13:00.000000000,2023-07-19 18:55:00.000000000,CREW-01,VEH-019
OUT-01628,2023-07-20 17:13:00.000000000,2023-07-20 18:04:00.000000000,CREW-03,VEH-034
OUT-01629,2023-07-23 01:04:00.000000000,2023-07-23 01:58:00.000000000,CREW-16,VEH-038
OUT-01630,2023-07-23 15:14:00.000000000,2023-07-23 15:51:00.000000000,CREW-16,VEH-028
OUT-01631,2023-07-25 15:04:00.000000000,2023-07-25 16:03:00.000000000,CREW-14,VEH-008
OUT-01632,2023-07-25 19:13:00.000000000,2023-07-25 19:49:00.000000000,CREW-08,VEH-021
OUT-01633,2023-07-26 13:10:00.000000000,2023-07-26 14:05:00.000000000,CREW-01,VEH-006
OUT-01634,2023-07-27 13:08:00.000000000,2023-07-27 13:45:00.000000000,CREW-11,VEH-043
OUT-01635,2023-07-28 17:08:00.000000000,2023-07-28 17:54:00.000000000,CREW-13,VEH-043
OUT-01636,2023-07-28 18:03:00.000000000,2023-07-28 18:40:00.000000000,CREW-15,VEH-033
OUT-01637,2023-07-29 18:06:00.000000000,2023-07-29 18:59:00.000000000,CREW-13,VEH-044
OUT-01638,2023-07-29 20:03:00.000000000,2023-07-29 20:41:00.000000000,CREW-19,VEH-047
OUT-01639,2023-07-30 08:09:00.000000000,2023-07-30 09:05:00.000000000,CREW-07,VEH-050
OUT-01640,2023-07-30 14:05:00.000000000,2023-07-30 14:46:00.000000000,CREW-06,VEH-027
OUT-01641,2023-07-30 15:12:04.114406308,2023-07-30 15:23:14.459090668,CREW-08,VEH-048
OUT-01642,2023-08-02 13:14:00.000000000,2023-08-02 13:41:00.000000000,CREW-17,VEH-023
OUT-01643,2023-08-02 16:05:00.000000000,2023-08-02 16:56:00.000000000,CREW-17,VEH-028
OUT-01644,2023-08-02 18:10:00.000000000,2023-08-02 18:26:00.000000000,CREW-18,VEH-041
OUT-01645,2023-08-04 16:07:00.000000000,2023-08-04 16:32:00.000000000,CREW-06,VEH-006
OUT-01646,2023-08-04 20:14:00.000000000,2023-08-04 20:39:00.000000000,CREW-14,VEH-002
OUT-01647,2023-08-05 08:09:00.000000000,2023-08-05 08:26:00.000000000,CREW-03,VEH-033
OUT-01648,2023-08-07 11:09:00.000000000,2023-08-07 11:42:00.000000000,CREW-18,VEH-049
OUT-01649,2023-08-07 19:05:00.000000000,2023-08-07 19:43:00.000000000,CREW-13,VEH-035
OUT-01650,2023-08-08 08:15:00.000000000,2023-08-08 08:30:00.000000000,CREW-04,VEH-025
OUT-01651,2023-08-08 15:14:00.000000000,2023-08-08 16:11:00.000000000,CREW-02,VEH-025
OUT-01652,2023-08-08 16:03:00.000000000,2023-08-08 16:46:00.000000000,CREW-19,VEH-023
OUT-01653,2023-08-08 18:04:00.000000000,2023-08-08 18:43:00.000000000,CREW-16,VEH-009
OUT-01654,2023-08-09 13:02:00.000000000,2023-08-09 13:58:00.000000000,CREW-19,VEH-033
OUT-01655,2023-08-09 17:03:00.000000000,2023-08-09 17:33:00.000000000,CREW-12,VEH-040
OUT-01656,2023-08-14 18:08:00.000000000,2023-08-14 18:40:00.000000000,CREW-02,VEH-025
OUT-01657,2023-08-15 15:14:00.000000000,2023-08-15 16:13:00.000000000,CREW-06,VEH-021
OUT-01658,2023-08-16 15:11:00.000000000,2023-08-16 15:31:00.000000000,CREW-09,VEH-048
OUT-01659,2023-08-16 19:12:00.000000000,2023-08-16 20:05:00.000000000,CREW-10,VEH-010
OUT-01660,2023-08-16 20:15:00.000000000,2023-08-16 20:47:00.000000000,CREW-20,VEH-009
OUT-01661,2023-08-19 15:05:00.000000000,2023-08-19 15:59:00.000000000,CREW-09,VEH-045
OUT-01662,2023-08-19 17:10:00.000000000,2023-08-19 17:50:00.000000000,CREW-04,VEH-017
OUT-01663,2023-08-20 21:04:00.000000000,2023-08-20 21:23:00.000000000,CREW-05,VEH-020
OUT-01664,2023-08-21 01:03:00.000000000,2023-08-21 01:19:00.000000000,CREW-13,VEH-004
OUT-01665,2023-08-21 06:11:00.000000000,2023-08-21 07:10:00.000000000,CREW-10,VEH-031
OUT-01666,2023-08-21 18:10:00.000000000,2023-08-21 18:32:00.000000000,CREW-03,VEH-048
OUT-01667,2023-08-22 16:15:00.000000000,2023-08-22 16:38:00.000000000,CREW-11,VEH-035
OUT-01668,2023-08-23 16:06:00.000000000,2023-08-23 17:02:00.000000000,CREW-13,VEH-036
OUT-01669,2023-08-24 08:09:00.000000000,2023-08-24 08:36:00.000000000,CREW-12,VEH-037
OUT-01670,2023-08-25 16:11:00.000000000,2023-08-25 16:34:00.000000000,CREW-20,VEH-007
OUT-01671,2023-08-25 16:03:00.000000000,2023-08-25 16:40:00.000000000,CREW-07,VEH-040
OUT-01672,2023-08-26 17:08:00.000000000,2023-08-26 17:43:00.000000000,CREW-14,VEH-026
OUT-01673,2023-08-27 13:04:00.000000000,2023-08-27 13:23:00.000000000,CREW-18,VEH-020
OUT-01674,2023-08-28 14:13:00.000000000,2023-08-28 14:44:00.000000000,CREW-13,VEH-002
OUT-01675,2023-08-30 08:10:00.000000000,2023-08-30 08:37:00.000000000,CREW-07,VEH-028
OUT-01676,2023-08-31 19:11:00.000000000,2023-08-31 19:31:00.000000000,CREW-03,VEH-035
OUT-01677,2023-09-01 14:03:00.000000000,2023-09-01 14:28:00.000000000,CREW-20,VEH-005
OUT-01678,2023-09-01 18:04:00.000000000,2023-09-01 18:40:00.000000000,CREW-19,VEH-047
OUT-01679,2023-09-02 09:15:00.000000000,2023-09-02 09:45:00.000000000,CREW-09,VEH-004
OUT-01680,2023-09-02 15:10:00.000000000,2023-09-02 16:08:00.000000000,CREW-03,VEH-014
OUT-01681,2023-09-02 15:02:00.000000000,2023-09-02 15:35:00.000000000,CREW-06,VEH-036
OUT-01682,2023-09-03 14:08:00.000000000,2023-09-03 14:52:00.000000000,CREW-19,VEH-049
OUT-01683,2023-09-03 14:10:00.000000000,2023-09-03 14:40:00.000000000,CREW-15,VEH-040
OUT-01684,2023-09-04 16:04:00.000000000,2023-09-04 16:26:00.000000000,CREW-18,VEH-028
OUT-01685,2023-09-07 14:05:00.000000000,2023-09-07 14:38:00.000000000,CREW-10,VEH-017
OUT-01686,2023-09-08 18:14:00.000000000,2023-09-08 18:41:00.000000000,CREW-07,VEH-027
OUT-01687,2023-09-11 13:11:00.000000000,2023-09-11 13:59:00.000000000,CREW-04,VEH-025
OUT-01688,2023-09-11 15:07:00.000000000,2023-09-11 15:45:00.000000000,CREW-18,VEH-023
OUT-01689,2023-09-12 15:07:00.000000000,2023-09-12 15:50:00.000000000,CREW-17,VEH-046
OUT-01690,2023-09-12 17:09:00.000000000,2023-09-12 17:34:00.000000000,CREW-19,VEH-034
OUT-01691,2023-09-13 14:13:00.000000000,2023-09-13 14:30:00.000000000,CREW-11,VEH-038
OUT-01692,2023-09-13 20:14:00.000000000,2023-09-13 20:42:00.000000000,CREW-19,VEH-026
OUT-01693,2023-09-15 18:06:00.000000000,2023-09-15 18:59:00.000000000,CREW-08,VEH-020
OUT-01694,2023-09-16 16:07:00.000000000,2023-09-16 16:28:00.000000000,CREW-09,VEH-045
OUT-01695,2023-09-16 17:02:00.000000000,2023-09-16 17:45:00.000000000,CREW-08,VEH-004
OUT-01696,2023-09-16 19:04:00.000000000,2023-09-16 19:21:00.000000000,CREW-13,VEH-040
OUT-01697,2023-09-16 19:08:00.000000000,2023-09-16 19:49:00.000000000,CREW-01,VEH-027
OUT-01698,2023-09-18 14:07:00.000000000,2023-09-18 14:28:00.000000000,CREW-12,VEH-023
OUT-01699,2023-09-19 08:12:42.762208011,2023-09-19 08:20:04.442679104,CREW-10,VEH-033
OUT-01700,2023-09-19 13:03:00.000000000,2023-09-19 13:53:00.000000000,CREW-05,VEH-041
OUT-01701,2023-09-19 14:12:00.000000000,2023-09-19 14:43:00.000000000,CREW-03,VEH-048
OUT-01702,2023-09-21 05:06:00.000000000,2023-09-21 05:52:00.000000000,CREW-03,VEH-047
OUT-01703,2023-09-22 16:15:00.000000000,2023-09-22 17:04:00.000000000,CREW-20,VEH-014
OUT-01704,2023-09-23 15:14:00.000000000,2023-09-23 15:59:00.000000000,CREW-17,VEH-024
OUT-01705,2023-09-23 18:05:00.000000000,2023-09-23 18:42:00.000000000,CREW-18,VEH-050
OUT-01706,2023-09-24 00:07:00.000000000,2023-09-24 00:35:00.000000000,CREW-18,VEH-015
OUT-01707,2023-09-26 16:07:00.000000000,2023-09-26 16:48:00.000000000,CREW-15,VEH-050
OUT-01708,2023-09-26 17:05:00.000000000,2023-09-26 17:27:00.000000000,CREW-15,VEH-003
OUT-01709,2023-09-27 13:15:00.000000000,2023-09-27 13:42:00.000000000,CREW-09,VEH-034
OUT-01710,2023-09-27 14:09:00.000000000,2023-09-27 15:03:00.000000000,CREW-20,VEH-049
OUT-01711,2023-09-27 14:14:00.000000000,2023-09-27 14:29:00.000000000,CREW-02,VEH-015
OUT-01712,2023-09-27 14:13:00.000000000,2023-09-27 14:41:00.000000000,CREW-02,VEH-018
OUT-01713,2023-09-27 15:07:00.000000000,2023-09-27 15:28:00.000000000,CREW-06,VEH-014
OUT-01714,2023-09-28 17:09:00.000000000,2023-09-28 17:50:00.000000000,CREW-02,VEH-017
OUT-01715,2023-09-28 18:06:00.000000000,2023-09-28 18:34:00.000000000,CREW-20,VEH-021
OUT-01716,2023-09-29 17:14:00.000000000,2023-09-29 17:50:00.000000000,CREW-03,VEH-037
OUT-01717,2023-09-30 14:03:00.000000000,2023-09-30 15:00:00.000000000,CREW-17,VEH-016
OUT-01718,2023-10-01 14:11:00.000000000,2023-10-01 14:27:00.000000000,CREW-04,VEH-021
OUT-01719,2023-10-01 14:08:00.000000000,2023-10-01 14:56:00.000000000,CREW-06,VEH-017
OUT-01720,2023-10-02 13:08:00.000000000,2023-10-02 13:47:00.000000000,CREW-05,VEH-005
OUT-01721,2023-10-05 07:05:00.000000000,2023-10-05 07:35:00.000000000,CREW-19,VEH-041
OUT-01722,2023-10-05 16:06:00.000000000,2023-10-05 17:00:00.000000000,CREW-09,VEH-005
OUT-01723,2023-10-06 17:11:00.000000000,2023-10-06 17:27:00.000000000,CREW-09,VEH-043
OUT-01724,2023-10-06 19:05:00.000000000,2023-10-06 19:41:00.000000000,CREW-02,VEH-029
OUT-01725,2023-10-07 00:07:00.000000000,2023-10-07 01:07:00.000000000,CREW-01,VEH-018
OUT-01726,2023-10-07 18:08:00.000000000,2023-10-07 18:23:00.000000000,CREW-01,VEH-001
OUT-01727,2023-10-08 14:09:00.000000000,2023-10-08 14:27:00.000000000,CREW-04,VEH-018
OUT-01728,2023-10-08 15:12:00.000000000,2023-10-08 16:09:00.000000000,CREW-01,VEH-028
OUT-01729,2023-10-11 17:11:00.000000000,2023-10-11 18:06:00.000000000,CREW-04,VEH-006
OUT-01730,2023-10-11 19:15:00.000000000,2023-10-11 19:45:00.000000000,CREW-02,VEH-023
OUT-01731,2023-10-12 15:03:00.000000000,2023-10-12 15:59:00.000000000,CREW-17,VEH-013
OUT-01732,2023-10-13 14:09:00.000000000,2023-10-13 14:41:00.000000000,CREW-13,VEH-049
OUT-01733,2023-10-13 18:06:00.000000000,2023-10-13 19:03:00.000000000,CREW-07,VEH-042
OUT-01734,2023-10-14 16:02:00.000000000,2023-10-14 16:31:00.000000000,CREW-18,VEH-023
OUT-01735,2023-10-16 14:07:00.000000000,2023-10-16 14:51:00.000000000,CREW-02,VEH-004
OUT-01736,2023-10-16 14:04:00.000000000,2023-10-16 14:25:00.000000000,CREW-18,VEH-042
OUT-01737,2023-10-16 15:08:35.079437126,2023-10-16 15:20:06.952143571,CREW-06,VEH-022
OUT-01738,2023-10-16 16:11:00.000000000,2023-10-16 16:26:00.000000000,CREW-04,VEH-046
OUT-01739,2023-10-16 16:02:00.000000000,2023-10-16 16:59:00.000000000,CREW-14,VEH-009
OUT-01740,2023-10-16 17:13:37.862055525,2023-10-16 17:20:37.397887609,CREW-10,VEH-006
OUT-01741,2023-10-16 17:05:00.000000000,2023-10-16 17:43:00.000000000,CREW-06,VEH-008
OUT-01742,2023-10-17 13:02:00.000000000,2023-10-17 13:40:00.000000000,CREW-15,VEH-007
OUT-01743,2023-10-19 09:04:00.000000000,2023-10-19 09:40:00.000000000,CREW-03,VEH-030
OUT-01744,2023-10-19 18:14:00.000000000,2023-10-19 18:50:00.000000000,CREW-11,VEH-020
OUT-01745,2023-10-20 01:15:00.000000000,2023-10-20 01:58:00.000000000,CREW-19,VEH-041
OUT-01746,2023-10-21 17:11:00.000000000,2023-10-21 17:59:00.000000000,CREW-01,VEH-031
OUT-01747,2023-10-21 19:15:00.000000000,2023-10-21 19:47:00.000000000,CREW-17,VEH-038
OUT-01748,2023-10-23 17:15:00.000000000,2023-10-23 17:52:00.000000000,CREW-15,VEH-046
OUT-01749,2023-10-25 03:09:00.000000000,2023-10-25 03:45:00.000000000,CREW-03,VEH-019
OUT-01750,2023-10-26 13:10:00.000000000,2023-10-26 14:08:00.000000000,CREW-02,VEH-035
OUT-01751,2023-10-26 15:03:00.000000000,2023-10-26 15:18:00.000000000,CREW-20,VEH-021
OUT-01752,2023-10-26 16:14:00.000000000,2023-10-26 16:34:00.000000000,CREW-05,VEH-001
OUT-01753,2023-10-26 20:04:00.000000000,2023-10-26 20:19:00.000000000,CREW-16,VEH-044
OUT-01754,2023-10-27 14:12:00.000000000,2023-10-27 15:06:00.000000000,CREW-16,VEH-028
OUT-01755,2023-10-27 14:02:00.000000000,2023-10-27 14:52:00.000000000,CREW-10,VEH-043
OUT-01756,2023-10-27 17:02:00.000000000,2023-10-27 17:39:00.000000000,CREW-07,VEH-044
OUT-01757,2023-10-28 17:06:00.000000000,2023-10-28 17:27:00.000000000,CREW-12,VEH-015
OUT-01758,2023-10-29 13:03:00.000000000,2023-10-29 14:03:00.000000000,CREW-13,VEH-004
OUT-01759,2023-10-30 14:15:00.000000000,2023-10-30 14:43:00.000000000,CREW-16,VEH-007
OUT-01760,2023-11-01 14:04:00.000000000,2023-11-01 14:20:00.000000000,CREW-10,VEH-050
OUT-01761,2023-11-01 16:14:00.000000000,2023-11-01 16:45:00.000000000,CREW-05,VEH-012
OUT-01762,2023-11-01 17:07:00.000000000,2023-11-01 17:43:00.000000000,CREW-09,VEH-020
OUT-01763,2023-11-03 14:02:00.000000000,2023-11-03 14:22:00.000000000,CREW-19,VEH-018
OUT-01764,2023-11-03 14:07:00.000000000,2023-11-03 15:06:00.000000000,CREW-01,VEH-023
OUT-01765,2023-11-03 14:08:00.000000000,2023-11-03 14:48:00.000000000,CREW-13,VEH-007
OUT-01766,2023-11-03 14:13:00.000000000,2023-11-03 14:54:00.000000000,CREW-01,VEH-015
OUT-01767,2023-11-04 05:05:00.000000000,2023-11-04 06:04:00.000000000,CREW-05,VEH-002
OUT-01768,2023-11-05 09:08:00.000000000,2023-11-05 09:55:00.000000000,CREW-16,VEH-023
OUT-01769,2023-11-05 15:07:00.000000000,2023-11-05 15:37:00.000000000,CREW-14,VEH-029
OUT-01770,2023-11-05 18:11:00.000000000,2023-11-05 19:00:00.000000000,CREW-15,VEH-003
OUT-01771,2023-11-06 14:08:00.000000000,2023-11-06 14:51:00.000000000,CREW-02,VEH-033
OUT-01772,2023-11-07 11:10:00.000000000,2023-11-07 12:05:00.000000000,CREW-07,VEH-003
OUT-01773,2023-11-07 11:11:00.000000000,2023-11-07 11:57:00.000000000,CREW-18,VEH-043
OUT-01774,2023-11-07 16:08:00.000000000,2023-11-07 17:03:00.000000000,CREW-01,VEH-014
OUT-01775,2023-11-07 18:05:00.000000000,2023-11-07 18:51:00.000000000,CREW-06,VEH-039
OUT-01776,2023-11-07 18:11:00.000000000,2023-11-07 18:32:00.000000000,CREW-02,VEH-030
OUT-01777,2023-11-08 16:05:00.000000000,2023-11-08 16:40:00.000000000,CREW-17,VEH-033
OUT-01778,2023-11-08 19:11:00.000000000,2023-11-08 20:07:00.000000000,CREW-19,VEH-012
OUT-01779,2023-11-08 20:09:00.000000000,2023-11-08 20:39:00.000000000,CREW-09,VEH-032
OUT-01780,2023-11-13 08:15:00.000000000,2023-11-13 08:56:00.000000000,CREW-17,VEH-046
OUT-01781,2023-11-13 20:12:00.000000000,2023-11-13 20:28:00.000000000,CREW-04,VEH-050
OUT-01782,2023-11-14 18:08:00.000000000,2023-11-14 18:35:00.000000000,CREW-15,VEH-025
OUT-01783,2023-11-14 18:08:00.000000000,2023-11-14 18:44:00.000000000,CREW-01,VEH-011
OUT-01784,2023-11-17 08:11:00.000000000,2023-11-17 08:50:00.000000000,CREW-05,VEH-048
