fault_detected,service_restored,cause_code,affected_customers,feeder_id,transformer_id
2022-03-10 08:00:00,2022-03-10 11:39:00,equipment_failure,515,FDR-0021,fuse
2022-03-10 09:00:00,2022-03-10 14:21:00,equipment_failure,48,FDR-0047,switch
2022-03-14 01:00:00,2022-03-14 05:52:00,equipment_failure,194,FDR-0032,transformer
2022-03-14 06:00:00,2022-03-14 08:28:00,equipment_failure,124,FDR-0064,transformer
2022-03-15 04:00:00,2022-03-15 05:11:00,equipment_failure,215,FDR-0030,switch
2022-03-15 15:00:00,2022-03-15 20:14:00,weather,1067,FDR-0041,recloser
2022-03-15 20:00:00,2022-03-16 06:51:00,vegetation,725,FDR-0026,transformer
2022-03-16 02:00:00,2022-03-16 04:21:00,animal_contact,282,FDR-0037,fuse
2022-03-16 18:00:00,2022-03-16 21:00:00,equipment_failure,14,FDR-0015,fuse
2022-03-16 20:00:00,2022-03-16 23:16:00,equipment_failure,145,FDR-0058,cable
2022-03-17 00:00:00,2022-03-17 01:18:00,equipment_failure,297,FDR-0003,overhead line
2022-03-17 02:00:00,2022-03-17 03:48:00,animal_contact,462,FDR-0030,cable
2022-03-18 19:00:00,2022-03-18 20:34:00,animal_contact,457,FDR-0016,overhead line
2022-03-18 23:00:00,2022-03-19 02:24:00,equipment_failure,349,FDR-0042,fuse
2022-03-19 19:00:00,2022-03-19 19:42:00,equipment_failure,31,FDR-0056,fuse
2022-03-20 17:00:00,2022-03-20 21:24:00,equipment_failure,549,FDR-0062,transformer
2022-03-22 19:00:00,2022-03-23 11:52:00,weather,193,FDR-0055,overhead line
2022-03-24 18:00:00,2022-03-24 20:33:00,equipment_failure,158,FDR-0041,switch
2022-03-26 19:00:00,2022-03-26 22:28:00,equipment_failure,486,FDR-0032,cable
2022-03-26 20:00:00,2022-03-27 01:11:00,equipment_failure,468,FDR-0065,transformer
2022-03-29 18:00:00,2022-03-29 23:34:00,equipment_failure,412,FDR-0001,recloser
2022-03-30 05:00:00,2022-03-30 06:29:00,animal_contact,277,FDR-0050,overhead line
2022-03-30 23:00:00,2022-03-31 02:20:00,equipment_failure,129,FDR-0029,switch
2022-03-31 11:00:00,2022-03-31 11:37:00,animal_contact,426,FDR-0035,recloser
2022-04-01 05:00:00,2022-04-01 10:26:00,equipment_failure,133,FDR-0002,overhead line
2022-04-02 10:00:00,2022-04-02 15:31:00,equipment_failure,464,FDR-0002,transformer
2022-04-04 14:00:00,2022-04-04 16:37:00,equipment_failure,229,FDR-0021,switch
2022-04-04 15:00:00,2022-04-04 20:15:00,equipment_failure,439,FDR-0026,cable
2022-04-05 17:00:00,2022-04-05 18:27:00,equipment_failure,183,FDR-0006,overhead line
2022-04-07 17:00:00,2022-04-08 08:26:00,weather,1247,FDR-0025,recloser
2022-04-07 17:00:00,2022-04-07 18:36:00,weather,343,FDR-0022,overhead line
2022-04-09 04:00:00,2022-04-09 08:50:00,equipment_failure,271,FDR-0028,switch
2022-04-09 16:00:00,2022-04-09 19:06:00,equipment_failure,44,FDR-0047,overhead line
2022-04-10 07:00:00,2022-04-10 10:14:00,animal_contact,417,FDR-0020,recloser
2022-04-10 15:00:00,2022-04-11 03:07:00,weather,1459,FDR-0044,switch
2022-04-11 15:00:00,2022-04-11 21:13:00,overload,306,FDR-0064,overhead line
2022-04-13 14:00:00,2022-04-13 16:19:00,animal_contact,398,FDR-0043,fuse
2022-04-13 17:00:00,2022-04-13 22:30:00,overload,936,FDR-0028,recloser
2022-04-14 17:00:00,2022-04-14 20:20:00,weather,363,FDR-0006,recloser
2022-04-17 11:00:00,2022-04-17 11:27:00,equipment_failure,115,FDR-0014,fuse
2022-04-17 20:00:00,2022-04-17 22:24:00,equipment_failure,341,FDR-0011,cable
2022-04-18 19:00:00,2022-04-18 20:34:00,animal_contact,380,FDR-0016,overhead line
2022-04-20 07:00:00,2022-04-20 07:48:00,equipment_failure,122,FDR-0031,recloser
2022-04-21 06:00:00,2022-04-21 10:17:00,equipment_failure,323,FDR-0046,overhead line
2022-04-21 19:00:00,2022-04-21 23:27:00,vegetation,129,FDR-0002,switch
2022-04-21 20:00:00,2022-04-21 21:19:00,equipment_failure,153,FDR-0044,switch
2022-04-22 04:00:00,2022-04-22 06:33:00,equipment_failure,286,FDR-0033,overhead line
2022-04-23 08:00:00,2022-04-23 12:25:00,equipment_failure,297,FDR-0024,cable
2022-04-23 13:00:00,2022-04-23 14:10:00,equipment_failure,181,FDR-0038,fuse
2022-04-23 14:00:00,2022-04-23 17:44:00,equipment_failure,1444,FDR-0052,switch
2022-04-26 18:00:00,2022-04-26 20:07:00,overload,400,FDR-0048,fuse
2022-04-28 06:00:00,2022-04-28 09:33:00,equipment_failure,22,FDR-0019,recloser
2022-04-28 18:00:00,2022-04-29 05:03:00,vegetation,3085,FDR-0062,overhead line
2022-05-02 20:00:00,2022-05-03 00:24:00,equipment_failure,52,FDR-0024,fuse
2022-05-02 22:00:00,2022-05-03 01:24:00,equipment_failure,5,FDR-0013,recloser
2022-05-04 12:00:00,2022-05-04 14:31:00,equipment_failure,72,FDR-0035,fuse
2022-05-05 09:00:00,2022-05-05 14:33:00,equipment_failure,346,FDR-0060,recloser
2022-05-05 19:00:00,2022-05-06 01:09:00,animal_contact,1611,FDR-0039,cable
2022-05-08 16:00:00,2022-05-08 19:16:00,equipment_failure,358,FDR-0059,transformer
2022-05-09 18:00:00,2022-05-09 21:17:00,equipment_failure,249,FDR-0018,transformer
2022-05-11 11:00:00,2022-05-11 15:06:00,equipment_failure,346,FDR-0056,cable
2022-05-11 14:00:00,2022-05-11 23:46:00,animal_contact,839,FDR-0063,cable
2022-05-12 14:00:00,2022-05-12 18:59:00,animal_contact,204,FDR-0052,fuse
2022-05-13 07:00:00,2022-05-13 12:30:00,equipment_failure,304,FDR-0023,switch
2022-05-14 01:00:00,2022-05-14 05:52:00,equipment_failure,214,FDR-0032,transformer
2022-05-15 23:00:00,2022-05-16 02:58:00,equipment_failure,145,FDR-0009,transformer
2022-05-17 22:00:00,2022-05-18 00:57:00,equipment_failure,489,FDR-0008,overhead line
2022-05-18 18:00:00,2022-05-18 22:20:00,animal_contact,603,FDR-0028,transformer
2022-05-19 17:00:00,2022-05-20 06:18:00,vegetation,2338,FDR-0039,overhead line
2022-05-20 01:00:00,2022-05-20 04:46:00,equipment_failure,374,FDR-0024,recloser
2022-05-20 06:00:00,2022-05-20 07:43:00,equipment_failure,5,FDR-0010,cable
2022-05-20 08:00:00,2022-05-20 09:39:00,equipment_failure,92,FDR-0037,transformer
2022-05-21 21:00:00,2022-05-21 21:51:00,equipment_failure,31,FDR-0051,transformer
2022-05-23 23:00:00,2022-05-24 03:48:00,equipment_failure,11,FDR-0027,recloser
2022-05-25 08:00:00,2022-05-25 10:00:00,equipment_failure,401,FDR-0004,fuse
2022-05-26 15:00:00,2022-05-26 19:22:00,equipment_failure,754,FDR-0005,recloser
2022-05-28 16:00:00,2022-05-28 19:13:00,equipment_failure,439,FDR-0014,fuse
2022-05-29 05:00:00,2022-05-29 08:01:00,equipment_failure,50,FDR-0040,switch
2022-05-29 15:00:00,2022-05-29 17:57:00,animal_contact,494,FDR-0046,fuse
2022-06-02 15:00:00,2022-06-02 19:24:00,equipment_failure,274,FDR-0001,transformer
2022-06-02 18:00:00,2022-06-02 19:36:00,overload,624,FDR-0022,recloser
2022-06-03 13:00:00,2022-06-03 16:50:00,overload,1208,FDR-0052,fuse
2022-06-03 15:00:00,2022-06-03 21:06:00,equipment_failure,905,FDR-0040,recloser
2022-06-03 15:00:00,2022-06-03 22:47:00,equipment_failure,855,FDR-0044,recloser
2022-06-04 15:00:00,2022-06-04 22:29:00,overload,780,FDR-0064,cable
2022-06-05 05:00:00,2022-06-05 06:57:00,animal_contact,243,FDR-0051,cable
2022-06-05 15:00:00,2022-06-05 16:07:00,equipment_failure,228,FDR-0060,fuse
2022-06-05 15:00:00,2022-06-05 20:00:00,overload,968,FDR-0055,fuse
2022-06-07 18:00:00,2022-06-07 20:18:00,equipment_failure,969,FDR-0051,recloser
2022-06-08 07:00:00,2022-06-08 08:58:00,equipment_failure,440,FDR-0017,cable
2022-06-08 13:00:00,2022-06-08 17:24:00,overload,129,FDR-0018,overhead line
2022-06-08 15:00:00,2022-06-08 20:05:00,overload,1396,FDR-0048,cable
2022-06-09 17:00:00,2022-06-09 22:26:00,overload,652,FDR-0004,recloser
2022-06-10 14:00:00,2022-06-10 16:46:00,equipment_failure,308,FDR-0020,recloser
2022-06-10 14:00:00,2022-06-10 20:50:00,overload,911,FDR-0057,fuse
2022-06-10 16:00:00,2022-06-10 20:34:00,equipment_failure,462,FDR-0033,overhead line
2022-06-10 17:00:00,2022-06-10 17:52:00,equipment_failure,1353,FDR-0018,switch
2022-06-10 17:00:00,2022-06-11 03:58:00,weather,92,FDR-0013,transformer
2022-06-11 14:00:00,2022-06-11 16:16:00,overload,362,FDR-0058,switch
2022-06-11 15:00:00,2022-06-11 16:25:00,equipment_failure,374,FDR-0035,switch
2022-06-12 15:00:00,2022-06-12 15:57:00,equipment_failure,223,FDR-0063,transformer
2022-06-12 16:00:00,2022-06-12 18:36:00,equipment_failure,247,FDR-0017,overhead line
2022-06-12 17:00:00,2022-06-12 20:23:00,overload,124,FDR-0014,fuse
2022-06-13 16:00:00,2022-06-13 21:47:00,equipment_failure,1032,FDR-0055,overhead line
2022-06-13 16:00:00,2022-06-13 21:08:00,equipment_failure,514,FDR-0033,overhead line
2022-06-13 17:00:00,2022-06-13 17:32:00,equipment_failure,209,FDR-0026,recloser
2022-06-13 18:00:00,2022-06-13 21:52:00,equipment_failure,545,FDR-0039,transformer
2022-06-14 13:00:00,2022-06-14 17:43:00,overload,1196,FDR-0057,transformer
2022-06-15 17:00:00,2022-06-15 19:46:00,overload,1051,FDR-0012,recloser
2022-06-15 17:00:00,2022-06-15 21:39:00,equipment_failure,549,FDR-0053,overhead line
2022-06-16 13:00:00,2022-06-16 20:12:00,overload,927,FDR-0030,switch
2022-06-16 15:00:00,2022-06-16 20:40:00,equipment_failure,1224,FDR-0065,transformer
2022-06-17 13:00:00,2022-06-17 20:31:00,equipment_failure,144,FDR-0013,switch
2022-06-17 13:00:00,2022-06-17 14:21:00,equipment_failure,208,FDR-0020,switch
2022-06-17 15:00:00,2022-06-17 16:39:00,overload,1247,FDR-0034,cable
2022-06-17 18:00:00,2022-06-17 21:07:00,overload,1068,FDR-0015,transformer
2022-06-17 18:00:00,2022-06-17 20:34:00,equipment_failure,751,FDR-0041,switch
2022-06-18 13:00:00,2022-06-18 16:54:00,overload,926,FDR-0033,transformer
2022-06-18 16:00:00,2022-06-18 21:01:00,overload,298,FDR-0006,fuse
2022-06-19 14:00:00,2022-06-19 20:39:00,overload,1009,FDR-0006,fuse
2022-06-19 15:00:00,2022-06-19 16:10:00,equipment_failure,681,FDR-0022,cable
2022-06-19 15:00:00,2022-06-19 16:05:00,weather,933,FDR-0061,switch
2022-06-19 17:00:00,2022-06-19 22:18:00,equipment_failure,333,FDR-0062,cable
2022-06-20 13:00:00,2022-06-20 18:26:00,equipment_failure,389,FDR-0052,cable
2022-06-20 15:00:00,2022-06-20 16:01:00,equipment_failure,257,FDR-0021,transformer
2022-06-20 15:00:00,2022-06-20 18:23:00,overload,786,FDR-0024,switch
2022-06-21 17:00:00,2022-06-21 18:46:00,equipment_failure,1269,FDR-0035,cable
2022-06-21 18:00:00,2022-06-21 18:37:00,equipment_failure,384,FDR-0031,cable
2022-06-21 18:00:00,2022-06-21 22:25:00,overload,409,FDR-0052,fuse
2022-06-22 10:00:00,2022-06-22 13:08:00,equipment_failure,293,FDR-0023,switch
2022-06-22 15:00:00,2022-06-22 16:10:00,overload,237,FDR-0051,recloser
2022-06-23 13:00:00,2022-06-23 19:19:00,equipment_failure,132,FDR-0037,overhead line
2022-06-24 15:00:00,2022-06-24 19:45:00,overload,124,FDR-0023,switch
2022-06-24 17:00:00,2022-06-24 22:04:00,equipment_failure,401,FDR-0019,cable
2022-06-24 17:00:00,2022-06-24 19:36:00,equipment_failure,23,FDR-0041,fuse
2022-06-25 13:00:00,2022-06-25 16:18:00,equipment_failure,815,FDR-0050,recloser
2022-06-25 15:00:00,2022-06-25 16:01:00,overload,1447,FDR-0044,overhead line
2022-06-25 15:00:00,2022-06-25 22:58:00,equipment_failure,1091,FDR-0012,overhead line
2022-06-25 16:00:00,2022-06-26 04:55:00,animal_contact,244,FDR-0052,recloser
2022-06-27 14:00:00,2022-06-27 20:16:00,overload,313,FDR-0014,switch
2022-06-27 16:00:00,2022-06-27 19:55:00,equipment_failure,1080,FDR-0049,overhead line
2022-06-27 17:00:00,2022-06-27 22:06:00,overload,438,FDR-0041,switch
2022-06-27 17:00:00,2022-06-27 19:12:00,overload,490,FDR-0008,transformer
2022-06-29 13:00:00,2022-06-29 17:38:00,equipment_failure,163,FDR-0051,recloser
2022-06-29 14:00:00,2022-06-29 17:15:00,equipment_failure,677,FDR-0049,transformer
2022-06-29 15:00:00,2022-06-29 16:21:00,equipment_failure,757,FDR-0034,transformer
2022-06-30 16:00:00,2022-06-30 21:03:00,equipment_failure,756,FDR-0058,transformer
2022-06-30 21:00:00,2022-07-01 00:45:00,animal_contact,158,FDR-0048,fuse
2022-07-01 14:00:00,2022-07-01 20:23:00,overload,1406,FDR-0023,overhead line
2022-07-01 15:00:00,2022-07-01 20:07:00,vegetation,432,FDR-0002,recloser
2022-07-01 16:00:00,2022-07-01 19:37:00,weather,51,FDR-0008,switch
2022-07-01 16:00:00,2022-07-01 23:14:00,equipment_failure,242,FDR-0032,switch
2022-07-01 19:00:00,2022-07-01 23:34:00,animal_contact,912,FDR-0018,switch
2022-07-01 19:00:00,2022-07-01 22:33:00,weather,2001,FDR-0064,switch
2022-07-01 20:00:00,2022-07-02 13:06:00,weather,1052,FDR-0016,switch
2022-07-02 14:00:00,2022-07-02 16:06:00,equipment_failure,53,FDR-0038,transformer
2022-07-02 17:00:00,2022-07-02 19:22:00,equipment_failure,578,FDR-0059,switch
2022-07-02 18:00:00,2022-07-02 21:40:00,overload,920,FDR-0050,fuse
2022-07-03 13:00:00,2022-07-03 20:44:00,overload,460,FDR-0042,switch
2022-07-03 14:00:00,2022-07-03 18:12:00,equipment_failure,343,FDR-0005,recloser
2022-07-04 13:00:00,2022-07-04 18:22:00,equipment_failure,27,FDR-0049,cable
2022-07-05 17:00:00,2022-07-05 21:58:00,overload,656,FDR-0032,switch
2022-07-06 13:00:00,2022-07-06 14:48:00,equipment_failure,170,FDR-0013,recloser
2022-07-06 14:00:00,2022-07-06 17:22:00,overload,753,FDR-0032,switch
2022-07-07 11:00:00,2022-07-07 11:30:00,animal_contact,106,FDR-0025,recloser
2022-07-08 14:00:00,2022-07-08 23:21:00,weather,346,FDR-0043,recloser
2022-07-08 17:00:00,2022-07-08 22:37:00,overload,956,FDR-0056,transformer
2022-07-08 18:00:00,2022-07-08 21:24:00,equipment_failure,308,FDR-0014,recloser
2022-07-09 13:00:00,2022-07-09 17:58:00,equipment_failure,366,FDR-0030,transformer
2022-07-09 14:00:00,2022-07-09 15:22:00,equipment_failure,916,FDR-0021,cable
2022-07-09 16:00:00,2022-07-09 22:04:00,equipment_failure,222,FDR-0043,fuse
2022-07-09 16:00:00,2022-07-10 03:34:00,vegetation,1041,FDR-0037,recloser
2022-07-09 17:00:00,2022-07-09 20:46:00,equipment_failure,1121,FDR-0053,overhead line
2022-07-09 18:00:00,2022-07-09 22:29:00,weather,861,FDR-0012,transformer
2022-07-10 14:00:00,2022-07-10 14:46:00,equipment_failure,355,FDR-0001,recloser
2022-07-12 13:00:00,2022-07-12 17:36:00,equipment_failure,646,FDR-0060,transformer
2022-07-12 15:00:00,2022-07-12 21:09:00,equipment_failure,890,FDR-0038,fuse
2022-07-13 13:00:00,2022-07-13 15:19:00,overload,117,FDR-0056,transformer
2022-07-13 13:00:00,2022-07-13 15:19:00,overload,121,FDR-0041,transformer
2022-07-15 15:00:00,2022-07-16 03:45:00,weather,83,FDR-0014,recloser
2022-07-15 15:00:00,2022-07-16 01:58:00,vegetation,2340,FDR-0040,fuse
2022-07-15 15:00:00,2022-07-16 02:16:00,vegetation,1492,FDR-0046,fuse
2022-07-15 17:00:00,2022-07-16 08:39:00,weather,518,FDR-0001,switch
2022-07-15 18:00:00,2022-07-15 23:24:00,equipment_failure,146,FDR-0055,fuse
2022-07-15 18:00:00,2022-07-16 08:11:00,vegetation,1346,FDR-0054,cable
2022-07-15 18:00:00,2022-07-15 21:55:00,equipment_failure,585,FDR-0024,transformer
2022-07-15 20:00:00,2022-07-16 13:45:00,weather,472,FDR-0045,switch
2022-07-16 17:00:00,2022-07-16 23:20:00,equipment_failure,290,FDR-0033,switch
2022-07-16 18:00:00,2022-07-17 04:51:00,animal_contact,270,FDR-0054,switch
2022-07-16 20:00:00,2022-07-17 09:07:00,vegetation,1411,FDR-0032,transformer
2022-07-16 20:00:00,2022-07-17 07:53:00,animal_contact,542,FDR-0057,switch
2022-07-17 13:00:00,2022-07-17 20:20:00,equipment_failure,576,FDR-0023,switch
2022-07-17 15:00:00,2022-07-17 17:53:00,overload,141,FDR-0009,fuse
2022-07-17 18:00:00,2022-07-17 22:55:00,overload,788,FDR-0058,transformer
2022-07-17 18:00:00,2022-07-17 21:17:00,overload,673,FDR-0026,recloser
2022-07-18 17:00:00,2022-07-18 18:30:00,overload,1176,FDR-0015,switch
2022-07-18 18:00:00,2022-07-19 01:19:00,overload,1490,FDR-0054,transformer
2022-07-19 16:00:00,2022-07-19 21:00:00,equipment_failure,1322,FDR-0016,recloser
2022-07-21 18:00:00,2022-07-22 08:33:00,weather,774,FDR-0018,cable
2022-07-21 18:00:00,2022-07-21 21:24:00,overload,243,FDR-0007,transformer
2022-07-22 14:00:00,2022-07-22 17:22:00,equipment_failure,934,FDR-0056,overhead line
2022-07-22 15:00:00,2022-07-22 16:40:00,equipment_failure,269,FDR-0018,overhead line
2022-07-22 16:00:00,2022-07-22 18:39:00,equipment_failure,1386,FDR-0040,fuse
2022-07-23 15:00:00,2022-07-23 17:09:00,equipment_failure,1474,FDR-0002,transformer
2022-07-23 18:00:00,2022-07-23 21:59:00,overload,333,FDR-0027,transformer
2022-07-24 18:00:00,2022-07-24 22:19:00,equipment_failure,523,FDR-0018,fuse
2022-07-25 18:00:00,2022-07-25 19:47:00,equipment_failure,1497,FDR-0025,transformer
2022-07-25 18:00:00,2022-07-26 01:32:00,equipment_failure,1134,FDR-0061,overhead line
2022-07-25 18:00:00,2022-07-25 19:27:00,overload,100,FDR-0053,switch
2022-07-25 18:00:00,2022-07-25 19:23:00,equipment_failure,394,FDR-0061,transformer
2022-07-26 15:00:00,2022-07-26 19:51:00,equipment_failure,196,FDR-0019,switch
2022-07-26 15:00:00,2022-07-26 15:39:00,overload,1168,FDR-0036,overhead line
2022-07-26 18:00:00,2022-07-26 20:07:00,overload,489,FDR-0048,fuse
2022-07-27 14:00:00,2022-07-27 16:18:00,overload,610,FDR-0006,fuse
2022-07-27 17:00:00,2022-07-28 00:11:00,overload,1308,FDR-0037,cable
2022-07-27 18:00:00,2022-07-27 22:30:00,equipment_failure,572,FDR-0062,cable
2022-07-28 14:00:00,2022-07-28 18:11:00,equipment_failure,701,FDR-0022,transformer
2022-07-28 15:00:00,2022-07-29 00:24:00,weather,1655,FDR-0039,overhead line
2022-07-28 15:00:00,2022-07-29 01:25:00,weather,282,FDR-0028,switch
2022-07-28 15:00:00,2022-07-28 22:18:00,weather,190,FDR-0001,transformer
2022-07-28 15:00:00,2022-07-28 17:15:00,weather,2756,FDR-0040,cable
2022-07-28 18:00:00,2022-07-29 05:03:00,vegetation,2744,FDR-0061,overhead line
2022-07-28 19:00:00,2022-07-29 07:00:00,vegetation,511,FDR-0006,switch
2022-07-28 19:00:00,2022-07-29 00:33:00,vegetation,1323,FDR-0032,switch
2022-07-28 20:00:00,2022-07-29 01:12:00,animal_contact,1641,FDR-0044,recloser
2022-07-29 18:00:00,2022-07-29 23:52:00,equipment_failure,1453,FDR-0046,transformer
2022-07-29 18:00:00,2022-07-29 18:36:00,equipment_failure,779,FDR-0046,recloser
2022-07-29 18:00:00,2022-07-29 22:39:00,equipment_failure,1275,FDR-0056,recloser
2022-07-30 16:00:00,2022-07-30 23:57:00,overload,1268,FDR-0048,overhead line
2022-07-30 16:00:00,2022-07-30 23:42:00,equipment_failure,791,FDR-0010,overhead line
2022-07-30 16:00:00,2022-07-30 23:44:00,animal_contact,2743,FDR-0064,transformer
2022-07-30 16:00:00,2022-07-31 01:30:00,weather,275,FDR-0013,fuse
2022-07-30 17:00:00,2022-07-31 01:37:00,animal_contact,1602,FDR-0021,recloser
2022-07-31 17:00:00,2022-07-31 20:11:00,equipment_failure,961,FDR-0002,recloser
2022-07-31 19:00:00,2022-08-01 04:21:00,vegetation,1991,FDR-0008,fuse
2022-08-01 13:00:00,2022-08-01 14:12:00,equipment_failure,78,FDR-0063,transformer
2022-08-02 15:00:00,2022-08-02 18:59:00,equipment_failure,1131,FDR-0015,transformer
2022-08-02 15:00:00,2022-08-02 20:04:00,weather,383,FDR-0010,recloser
2022-08-02 19:00:00,2022-08-03 03:45:00,weather,2108,FDR-0019,cable
2022-08-03 14:00:00,2022-08-03 21:51:00,equipment_failure,39,FDR-0005,transformer
2022-08-03 17:00:00,2022-08-03 23:55:00,equipment_failure,883,FDR-0028,transformer
2022-08-04 06:00:00,2022-08-04 07:07:00,equipment_failure,369,FDR-0029,fuse
2022-08-04 16:00:00,2022-08-04 16:33:00,overload,1286,FDR-0027,fuse
2022-08-05 05:00:00,2022-08-05 06:57:00,animal_contact,248,FDR-0049,cable
2022-08-05 16:00:00,2022-08-05 20:19:00,equipment_failure,255,FDR-0063,recloser
2022-08-05 18:00:00,2022-08-06 02:00:00,equipment_failure,212,FDR-0014,overhead line
2022-08-06 14:00:00,2022-08-06 18:24:00,overload,495,FDR-0009,cable
2022-08-06 15:00:00,2022-08-07 04:16:00,weather,1910,FDR-0033,switch
2022-08-06 16:00:00,2022-08-07 03:56:00,weather,802,FDR-0012,fuse
2022-08-06 17:00:00,2022-08-07 06:39:00,vegetation,314,FDR-0062,fuse
2022-08-06 18:00:00,2022-08-07 01:20:00,weather,1710,FDR-0056,overhead line
2022-08-06 20:00:00,2022-08-07 08:16:00,weather,1981,FDR-0023,switch
2022-08-07 14:00:00,2022-08-07 16:10:00,animal_contact,2161,FDR-0043,fuse
2022-08-07 18:00:00,2022-08-08 08:45:00,animal_contact,188,FDR-0020,transformer
2022-08-07 18:00:00,2022-08-07 22:42:00,equipment_failure,873,FDR-0016,overhead line
2022-08-07 19:00:00,2022-08-08 08:51:00,animal_contact,680,FDR-0015,cable
2022-08-08 15:00:00,2022-08-08 19:42:00,animal_contact,2097,FDR-0059,cable
2022-08-09 15:00:00,2022-08-09 16:01:00,overload,71,FDR-0047,switch
2022-08-09 16:00:00,2022-08-09 23:26:00,equipment_failure,1088,FDR-0025,switch
2022-08-10 13:00:00,2022-08-10 18:45:00,equipment_failure,665,FDR-0044,transformer
2022-08-10 14:00:00,2022-08-10 23:00:00,animal_contact,1073,FDR-0059,fuse
2022-08-10 14:00:00,2022-08-11 02:57:00,weather,52,FDR-0007,overhead line
2022-08-10 15:00:00,2022-08-11 00:46:00,weather,257,FDR-0026,switch
2022-08-10 15:00:00,2022-08-11 03:55:00,vegetation,522,FDR-0060,fuse
2022-08-10 15:00:00,2022-08-11 03:10:00,weather,1536,FDR-0035,cable
2022-08-10 16:00:00,2022-08-10 22:33:00,equipment_failure,680,FDR-0045,fuse
2022-08-10 16:00:00,2022-08-11 02:45:00,weather,775,FDR-0045,switch
2022-08-10 17:00:00,2022-08-11 04:30:00,vegetation,360,FDR-0009,overhead line
2022-08-10 18:00:00,2022-08-10 23:48:00,weather,2121,FDR-0042,transformer
2022-08-10 19:00:00,2022-08-11 02:57:00,weather,89,FDR-0059,switch
2022-08-11 14:00:00,2022-08-11 23:46:00,animal_contact,965,FDR-0005,cable
2022-08-11 14:00:00,2022-08-11 17:38:00,weather,469,FDR-0036,overhead line
2022-08-11 16:00:00,2022-08-12 04:38:00,weather,393,FDR-0007,fuse
2022-08-11 16:00:00,2022-08-11 20:36:00,vegetation,1714,FDR-0051,fuse
2022-08-11 17:00:00,2022-08-12 01:03:00,weather,537,FDR-0026,fuse
2022-08-11 17:00:00,2022-08-11 18:07:00,overload,479,FDR-0017,transformer
2022-08-11 18:00:00,2022-08-12 09:02:00,animal_contact,2819,FDR-0028,switch
2022-08-11 20:00:00,2022-08-12 09:17:00,animal_contact,959,FDR-0025,fuse
2022-08-11 20:00:00,2022-08-12 10:46:00,weather,390,FDR-0030,switch
2022-08-11 20:00:00,2022-08-12 09:17:00,animal_contact,1071,FDR-0019,fuse
2022-08-12 14:00:00,2022-08-12 16:21:00,vegetation,1261,FDR-0041,overhead line
2022-08-12 18:00:00,2022-08-12 22:59:00,weather,928,FDR-0049,switch
2022-08-12 18:00:00,2022-08-12 23:34:00,overload,116,FDR-0028,switch
2022-08-12 18:00:00,2022-08-12 23:40:00,animal_contact,1169,FDR-0025,overhead line
2022-08-12 18:00:00,2022-08-13 10:20:00,animal_contact,283,FDR-0060,cable
2022-08-13 16:00:00,2022-08-13 17:09:00,overload,267,FDR-0028,cable
2022-08-13 17:00:00,2022-08-13 22:01:00,overload,776,FDR-0051,recloser
2022-08-13 17:00:00,2022-08-13 22:30:00,overload,909,FDR-0028,recloser
2022-08-13 18:00:00,2022-08-13 21:04:00,overload,1135,FDR-0049,fuse
2022-08-14 17:00:00,2022-08-14 20:20:00,weather,424,FDR-0006,recloser
2022-08-14 17:00:00,2022-08-15 06:51:00,animal_contact,298,FDR-0024,recloser
2022-08-14 18:00:00,2022-08-15 10:00:00,weather,178,FDR-0003,switch
2022-08-14 20:00:00,2022-08-14 23:07:00,weather,2832,FDR-0035,switch
2022-08-15 15:00:00,2022-08-15 21:07:00,equipment_failure,254,FDR-0024,cable
2022-08-15 17:00:00,2022-08-15 21:57:00,overload,1003,FDR-0030,recloser
2022-08-16 18:00:00,2022-08-16 20:25:00,equipment_failure,1130,FDR-0029,transformer
2022-08-17 14:00:00,2022-08-17 15:03:00,equipment_failure,441,FDR-0063,overhead line
2022-08-18 13:00:00,2022-08-18 16:51:00,equipment_failure,602,FDR-0020,fuse
2022-08-18 17:00:00,2022-08-18 18:04:00,equipment_failure,1091,FDR-0054,transformer
2022-08-18 18:00:00,2022-08-19 01:09:00,equipment_failure,986,FDR-0047,recloser
2022-08-19 07:00:00,2022-08-19 08:04:00,animal_contact,191,FDR-0048,switch
2022-08-19 15:00:00,2022-08-19 17:04:00,overload,343,FDR-0043,cable
2022-08-19 18:00:00,2022-08-19 20:40:00,equipment_failure,1377,FDR-0042,cable
2022-08-20 18:00:00,2022-08-21 00:55:00,equipment_failure,145,FDR-0054,transformer
2022-08-21 15:00:00,2022-08-21 17:16:00,overload,85,FDR-0001,recloser
2022-08-21 15:00:00,2022-08-21 22:49:00,equipment_failure,1271,FDR-0052,switch
2022-08-21 16:00:00,2022-08-21 16:54:00,equipment_failure,1391,FDR-0040,transformer
2022-08-23 13:00:00,2022-08-23 19:58:00,equipment_failure,1118,FDR-0005,overhead line
2022-08-23 14:00:00,2022-08-23 21:57:00,equipment_failure,211,FDR-0035,switch
2022-08-26 13:00:00,2022-08-26 16:54:00,overload,193,FDR-0045,recloser
2022-08-26 14:00:00,2022-08-26 21:32:00,overload,1297,FDR-0065,cable
2022-08-26 14:00:00,2022-08-26 23:51:00,vegetation,337,FDR-0048,recloser
2022-08-26 18:00:00,2022-08-26 20:48:00,weather,1509,FDR-0053,cable
2022-08-27 14:00:00,2022-08-27 20:16:00,overload,286,FDR-0014,switch
