transformer_id,feeder_id,substation_id,latitude,longitude,rated_kva,phase,primary_voltage_kv,secondary_voltage_v,age_years,manufacturer,status
XFMR-017871,FDR-0055,SUB-013,33.477314,-111.841437,167,BC,13.8,480,40,Prolec,active
XFMR-017872,FDR-0055,SUB-013,33.47747,-111.841251,333,A,13.8,120,39,Eaton,failed
XFMR-017873,FDR-0055,SUB-013,33.477262,-111.841102,167,C,13.8,120,9,GE,active
XFMR-017874,FDR-0055,SUB-013,33.47725,-111.84092,25,C,13.8,240,4,ABB,active
XFMR-017875,FDR-0055,SUB-013,33.477469,-111.840671,75,ABC,13.8,480,15,Siemens,active
XFMR-017876,FDR-0055,SUB-013,33.477495,-111.840451,250,ABC,13.8,240,44,Prolec,active
XFMR-017877,FDR-0055,SUB-013,33.477321,-111.840268,37.5,BC,13.8,208,29,GE,active
XFMR-017878,FDR-0055,SUB-013,33.477439,-111.84012,37.5,AC,13.8,208,4,Howard Industries,active
XFMR-017879,FDR-0055,SUB-013,33.47729,-111.839911,10,ABC,13.8,480,20,Siemens,active
XFMR-017880,FDR-0055,SUB-013,33.477293,-111.839715,50,A,13.8,208,16,Eaton,active
XFMR-017881,FDR-0055,SUB-013,33.477441,-111.839538,333,C,13.8,240,27,GE,active
XFMR-017882,FDR-0055,SUB-013,33.477258,-111.839363,167,AB,13.8,240,23,Prolec,active
XFMR-017883,FDR-0055,SUB-013,33.477305,-111.839122,100,C,13.8,208,28,Howard Industries,active
XFMR-017884,FDR-0055,SUB-013,33.477465,-111.838933,25,C,13.8,480,10,ABB,active
XFMR-017885,FDR-0055,SUB-013,33.477435,-111.838769,75,ABC,13.8,240,22,ABB,active
XFMR-017886,FDR-0055,SUB-013,33.477475,-111.838535,500,A,13.8,480,13,Eaton,active
XFMR-017887,FDR-0055,SUB-013,33.477348,-111.838305,15,BC,13.8,240,28,ABB,active
XFMR-017888,FDR-0055,SUB-013,33.477335,-111.838124,75,AC,13.8,240,22,Siemens,active
XFMR-017889,FDR-0055,SUB-013,33.477455,-111.837975,250,ABC,13.8,480,11,Siemens,active
XFMR-017890,FDR-0055,SUB-013,33.477447,-111.837789,250,AB,13.8,480,6,ABB,active
XFMR-017891,FDR-0055,SUB-013,33.47747,-111.837572,37.5,B,13.8,208,21,Howard Industries,active
XFMR-017892,FDR-0055,SUB-013,33.477443,-111.837405,333,B,13.8,480,4,Prolec,active
XFMR-017893,FDR-0055,SUB-013,33.477496,-111.837158,50,BC,13.8,240,33,Siemens,active
XFMR-017894,FDR-0055,SUB-013,33.47742,-111.837041,100,A,13.8,240,32,Howard Industries,active
XFMR-017895,FDR-0055,SUB-013,33.477481,-111.836786,15,AB,13.8,208,6,Eaton,active
XFMR-017896,FDR-0055,SUB-013,33.477331,-111.836579,15,A,13.8,208,43,Prolec,active
XFMR-017897,FDR-0055,SUB-013,33.477423,-111.836457,37.5,B,13.8,120,18,Siemens,active
XFMR-017898,FDR-0055,SUB-013,33.477289,-111.836234,37.5,A,13.8,208,24,Prolec,active
XFMR-017899,FDR-0056,SUB-013,33.477559,-111.95231,25,BC,13.8,480,21,Howard Industries,active
XFMR-017900,FDR-0056,SUB-013,33.477743,-111.952502,333,B,13.8,120,22,Siemens,active
XFMR-017901,FDR-0056,SUB-013,33.477891,-111.952335,75,ABC,13.8,480,19,Howard Industries,active
XFMR-017902,FDR-0056,SUB-013,33.478078,-111.952326,10,AC,13.8,240,32,GE,active
XFMR-017903,FDR-0056,SUB-013,33.478249,-111.952531,10,BC,13.8,208,41,Howard Industries,active
XFMR-017904,FDR-0056,SUB-013,33.47849,-111.952468,333,ABC,13.8,208,12,Siemens,active
XFMR-017905,FDR-0056,SUB-013,33.478606,-111.95253,50,AB,13.8,120,15,Siemens,active
XFMR-017906,FDR-0056,SUB-013,33.478812,-111.952305,250,C,13.8,240,23,Howard Industries,active
XFMR-017907,FDR-0056,SUB-013,33.479018,-111.952277,333,BC,13.8,120,42,Siemens,active
XFMR-017908,FDR-0056,SUB-013,33.479125,-111.952348,10,ABC,13.8,208,33,ABB,active
XFMR-017909,FDR-0056,SUB-013,33.479385,-111.952464,50,BC,13.8,240,12,Eaton,active
XFMR-017910,FDR-0056,SUB-013,33.479473,-111.952555,250,A,13.8,120,39,Siemens,active
XFMR-017911,FDR-0056,SUB-013,33.479683,-111.952325,100,AC,13.8,240,33,Eaton,active
XFMR-017912,FDR-0056,SUB-013,33.479889,-111.952495,100,A,13.8,120,37,Howard Industries,active
XFMR-017913,FDR-0056,SUB-013,33.480058,-111.952505,10,AC,13.8,208,8,GE,active
XFMR-017914,FDR-0056,SUB-013,33.480239,-111.952502,167,ABC,13.8,480,35,Siemens,active
XFMR-017915,FDR-0056,SUB-013,33.480379,-111.95254,37.5,AB,13.8,480,5,Eaton,active
XFMR-017916,FDR-0056,SUB-013,33.480599,-111.9523,10,BC,13.8,240,12,ABB,active
XFMR-017917,FDR-0056,SUB-013,33.480787,-111.952488,167,C,13.8,240,37,Prolec,active
XFMR-017918,FDR-0056,SUB-013,33.480969,-111.952287,50,BC,13.8,480,24,GE,active
XFMR-017919,FDR-0056,SUB-013,33.481105,-111.952526,75,AC,13.8,240,14,Prolec,active
XFMR-017920,FDR-0056,SUB-013,33.481264,-111.952348,333,A,13.8,240,4,Eaton,active
XFMR-017921,FDR-0056,SUB-013,33.481444,-111.952346,500,A,13.8,240,20,Eaton,active
XFMR-017922,FDR-0056,SUB-013,33.481701,-111.952268,75,A,13.8,120,27,Prolec,active
XFMR-017923,FDR-0056,SUB-013,33.481839,-111.952505,333,AC,13.8,208,25,Siemens,active
XFMR-017924,FDR-0056,SUB-013,33.48203,-111.952493,50,C,13.8,240,7,Eaton,active
XFMR-017925,FDR-0056,SUB-013,33.482187,-111.952316,500,C,13.8,120,14,Prolec,active
XFMR-017926,FDR-0056,SUB-013,33.482337,-111.952542,10,A,13.8,240,1,Siemens,active
XFMR-017927,FDR-0056,SUB-013,33.482562,-111.952297,10,AB,13.8,480,26,Eaton,active
XFMR-017928,FDR-0056,SUB-013,33.482721,-111.952317,75,A,13.8,480,19,Siemens,active
XFMR-017929,FDR-0056,SUB-013,33.482915,-111.952301,75,A,13.8,480,31,Eaton,active
XFMR-017930,FDR-0056,SUB-013,33.483098,-111.952494,75,B,13.8,120,16,GE,active
XFMR-017931,FDR-0056,SUB-013,33.48329,-111.952481,500,A,13.8,120,23,GE,active
XFMR-017932,FDR-0056,SUB-013,33.483462,-111.952289,15,B,13.8,480,16,Eaton,active
XFMR-017933,FDR-0056,SUB-013,33.483595,-111.952531,37.5,AC,13.8,480,40,Howard Industries,active
XFMR-017934,FDR-0056,SUB-013,33.483828,-111.952476,100,C,13.8,208,29,Prolec,active
XFMR-017935,FDR-0056,SUB-013,33.483932,-111.952353,100,ABC,13.8,120,23,GE,active
XFMR-017936,FDR-0056,SUB-013,33.484196,-111.952465,167,C,13.8,480,34,Prolec,active
XFMR-017937,FDR-0056,SUB-013,33.484343,-111.952496,100,C,13.8,120,3,GE,active
XFMR-017938,FDR-0056,SUB-013,33.484494,-111.952524,333,C,13.8,120,44,Eaton,active
XFMR-017939,FDR-0056,SUB-013,33.484642,-111.952356,75,A,13.8,480,9,GE,active
XFMR-017940,FDR-0056,SUB-013,33.484829,-111.952545,100,AC,13.8,208,38,Siemens,active
XFMR-017941,FDR-0056,SUB-013,33.485034,-111.95232,25,C,13.8,120,15,GE,active
XFMR-017942,FDR-0056,SUB-013,33.48522,-111.952312,75,BC,13.8,240,26,Howard Industries,active
XFMR-017943,FDR-0056,SUB-013,33.485397,-111.952512,75,B,13.8,208,8,ABB,active
XFMR-017944,FDR-0056,SUB-013,33.485604,-111.952483,500,BC,13.8,120,1,GE,active
XFMR-017945,FDR-0056,SUB-013,33.485771,-111.952494,250,AB,13.8,480,44,Howard Industries,active
XFMR-017946,FDR-0056,SUB-013,33.48591,-111.952533,15,BC,13.8,480,32,ABB,active
XFMR-017947,FDR-0056,SUB-013,33.486093,-111.952529,75,A,13.8,240,18,Siemens,active
XFMR-017948,FDR-0056,SUB-013,33.486244,-111.952556,10,AC,13.8,240,36,Eaton,active
XFMR-017949,FDR-0056,SUB-013,33.486422,-111.952557,100,C,13.8,480,44,Siemens,active
XFMR-017950,FDR-0056,SUB-013,33.486615,-111.952542,37.5,AB,13.8,240,11,GE,active
XFMR-017951,FDR-0056,SUB-013,33.486825,-111.952312,75,AC,13.8,480,8,Siemens,active
XFMR-017952,FDR-0056,SUB-013,33.486995,-111.95232,250,AC,13.8,480,32,Howard Industries,active
XFMR-017953,FDR-0056,SUB-013,33.487155,-111.952338,15,A,13.8,208,35,Prolec,active
XFMR-017954,FDR-0056,SUB-013,33.487324,-111.952545,25,B,13.8,480,21,ABB,active
XFMR-017955,FDR-0056,SUB-013,33.487549,-111.952498,37.5,ABC,13.8,120,24,Eaton,active
XFMR-017956,FDR-0056,SUB-013,33.487728,-111.952498,333,AC,13.8,208,19,Howard Industries,active
XFMR-017957,FDR-0056,SUB-013,33.487945,-111.952261,500,AB,13.8,208,32,Eaton,active
XFMR-017958,FDR-0056,SUB-013,33.488064,-111.95232,250,A,13.8,480,15,Siemens,active
XFMR-017959,FDR-0056,SUB-013,33.488278,-111.952284,75,ABC,13.8,208,18,Howard Industries,active
XFMR-017960,FDR-0056,SUB-013,33.488472,-111.952466,15,A,13.8,208,34,Siemens,active
XFMR-017961,FDR-0056,SUB-013,33.488593,-111.952326,10,C,13.8,240,23,Siemens,active
XFMR-017962,FDR-0056,SUB-013,33.488749,-111.952348,25,C,13.8,120,5,Howard Industries,active
XFMR-017963,FDR-0056,SUB-013,33.489009,-111.952266,10,A,13.8,240,29,GE,active
XFMR-017964,FDR-0056,SUB-013,33.489093,-111.952361,37.5,B,13.8,120,14,ABB,active
XFMR-017965,FDR-0056,SUB-013,33.489369,-111.95246,250,BC,13.8,120,23,Howard Industries,active
XFMR-017966,FDR-0056,SUB-013,33.489502,-111.952506,25,BC,13.8,480,33,Howard Industries,active
XFMR-017967,FDR-0056,SUB-013,33.489713,-111.952276,333,AB,13.8,120,20,GE,active
XFMR-017968,FDR-0056,SUB-013,33.48981,-111.952356,75,A,13.8,208,36,ABB,active
XFMR-017969,FDR-0056,SUB-013,33.490064,-111.952281,25,BC,13.8,240,16,ABB,active
XFMR-017970,FDR-0056,SUB-013,33.490257,-111.952266,10,BC,13.8,120,38,ABB,active
XFMR-017971,FDR-0056,SUB-013,33.490353,-111.952348,10,AC,13.8,120,44,ABB,failed
XFMR-017972,FDR-0056,SUB-013,33.490547,-111.952332,75,C,13.8,480,33,Eaton,active
XFMR-017973,FDR-0056,SUB-013,33.490746,-111.952312,10,AC,13.8,120,40,Siemens,active
XFMR-017974,FDR-0056,SUB-013,33.490909,-111.952326,10,BC,13.8,480,38,ABB,active
XFMR-017975,FDR-0056,SUB-013,33.491105,-111.952309,50,B,13.8,208,14,Siemens,active
XFMR-017976,FDR-0056,SUB-013,33.491265,-111.952327,333,C,13.8,120,39,Siemens,active
XFMR-017977,FDR-0056,SUB-013,33.49141,-111.952361,25,AC,13.8,120,30,Eaton,active
XFMR-017978,FDR-0056,SUB-013,33.491659,-111.95229,37.5,C,13.8,120,37,ABB,active
XFMR-017979,FDR-0056,SUB-013,33.49178,-111.952347,10,BC,13.8,240,35,Prolec,active
XFMR-017980,FDR-0056,SUB-013,33.492023,-111.952282,25,BC,13.8,208,42,Siemens,active
XFMR-017981,FDR-0056,SUB-013,33.492126,-111.952555,500,B,13.8,480,32,Prolec,active
XFMR-017982,FDR-0056,SUB-013,33.492398,-111.952461,500,AC,13.8,480,11,GE,active
XFMR-017983,FDR-0056,SUB-013,33.492578,-111.952459,100,C,13.8,120,7,Prolec,active
XFMR-017984,FDR-0056,SUB-013,33.492728,-111.95229,75,A,13.8,120,15,GE,active
XFMR-017985,FDR-0056,SUB-013,33.49289,-111.952504,333,A,13.8,208,16,ABB,active
XFMR-017986,FDR-0056,SUB-013,33.493059,-111.952315,10,B,13.8,208,40,Prolec,active
XFMR-017987,FDR-0056,SUB-013,33.493235,-111.952318,100,A,13.8,240,15,Eaton,active
XFMR-017988,FDR-0056,SUB-013,33.493435,-111.952296,10,AB,13.8,208,22,Prolec,active
XFMR-017989,FDR-0056,SUB-013,33.493624,-111.952285,15,C,13.8,120,27,Eaton,active
XFMR-017990,FDR-0056,SUB-013,33.493766,-111.952519,250,BC,13.8,120,1,GE,active
XFMR-017991,FDR-0056,SUB-013,33.49396,-111.952504,333,ABC,13.8,120,32,Siemens,active
XFMR-017992,FDR-0056,SUB-013,33.494099,-111.952542,15,BC,13.8,208,31,Siemens,failed
XFMR-017993,FDR-0056,SUB-013,33.494277,-111.952345,10,ABC,13.8,208,32,Prolec,active
XFMR-017994,FDR-0056,SUB-013,33.494497,-111.952303,167,B,13.8,240,30,Prolec,active
XFMR-017995,FDR-0056,SUB-013,33.494623,-111.952553,167,AB,13.8,120,18,Siemens,failed
XFMR-017996,FDR-0056,SUB-013,33.494883,-111.952472,75,C,13.8,480,45,Siemens,active
XFMR-017997,FDR-0056,SUB-013,33.494982,-111.952551,10,C,13.8,120,16,ABB,active
XFMR-017998,FDR-0056,SUB-013,33.495156,-111.952555,333,AB,13.8,120,29,Howard Industries,active
XFMR-017999,FDR-0056,SUB-013,33.495331,-111.952558,167,BC,13.8,208,31,GE,active
XFMR-018000,FDR-0056,SUB-013,33.495576,-111.952491,37.5,AC,13.8,120,26,Prolec,active
XFMR-018001,FDR-0056,SUB-013,33.495713,-111.952335,167,A,13.8,240,2,Siemens,active
XFMR-018002,FDR-0056,SUB-013,33.495937,-111.952289,250,C,13.8,208,32,Siemens,active
XFMR-018003,FDR-0056,SUB-013,33.4961,-111.952502,100,B,13.8,208,42,Siemens,active
XFMR-018004,FDR-0056,SUB-013,33.496318,-111.952462,500,AB,13.8,240,18,Prolec,active
XFMR-018005,FDR-0056,SUB-013,33.496416,-111.952542,25,AB,13.8,480,3,Howard Industries,active
XFMR-018006,FDR-0056,SUB-013,33.49661,-111.952329,37.5,AC,13.8,240,2,Prolec,active
XFMR-018007,FDR-0056,SUB-013,33.496852,-111.952265,167,A,13.8,240,35,Siemens,failed
XFMR-018008,FDR-0056,SUB-013,33.496978,-111.952515,333,BC,13.8,208,41,Siemens,active
XFMR-018009,FDR-0056,SUB-013,33.497151,-111.952322,50,A,13.8,240,7,Prolec,active
XFMR-018010,FDR-0056,SUB-013,33.497311,-111.95234,100,A,13.8,240,41,Siemens,active
XFMR-018011,FDR-0056,SUB-013,33.49754,-111.95229,500,C,13.8,240,21,ABB,active
XFMR-018012,FDR-0056,SUB-013,33.497692,-111.952514,25,ABC,13.8,240,44,Siemens,active
XFMR-018013,FDR-0056,SUB-013,33.497869,-111.952317,37.5,B,13.8,480,6,GE,active
XFMR-018014,FDR-0056,SUB-013,33.498061,-111.952501,15,ABC,13.8,120,18,Howard Industries,active
XFMR-018015,FDR-0056,SUB-013,33.498209,-111.952334,333,B,13.8,120,38,Siemens,active
XFMR-018016,FDR-0056,SUB-013,33.498363,-111.952556,333,AC,13.8,240,34,Howard Industries,active
XFMR-018017,FDR-0056,SUB-013,33.498586,-111.952511,25,ABC,13.8,480,44,ABB,failed
XFMR-018018,FDR-0056,SUB-013,33.498764,-111.952512,167,B,13.8,480,5,Howard Industries,active
XFMR-018019,FDR-0056,SUB-013,33.498937,-111.952517,500,AC,13.8,208,45,Eaton,active
XFMR-018020,FDR-0056,SUB-013,33.499129,-111.952305,75,ABC,13.8,208,15,Siemens,active
XFMR-018021,FDR-0056,SUB-013,33.49929,-111.952322,37.5,AC,13.8,120,11,ABB,active
XFMR-018022,FDR-0056,SUB-013,33.499498,-111.952293,100,ABC,13.8,480,21,GE,active
XFMR-018023,FDR-0056,SUB-013,33.499631,-111.952536,37.5,AB,13.8,208,18,ABB,active
XFMR-018024,FDR-0056,SUB-013,33.499828,-111.952517,37.5,A,13.8,480,31,GE,active
XFMR-018025,FDR-0056,SUB-013,33.499978,-111.952347,37.5,BC,13.8,208,38,Siemens,failed
XFMR-018026,FDR-0056,SUB-013,33.500241,-111.952262,100,ABC,13.8,120,7,Eaton,active
XFMR-018027,FDR-0056,SUB-013,33.50035,-111.952331,500,B,13.8,208,40,Siemens,active
XFMR-018028,FDR-0056,SUB-013,33.50052,-111.952537,37.5,AC,13.8,480,16,Howard Industries,active
XFMR-018029,FDR-0056,SUB-013,33.500734,-111.952303,167,AB,13.8,120,1,ABB,active
XFMR-018030,FDR-0056,SUB-013,33.500898,-111.952318,333,AB,13.8,480,38,GE,active
XFMR-018031,FDR-0056,SUB-013,33.501121,-111.952273,100,AC,13.8,208,16,Siemens,active
XFMR-018032,FDR-0056,SUB-013,33.501267,-111.952305,500,AC,13.8,240,20,GE,active
XFMR-018033,FDR-0056,SUB-013,33.501421,-111.952329,250,AC,13.8,208,29,ABB,active
XFMR-018034,FDR-0056,SUB-013,33.501595,-111.952531,250,BC,13.8,240,5,ABB,active
XFMR-018035,FDR-0056,SUB-013,33.501834,-111.952471,333,B,13.8,120,27,Siemens,active
XFMR-018036,FDR-0056,SUB-013,33.502009,-111.952475,15,A,13.8,240,34,Eaton,active
XFMR-018037,FDR-0056,SUB-013,33.502172,-111.952292,75,ABC,13.8,120,26,Howard Industries,active
XFMR-018038,FDR-0056,SUB-013,33.502357,-111.952482,75,AC,13.8,120,5,ABB,active
XFMR-018039,FDR-0056,SUB-013,33.502529,-111.952488,167,C,13.8,208,25,Eaton,active
XFMR-018040,FDR-0056,SUB-013,33.502695,-111.952502,25,C,13.8,208,35,Siemens,active
XFMR-018041,FDR-0056,SUB-013,33.502866,-111.95231,100,AC,13.8,240,29,ABB,active
XFMR-018042,FDR-0056,SUB-013,33.503027,-111.952327,10,A,13.8,120,37,Eaton,active
XFMR-018043,FDR-0056,SUB-013,33.503181,-111.95255,100,C,13.8,208,6,GE,active
XFMR-018044,FDR-0056,SUB-013,33.503398,-111.952313,37.5,BC,13.8,208,12,Howard Industries,active
XFMR-018045,FDR-0056,SUB-013,33.503626,-111.952462,500,C,13.8,480,8,ABB,active
XFMR-018046,FDR-0056,SUB-013,33.503738,-111.952528,333,A,13.8,240,15,Siemens,active
XFMR-018047,FDR-0056,SUB-013,33.503912,-111.952532,100,A,13.8,240,22,Prolec,active
XFMR-018048,FDR-0056,SUB-013,33.504072,-111.952549,100,AB,13.8,120,30,Prolec,active
XFMR-018049,FDR-0056,SUB-013,33.504243,-111.952557,250,B,13.8,120,42,Howard Industries,active
XFMR-018050,FDR-0056,SUB-013,33.504465,-111.952513,333,C,13.8,208,2,Howard Industries,active
XFMR-018051,FDR-0056,SUB-013,33.504659,-111.952498,100,AC,13.8,240,21,Eaton,active
XFMR-018052,FDR-0056,SUB-013,33.504826,-111.952509,15,B,13.8,240,21,Howard Industries,active
XFMR-018053,FDR-0056,SUB-013,33.505009,-111.952306,37.5,ABC,13.8,208,9,Prolec,active
XFMR-018054,FDR-0056,SUB-013,33.505188,-111.952503,10,A,13.8,120,18,Prolec,active
XFMR-018055,FDR-0056,SUB-013,33.505367,-111.952502,250,BC,13.8,240,36,ABB,active
XFMR-018056,FDR-0056,SUB-013,33.505519,-111.952528,250,ABC,13.8,240,9,Howard Industries,active
XFMR-018057,FDR-0056,SUB-013,33.50568,-111.952347,250,B,13.8,480,41,Eaton,active
XFMR-018058,FDR-0056,SUB-013,33.505857,-111.952349,75,AC,13.8,480,13,Prolec,active
XFMR-018059,FDR-0056,SUB-013,33.506037,-111.952347,37.5,BC,13.8,208,29,ABB,active
XFMR-018060,FDR-0056,SUB-013,33.506251,-111.952311,25,BC,13.8,208,7,GE,active
XFMR-018061,FDR-0056,SUB-013,33.506446,-111.952295,15,A,13.8,240,27,Eaton,active
XFMR-018062,FDR-0056,SUB-013,33.506646,-111.952471,15,AB,13.8,480,3,ABB,active
XFMR-018063,FDR-0056,SUB-013,33.506812,-111.952286,333,AB,13.8,208,5,GE,active
XFMR-018064,FDR-0056,SUB-013,33.506971,-111.952304,50,C,13.8,120,30,ABB,active
XFMR-018065,FDR-0056,SUB-013,33.507126,-111.952526,10,BC,13.8,240,44,GE,active
XFMR-018066,FDR-0056,SUB-013,33.507279,-111.952353,15,BC,13.8,240,33,Howard Industries,active
XFMR-018067,FDR-0056,SUB-013,33.507449,-111.952361,500,A,13.8,208,23,Eaton,active
XFMR-018068,FDR-0056,SUB-013,33.507678,-111.952508,75,BC,13.8,480,32,GE,failed
XFMR-018069,FDR-0056,SUB-013,33.50785,-111.952515,75,AB,13.8,208,33,ABB,active
XFMR-018070,FDR-0056,SUB-013,33.508053,-111.952292,333,AB,13.8,240,27,GE,active
XFMR-018071,FDR-0056,SUB-013,33.508176,-111.952347,37.5,BC,13.8,240,41,GE,active
XFMR-018072,FDR-0056,SUB-013,33.508371,-111.952528,15,AB,13.8,208,3,Howard Industries,active
XFMR-018073,FDR-0056,SUB-013,33.508529,-111.95235,25,B,13.8,120,40,Siemens,active
XFMR-018074,FDR-0056,SUB-013,33.508736,-111.95252,50,B,13.8,480,37,ABB,active
XFMR-018075,FDR-0056,SUB-013,33.508941,-111.952294,15,C,13.8,208,42,Howard Industries,active
XFMR-018076,FDR-0056,SUB-013,33.509071,-111.952541,75,C,13.8,208,31,Eaton,failed
XFMR-018077,FDR-0056,SUB-013,33.50927,-111.952521,250,AC,13.8,120,31,Eaton,active
XFMR-018078,FDR-0056,SUB-013,33.509424,-111.952347,25,C,13.8,480,44,Eaton,active
XFMR-018079,FDR-0056,SUB-013,33.509595,-111.952552,333,ABC,13.8,208,3,ABB,active
XFMR-018080,FDR-0056,SUB-013,33.509858,-111.952269,100,AB,13.8,120,19,GE,active
XFMR-018081,FDR-0056,SUB-013,33.509971,-111.952532,75,ABC,13.8,480,3,ABB,active
XFMR-018082,FDR-0056,SUB-013,33.51021,-111.952472,333,AB,13.8,480,35,ABB,active
XFMR-018083,FDR-0056,SUB-013,33.510399,-111.95246,37.5,B,13.8,480,16,Prolec,active
XFMR-018084,FDR-0056,SUB-013,33.510484,-111.952553,250,AB,13.8,208,4,ABB,active
XFMR-018085,FDR-0057,SUB-013,33.4773,-111.952723,75,ABC,13.8,240,27,GE,active
XFMR-018086,FDR-0057,SUB-013,33.477463,-111.953038,100,ABC,13.8,240,11,ABB,active
XFMR-018087,FDR-0057,SUB-013,33.477476,-111.953341,250,C,13.8,240,28,Siemens,active
XFMR-018088,FDR-0057,SUB-013,33.477436,-111.953696,100,C,13.8,480,22,Siemens,active
XFMR-018089,FDR-0057,SUB-013,33.477424,-111.954023,15,C,13.8,240,35,Eaton,active
XFMR-018090,FDR-0057,SUB-013,33.477343,-111.954255,50,A,13.8,208,34,Prolec,active
XFMR-018091,FDR-0057,SUB-013,33.477458,-111.954619,100,ABC,13.8,120,40,ABB,active
XFMR-018092,FDR-0057,SUB-013,33.47744,-111.954951,100,B,13.8,120,11,Howard Industries,active
XFMR-018093,FDR-0057,SUB-013,33.477333,-111.95521,50,B,13.8,240,12,Howard Industries,active
XFMR-018094,FDR-0057,SUB-013,33.47734,-111.955518,75,ABC,13.8,240,11,Prolec,active
XFMR-018095,FDR-0057,SUB-013,33.477453,-111.955884,333,ABC,13.8,120,18,Prolec,active
XFMR-018096,FDR-0057,SUB-013,33.477489,-111.956163,500,BC,13.8,240,45,GE,active
XFMR-018097,FDR-0057,SUB-013,33.477487,-111.95648,50,ABC,13.8,120,29,ABB,active
XFMR-018098,FDR-0057,SUB-013,33.477425,-111.956857,15,A,13.8,480,25,Eaton,active
XFMR-018099,FDR-0057,SUB-013,33.477254,-111.957179,250,AC,13.8,480,35,ABB,active
XFMR-018100,FDR-0057,SUB-013,33.47734,-111.957407,75,AB,13.8,480,28,Prolec,active
XFMR-018101,FDR-0057,SUB-013,33.477322,-111.957741,10,ABC,13.8,120,19,Siemens,active
XFMR-018102,FDR-0057,SUB-013,33.477479,-111.958063,100,BC,13.8,208,35,GE,active
XFMR-018103,FDR-0057,SUB-013,33.477479,-111.958378,15,BC,13.8,240,8,Eaton,active
XFMR-018104,FDR-0057,SUB-013,33.477499,-111.958673,15,AC,13.8,480,35,Prolec,active
XFMR-018105,FDR-0057,SUB-013,33.477501,-111.958985,10,ABC,13.8,480,27,Prolec,active
XFMR-018106,FDR-0057,SUB-013,33.47742,-111.959381,10,B,13.8,240,8,Howard Industries,active
XFMR-018107,FDR-0057,SUB-013,33.477466,-111.959651,250,C,13.8,208,31,ABB,active
XFMR-018108,FDR-0057,SUB-013,33.477421,-111.960011,250,AB,13.8,480,30,GE,active
XFMR-018109,FDR-0057,SUB-013,33.477257,-111.960326,15,B,13.8,480,20,Eaton,active
XFMR-018110,FDR-0057,SUB-013,33.477495,-111.960567,167,A,13.8,208,17,ABB,active
XFMR-018111,FDR-0057,SUB-013,33.477254,-111.960958,75,BC,13.8,240,25,Siemens,active
XFMR-018112,FDR-0057,SUB-013,33.477322,-111.961205,500,B,13.8,480,14,Prolec,active
XFMR-018113,FDR-0057,SUB-013,33.477321,-111.961521,37.5,C,13.8,240,30,Siemens,active
XFMR-018114,FDR-0057,SUB-013,33.477318,-111.961839,25,AC,13.8,240,37,Prolec,active
XFMR-018115,FDR-0057,SUB-013,33.477304,-111.962168,333,BC,13.8,480,27,ABB,active
XFMR-018116,FDR-0057,SUB-013,33.477254,-111.962534,167,C,13.8,208,38,Prolec,active
XFMR-018117,FDR-0057,SUB-013,33.477342,-111.96276,100,AC,13.8,480,30,ABB,active
XFMR-018118,FDR-0057,SUB-013,33.477496,-111.963085,10,ABC,13.8,480,17,Siemens,active
XFMR-018119,FDR-0057,SUB-013,33.477511,-111.963385,167,B,13.8,208,18,GE,active
XFMR-018120,FDR-0057,SUB-013,33.477257,-111.96379,100,C,13.8,208,7,Howard Industries,active
XFMR-018121,FDR-0057,SUB-013,33.477347,-111.964015,500,ABC,13.8,208,9,Eaton,active
XFMR-018122,FDR-0057,SUB-013,33.477443,-111.964398,75,B,13.8,240,17,Eaton,active
XFMR-018123,FDR-0057,SUB-013,33.477347,-111.964645,333,AB,13.8,120,23,Eaton,active
XFMR-018124,FDR-0057,SUB-013,33.477261,-111.965046,333,AC,13.8,120,7,Prolec,active
XFMR-018125,FDR-0057,SUB-013,33.477493,-111.965293,15,AC,13.8,480,4,Prolec,active
XFMR-018126,FDR-0057,SUB-013,33.477288,-111.965649,500,C,13.8,120,45,Eaton,active
XFMR-018127,FDR-0057,SUB-013,33.477478,-111.965938,25,A,13.8,480,39,GE,active
XFMR-018128,FDR-0057,SUB-013,33.477263,-111.966304,25,A,13.8,240,33,Eaton,failed
XFMR-018129,FDR-0057,SUB-013,33.477431,-111.966615,250,AC,13.8,240,33,Howard Industries,active
XFMR-018130,FDR-0057,SUB-013,33.477307,-111.96689,37.5,AC,13.8,208,15,Siemens,active
XFMR-018131,FDR-0057,SUB-013,33.477418,-111.967258,100,BC,13.8,120,29,Prolec,active
XFMR-018132,FDR-0057,SUB-013,33.477456,-111.967535,25,B,13.8,208,27,ABB,active
XFMR-018133,FDR-0057,SUB-013,33.477476,-111.967829,10,A,13.8,208,5,ABB,active
XFMR-018134,FDR-0057,SUB-013,33.477465,-111.968156,500,B,13.8,120,39,Siemens,active
XFMR-018135,FDR-0057,SUB-013,33.477309,-111.968463,250,AC,13.8,240,37,Howard Industries,active
XFMR-018136,FDR-0057,SUB-013,33.477275,-111.968812,500,B,13.8,240,44,ABB,active
XFMR-018137,FDR-0057,SUB-013,33.477412,-111.969154,25,ABC,13.8,120,17,Prolec,active
XFMR-018138,FDR-0057,SUB-013,33.477295,-111.969422,100,ABC,13.8,240,45,ABB,failed
XFMR-018139,FDR-0057,SUB-013,33.477511,-111.969685,167,B,13.8,480,19,Eaton,active
