battery_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,capacity_kwh,power_kw,chemistry,install_date,manufacturer,status
BATT-002317,CUST-0077108,XFMR-011859,FDR-0039,SUB-010,33.471866,-111.96963,15.1,5.1,lithium-ion,2021-11-01,Generac,active
BATT-002318,CUST-0077115,XFMR-011861,FDR-0039,SUB-010,33.471276,-111.969502,19.1,7.6,lithium-ion,2022-11-01,Generac,active
BATT-002319,CUST-0077124,XFMR-011864,FDR-0039,SUB-010,33.470025,-111.969585,9.2,3.0,lithium-ion,2022-03-01,Tesla,active
BATT-002320,CUST-0077126,XFMR-011864,FDR-0039,SUB-010,33.470164,-111.969526,16.6,6.2,lithium-ion,2022-11-01,Enphase,active
BATT-002321,CUST-0077131,XFMR-011865,FDR-0039,SUB-010,33.469947,-111.970037,15.1,5.3,lithium-ion,2022-12-01,Enphase,active
BATT-002322,CUST-0077144,XFMR-011867,FDR-0039,SUB-010,33.469257,-111.970063,13.3,5.3,NMC,2022-11-01,BYD,active
BATT-002323,CUST-0077181,XFMR-011872,FDR-0039,SUB-010,33.468577,-111.96982,21.5,6.5,NMC,2020-11-01,SolarEdge,active
BATT-002324,CUST-0077206,XFMR-011875,FDR-0039,SUB-010,33.467139,-111.969483,15.7,6.1,lithium-ion,2023-12-01,SunPower,active
BATT-002325,CUST-0077213,XFMR-011876,FDR-0039,SUB-010,33.467526,-111.969584,19.5,7.0,NMC,2023-09-01,Enphase,active
BATT-002326,CUST-0077251,XFMR-011880,FDR-0039,SUB-010,33.466135,-111.970178,16.9,5.4,LFP,2024-12-01,Tesla,active
BATT-002327,CUST-0077274,XFMR-011883,FDR-0039,SUB-010,33.465303,-111.969722,17.5,6.8,lithium-ion,2020-08-01,Enphase,active
BATT-002328,CUST-0077278,XFMR-011883,FDR-0039,SUB-010,33.465656,-111.970164,14.2,4.8,NMC,2024-05-01,SunPower,active
BATT-002329,CUST-0077305,XFMR-011890,FDR-0039,SUB-010,33.46356,-111.969477,15.6,6.5,LFP,2020-03-01,BYD,active
BATT-002330,CUST-0077340,XFMR-011896,FDR-0039,SUB-010,33.461614,-111.970039,15.6,5.6,lithium-ion,2022-11-01,SolarEdge,active
BATT-002331,CUST-0077347,XFMR-011896,FDR-0039,SUB-010,33.461658,-111.969759,21.4,8.6,LFP,2021-11-01,Tesla,active
BATT-002332,CUST-0077377,XFMR-011902,FDR-0039,SUB-010,33.460562,-111.969306,15.2,6.3,NMC,2023-06-01,Enphase,active
BATT-002333,CUST-0077418,XFMR-011907,FDR-0039,SUB-010,33.458879,-111.969677,12.6,4.7,LFP,2022-10-01,SolarEdge,active
BATT-002334,CUST-0077463,XFMR-011916,FDR-0039,SUB-010,33.45685,-111.969461,14.5,5.8,lithium-ion,2022-06-01,SolarEdge,active
BATT-002335,CUST-0077464,XFMR-011916,FDR-0039,SUB-010,33.456474,-111.969882,16.6,7.2,NMC,2023-01-01,Tesla,active
BATT-002336,CUST-0077467,XFMR-011916,FDR-0039,SUB-010,33.456328,-111.969433,9.4,4.0,lithium-ion,2024-06-01,SolarEdge,active
BATT-002337,CUST-0077566,XFMR-011934,FDR-0039,SUB-010,33.451701,-111.969758,302.9,119.3,lithium-ion,2023-05-01,Tesla,active
BATT-002338,CUST-0077572,XFMR-011935,FDR-0039,SUB-010,33.451819,-111.969735,13.9,5.8,LFP,2020-07-01,BYD,active
BATT-002339,CUST-0077604,XFMR-011941,FDR-0039,SUB-010,33.449746,-111.969653,14.4,5.6,LFP,2024-08-01,Tesla,active
BATT-002340,CUST-0077778,XFMR-011968,FDR-0039,SUB-010,33.44301,-111.969316,15.7,7.2,lithium-ion,2021-03-01,Tesla,active
BATT-002341,CUST-0077779,XFMR-011968,FDR-0039,SUB-010,33.44277,-111.969802,68.6,27.2,lithium-ion,2021-06-01,SunPower,active
BATT-002342,CUST-0077795,XFMR-011970,FDR-0039,SUB-010,33.442444,-111.969359,20.7,8.5,LFP,2021-09-01,Enphase,active
BATT-002343,CUST-0077837,XFMR-011976,FDR-0039,SUB-010,33.440951,-111.969693,17.5,8.1,NMC,2024-10-01,Generac,active
BATT-002344,CUST-0077841,XFMR-011976,FDR-0039,SUB-010,33.440835,-111.969664,10.2,4.2,NMC,2024-09-01,Enphase,active
BATT-002345,CUST-0077853,XFMR-011978,FDR-0039,SUB-010,33.440244,-111.969875,85.2,39.8,LFP,2024-03-01,SunPower,active
BATT-002346,CUST-0077857,XFMR-011979,FDR-0039,SUB-010,33.439726,-111.97,14.2,5.9,lithium-ion,2024-06-01,SolarEdge,active
BATT-002347,CUST-0077864,XFMR-011979,FDR-0039,SUB-010,33.439518,-111.970071,15.7,6.8,lithium-ion,2023-08-01,SolarEdge,active
BATT-002348,CUST-0077922,XFMR-011988,FDR-0039,SUB-010,33.43745,-111.969908,14.6,6.2,lithium-ion,2023-04-01,Generac,active
BATT-002349,CUST-0077963,XFMR-011995,FDR-0039,SUB-010,33.435574,-111.969708,10.2,3.1,LFP,2024-01-01,Enphase,active
BATT-002350,CUST-0077985,XFMR-011997,FDR-0039,SUB-010,33.435349,-111.969458,10.3,3.9,LFP,2020-06-01,BYD,active
BATT-002351,CUST-0077986,XFMR-011997,FDR-0039,SUB-010,33.43519,-111.969495,487.3,180.7,lithium-ion,2024-05-01,SunPower,active
BATT-002352,CUST-0078086,XFMR-012013,FDR-0039,SUB-010,33.431015,-111.969995,12.7,4.7,NMC,2023-11-01,Enphase,active
BATT-002353,CUST-0078154,XFMR-012022,FDR-0039,SUB-010,33.428223,-111.969273,122.0,40.8,NMC,2024-11-01,SunPower,active
BATT-002354,CUST-0078200,XFMR-012029,FDR-0039,SUB-010,33.426277,-111.970178,13.0,3.9,lithium-ion,2024-03-01,BYD,active
BATT-002355,CUST-0078240,XFMR-012036,FDR-0039,SUB-010,33.424244,-111.97017,13.4,4.1,lithium-ion,2021-03-01,BYD,inactive
BATT-002356,CUST-0078250,XFMR-012037,FDR-0039,SUB-010,33.424782,-111.970209,10.6,4.5,NMC,2022-02-01,SunPower,active
BATT-002357,CUST-0078320,XFMR-012048,FDR-0039,SUB-010,33.421294,-111.969315,19.7,6.8,LFP,2023-08-01,BYD,active
BATT-002358,CUST-0078380,XFMR-012056,FDR-0039,SUB-010,33.41899,-111.969611,13.6,5.9,LFP,2020-07-01,SunPower,active
BATT-002359,CUST-0078398,XFMR-012058,FDR-0039,SUB-010,33.418446,-111.969911,15.2,7.4,NMC,2021-03-01,Tesla,active
BATT-002360,CUST-0078424,XFMR-012062,FDR-0039,SUB-010,33.417686,-111.970164,13.7,5.4,NMC,2020-12-01,SolarEdge,active
BATT-002361,CUST-0078499,XFMR-012075,FDR-0040,SUB-011,33.36164,-112.074844,9.7,3.2,NMC,2020-01-01,SunPower,active
BATT-002362,CUST-0078506,XFMR-012075,FDR-0040,SUB-011,33.361804,-112.07536,9.2,3.1,lithium-ion,2021-07-01,Enphase,active
BATT-002363,CUST-0078517,XFMR-012077,FDR-0040,SUB-011,33.361649,-112.075432,12.4,3.8,LFP,2023-06-01,SunPower,active
BATT-002364,CUST-0078553,XFMR-012081,FDR-0040,SUB-011,33.361837,-112.076506,18.5,6.3,LFP,2021-10-01,SunPower,active
BATT-002365,CUST-0078626,XFMR-012088,FDR-0040,SUB-011,33.361159,-112.078442,9.9,4.0,lithium-ion,2022-12-01,BYD,active
BATT-002366,CUST-0078667,XFMR-012095,FDR-0040,SUB-011,33.361732,-112.08082,17.2,8.0,NMC,2020-04-01,Generac,active
BATT-002367,CUST-0078729,XFMR-012106,FDR-0040,SUB-011,33.361717,-112.083795,10.2,4.1,NMC,2020-11-01,SolarEdge,active
BATT-002368,CUST-0078741,XFMR-012107,FDR-0040,SUB-011,33.361735,-112.083554,16.8,6.4,NMC,2023-10-01,Tesla,active
BATT-002369,CUST-0078761,XFMR-012109,FDR-0040,SUB-011,33.361196,-112.08464,15.8,7.2,LFP,2020-07-01,SunPower,active
BATT-002370,CUST-0078762,XFMR-012109,FDR-0040,SUB-011,33.361603,-112.084094,13.2,4.6,NMC,2020-07-01,SunPower,active
BATT-002371,CUST-0078767,XFMR-012109,FDR-0040,SUB-011,33.361567,-112.084458,12.8,4.2,LFP,2022-11-01,Generac,active
BATT-002372,CUST-0078777,XFMR-012110,FDR-0040,SUB-011,33.361688,-112.084835,10.9,5.3,LFP,2024-08-01,SolarEdge,active
BATT-002373,CUST-0078956,XFMR-012139,FDR-0040,SUB-011,33.361646,-112.092614,12.5,5.1,NMC,2020-01-01,Tesla,active
BATT-002374,CUST-0078988,XFMR-012144,FDR-0040,SUB-011,33.361676,-112.094213,54.7,22.7,NMC,2021-08-01,Enphase,inactive
BATT-002375,CUST-0079020,XFMR-012148,FDR-0040,SUB-011,33.361295,-112.095442,339.3,112.7,NMC,2024-07-01,Enphase,active
BATT-002376,CUST-0079104,XFMR-012165,FDR-0040,SUB-011,33.361656,-112.099182,9.7,4.1,LFP,2023-02-01,Enphase,active
BATT-002377,CUST-0079133,XFMR-012170,FDR-0040,SUB-011,33.361517,-112.101313,9.8,3.1,NMC,2024-09-01,Tesla,active
BATT-002378,CUST-0079148,XFMR-012172,FDR-0040,SUB-011,33.361341,-112.101689,17.2,8.3,lithium-ion,2020-06-01,Tesla,active
BATT-002379,CUST-0079157,XFMR-012173,FDR-0040,SUB-011,33.361749,-112.101427,10.5,5.0,lithium-ion,2022-02-01,SolarEdge,active
BATT-002380,CUST-0079225,XFMR-012185,FDR-0040,SUB-011,33.36167,-112.105316,400.6,125.5,lithium-ion,2021-02-01,Tesla,active
BATT-002381,CUST-0079273,XFMR-012191,FDR-0040,SUB-011,33.361047,-112.106754,16.0,5.1,LFP,2022-11-01,Enphase,active
BATT-002382,CUST-0079391,XFMR-012211,FDR-0040,SUB-011,33.361637,-112.112056,14.7,4.8,lithium-ion,2020-10-01,Generac,active
BATT-002383,CUST-0079398,XFMR-012211,FDR-0040,SUB-011,33.361511,-112.111746,9.7,4.0,LFP,2022-03-01,BYD,active
BATT-002384,CUST-0079401,XFMR-012212,FDR-0040,SUB-011,33.361439,-112.112583,21.6,7.8,LFP,2022-06-01,SunPower,active
BATT-002385,CUST-0079439,XFMR-012222,FDR-0040,SUB-011,33.361405,-112.115305,19.4,9.2,lithium-ion,2021-06-01,BYD,active
BATT-002386,CUST-0079473,XFMR-012227,FDR-0040,SUB-011,33.361627,-112.116855,20.3,9.7,LFP,2023-09-01,Enphase,active
BATT-002387,CUST-0079522,XFMR-012235,FDR-0040,SUB-011,33.361649,-112.119017,16.2,5.6,NMC,2024-01-01,Enphase,active
BATT-002388,CUST-0079574,XFMR-012244,FDR-0040,SUB-011,33.361615,-112.12099,18.9,6.0,LFP,2022-02-01,Generac,active
BATT-002389,CUST-0079576,XFMR-012244,FDR-0040,SUB-011,33.361506,-112.121051,303.5,144.6,lithium-ion,2024-01-01,BYD,active
BATT-002390,CUST-0079586,XFMR-012245,FDR-0040,SUB-011,33.361247,-112.121777,18.9,7.9,LFP,2022-07-01,Tesla,active
BATT-002391,CUST-0079593,XFMR-012246,FDR-0040,SUB-011,33.361344,-112.121532,9.7,3.0,lithium-ion,2020-10-01,SolarEdge,active
BATT-002392,CUST-0079600,XFMR-012247,FDR-0040,SUB-011,33.361381,-112.122208,17.5,5.4,LFP,2022-09-01,Enphase,active
BATT-002393,CUST-0079637,XFMR-012252,FDR-0040,SUB-011,33.361608,-112.12276,21.8,10.0,lithium-ion,2020-08-01,SunPower,active
BATT-002394,CUST-0079651,XFMR-012254,FDR-0040,SUB-011,33.361264,-112.124233,14.3,6.8,NMC,2020-10-01,BYD,active
BATT-002395,CUST-0079668,XFMR-012257,FDR-0040,SUB-011,33.361708,-112.124165,14.0,6.0,LFP,2022-09-01,Tesla,active
BATT-002396,CUST-0079681,XFMR-012258,FDR-0040,SUB-011,33.361394,-112.124916,12.6,5.0,NMC,2020-07-01,SolarEdge,active
BATT-002397,CUST-0079826,XFMR-012277,FDR-0040,SUB-011,33.361673,-112.130068,14.8,5.3,lithium-ion,2024-08-01,BYD,active
BATT-002398,CUST-0079924,XFMR-012293,FDR-0040,SUB-011,33.361279,-112.133971,15.8,7.5,LFP,2021-06-01,SolarEdge,active
BATT-002399,CUST-0079931,XFMR-012294,FDR-0040,SUB-011,33.361749,-112.135087,15.6,4.7,NMC,2021-05-01,SolarEdge,active
BATT-002400,CUST-0080010,XFMR-012305,FDR-0040,SUB-011,33.361253,-112.138012,20.5,9.8,LFP,2020-05-01,SunPower,active
BATT-002401,CUST-0080040,XFMR-012310,FDR-0040,SUB-011,33.361149,-112.138852,21.4,9.4,NMC,2024-02-01,Generac,active
BATT-002402,CUST-0080041,XFMR-012310,FDR-0040,SUB-011,33.361512,-112.139592,15.5,7.1,NMC,2021-07-01,Generac,active
BATT-002403,CUST-0080043,XFMR-012310,FDR-0040,SUB-011,33.361555,-112.138625,10.9,5.2,NMC,2023-05-01,Tesla,active
BATT-002404,CUST-0080046,XFMR-012311,FDR-0040,SUB-011,33.361294,-112.139299,230.1,57.7,NMC,2020-12-01,Enphase,active
BATT-002405,CUST-0080078,XFMR-012315,FDR-0040,SUB-011,33.361154,-112.140928,19.2,9.3,NMC,2021-06-01,Enphase,active
BATT-002406,CUST-0080119,XFMR-012322,FDR-0040,SUB-011,33.361058,-112.142188,18.1,6.8,NMC,2024-12-01,SunPower,active
BATT-002407,CUST-0080151,XFMR-012328,FDR-0040,SUB-011,33.361532,-112.143794,21.5,7.8,NMC,2022-11-01,BYD,active
BATT-002408,CUST-0080220,XFMR-012338,FDR-0040,SUB-011,33.361275,-112.146676,10.5,4.4,LFP,2021-03-01,BYD,active
BATT-002409,CUST-0080242,XFMR-012340,FDR-0040,SUB-011,33.361356,-112.147536,10.9,4.8,LFP,2023-10-01,BYD,active
BATT-002410,CUST-0080259,XFMR-012343,FDR-0040,SUB-011,33.361122,-112.148094,21.5,8.0,NMC,2021-08-01,SolarEdge,active
BATT-002411,CUST-0080266,XFMR-012344,FDR-0040,SUB-011,33.361037,-112.147903,398.6,107.5,LFP,2020-09-01,Enphase,active
BATT-002412,CUST-0080278,XFMR-012345,FDR-0040,SUB-011,33.361671,-112.14865,20.2,7.8,lithium-ion,2022-04-01,Generac,active
BATT-002413,CUST-0080292,XFMR-012347,FDR-0040,SUB-011,33.36184,-112.149378,20.0,9.5,NMC,2024-05-01,Tesla,active
BATT-002414,CUST-0080329,XFMR-012352,FDR-0040,SUB-011,33.361577,-112.150886,19.9,8.8,lithium-ion,2023-03-01,Enphase,active
BATT-002415,CUST-0080403,XFMR-012365,FDR-0040,SUB-011,33.361153,-112.153912,55.5,23.7,LFP,2022-10-01,BYD,active
BATT-002416,CUST-0080533,XFMR-012383,FDR-0040,SUB-011,33.361622,-112.159418,12.4,5.0,LFP,2022-08-01,SunPower,active
BATT-002417,CUST-0080546,XFMR-012385,FDR-0040,SUB-011,33.361547,-112.159062,179.2,79.3,NMC,2023-10-01,Tesla,active
BATT-002418,CUST-0080576,XFMR-012389,FDR-0040,SUB-011,33.361298,-112.1608,9.4,3.2,NMC,2021-12-01,BYD,active
BATT-002419,CUST-0080661,XFMR-012405,FDR-0040,SUB-011,33.361272,-112.164595,444.4,213.6,lithium-ion,2024-03-01,Tesla,active
BATT-002420,CUST-0080837,XFMR-012432,FDR-0040,SUB-011,33.361474,-112.172307,13.4,5.6,NMC,2022-06-01,Tesla,active
BATT-002421,CUST-0080891,XFMR-012441,FDR-0040,SUB-011,33.361717,-112.174757,13.2,5.3,LFP,2020-02-01,BYD,active
BATT-002422,CUST-0080918,XFMR-012445,FDR-0040,SUB-011,33.361321,-112.17629,21.3,8.5,LFP,2023-12-01,BYD,active
BATT-002423,CUST-0080931,XFMR-012446,FDR-0040,SUB-011,33.361416,-112.175641,15.8,6.4,LFP,2021-09-01,Tesla,active
BATT-002424,CUST-0080968,XFMR-012452,FDR-0040,SUB-011,33.361598,-112.177512,20.8,9.6,lithium-ion,2020-05-01,SolarEdge,active
BATT-002425,CUST-0081059,XFMR-012465,FDR-0040,SUB-011,33.361532,-112.181026,17.3,5.5,NMC,2022-11-01,Generac,active
BATT-002426,CUST-0081105,XFMR-012473,FDR-0040,SUB-011,33.361109,-112.183055,21.6,8.7,lithium-ion,2023-05-01,Tesla,active
BATT-002427,CUST-0081114,XFMR-012475,FDR-0040,SUB-011,33.361804,-112.183776,9.5,4.7,NMC,2022-09-01,Generac,active
BATT-002428,CUST-0081139,XFMR-012477,FDR-0040,SUB-011,33.361506,-112.184848,21.5,8.3,LFP,2022-05-01,SolarEdge,active
BATT-002429,CUST-0081160,XFMR-012482,FDR-0040,SUB-011,33.361315,-112.185546,10.4,3.2,LFP,2024-02-01,SolarEdge,active
BATT-002430,CUST-0081201,XFMR-012489,FDR-0040,SUB-011,33.361685,-112.187879,190.6,68.5,lithium-ion,2023-06-01,BYD,active
BATT-002431,CUST-0081246,XFMR-012499,FDR-0040,SUB-011,33.361565,-112.190606,10.9,4.8,LFP,2020-02-01,SunPower,active
BATT-002432,CUST-0081319,XFMR-012509,FDR-0040,SUB-011,33.361586,-112.193508,10.9,5.3,NMC,2022-01-01,Generac,active
BATT-002433,CUST-0081326,XFMR-012511,FDR-0040,SUB-011,33.361802,-112.19341,10.2,3.8,LFP,2020-01-01,Tesla,active
BATT-002434,CUST-0081394,XFMR-012522,FDR-0040,SUB-011,33.361057,-112.196922,173.3,52.1,NMC,2020-09-01,Tesla,active
BATT-002435,CUST-0081403,XFMR-012522,FDR-0040,SUB-011,33.361094,-112.196771,13.7,4.2,NMC,2021-07-01,Enphase,active
BATT-002436,CUST-0081411,XFMR-012524,FDR-0040,SUB-011,33.36179,-112.197398,375.9,174.1,lithium-ion,2024-12-01,Enphase,active
BATT-002437,CUST-0081437,XFMR-012527,FDR-0040,SUB-011,33.361403,-112.198157,416.9,191.1,LFP,2020-12-01,BYD,active
BATT-002438,CUST-0081454,XFMR-012529,FDR-0040,SUB-011,33.361625,-112.198469,14.7,6.9,NMC,2020-10-01,Tesla,active
BATT-002439,CUST-0081471,XFMR-012532,FDR-0040,SUB-011,33.361521,-112.199234,9.3,3.0,lithium-ion,2021-02-01,BYD,active
BATT-002440,CUST-0081499,XFMR-012536,FDR-0040,SUB-011,33.361781,-112.200426,14.4,5.4,lithium-ion,2022-07-01,Generac,active
BATT-002441,CUST-0081506,XFMR-012539,FDR-0040,SUB-011,33.361713,-112.201726,10.4,4.9,LFP,2024-07-01,Tesla,active
BATT-002442,CUST-0081543,XFMR-012545,FDR-0041,SUB-011,33.362595,-112.074201,46.7,14.1,lithium-ion,2023-08-01,Enphase,active
BATT-002443,CUST-0081578,XFMR-012549,FDR-0041,SUB-011,33.364415,-112.07413,14.6,6.7,lithium-ion,2021-09-01,SolarEdge,active
BATT-002444,CUST-0081626,XFMR-012554,FDR-0041,SUB-011,33.366676,-112.074384,19.8,8.9,LFP,2022-02-01,Tesla,active
BATT-002445,CUST-0081637,XFMR-012556,FDR-0041,SUB-011,33.367235,-112.073857,17.4,5.8,NMC,2024-11-01,SunPower,active
BATT-002446,CUST-0081671,XFMR-012560,FDR-0041,SUB-011,33.369311,-112.07354,12.9,4.4,LFP,2020-11-01,Tesla,active
BATT-002447,CUST-0081714,XFMR-012567,FDR-0041,SUB-011,33.371827,-112.07369,16.0,5.8,LFP,2020-05-01,Generac,active
BATT-002448,CUST-0081722,XFMR-012568,FDR-0041,SUB-011,33.372149,-112.074329,20.7,9.1,lithium-ion,2021-03-01,SunPower,active
BATT-002449,CUST-0081731,XFMR-012569,FDR-0041,SUB-011,33.373105,-112.074294,10.5,4.4,LFP,2021-06-01,BYD,active
BATT-002450,CUST-0081749,XFMR-012571,FDR-0041,SUB-011,33.373273,-112.073937,207.4,72.8,LFP,2022-09-01,Generac,active
BATT-002451,CUST-0081827,XFMR-012586,FDR-0041,SUB-011,33.379511,-112.073753,10.1,3.2,NMC,2021-01-01,Tesla,active
BATT-002452,CUST-0081839,XFMR-012587,FDR-0041,SUB-011,33.380199,-112.074267,12.4,5.9,NMC,2020-08-01,Enphase,active
BATT-002453,CUST-0081939,XFMR-012605,FDR-0041,SUB-011,33.387655,-112.073623,14.0,7.0,LFP,2022-09-01,Tesla,active
BATT-002454,CUST-0081942,XFMR-012606,FDR-0041,SUB-011,33.38761,-112.073673,17.2,7.4,NMC,2022-10-01,Enphase,active
BATT-002455,CUST-0081955,XFMR-012607,FDR-0041,SUB-011,33.388419,-112.07443,15.4,6.5,LFP,2020-03-01,Tesla,active
BATT-002456,CUST-0082041,XFMR-012621,FDR-0041,SUB-011,33.394505,-112.074281,311.2,85.8,LFP,2020-07-01,BYD,active
BATT-002457,CUST-0082046,XFMR-012622,FDR-0041,SUB-011,33.394809,-112.074367,9.6,4.3,lithium-ion,2024-04-01,Enphase,active
BATT-002458,CUST-0082091,XFMR-012629,FDR-0041,SUB-011,33.397493,-112.074382,12.7,5.8,NMC,2021-11-01,Enphase,active
BATT-002459,CUST-0082108,XFMR-012632,FDR-0041,SUB-011,33.398464,-112.073641,14.9,4.9,LFP,2021-02-01,Tesla,active
BATT-002460,CUST-0082198,XFMR-012646,FDR-0041,SUB-011,33.404995,-112.073491,17.4,7.3,lithium-ion,2021-11-01,Generac,active
BATT-002461,CUST-0082220,XFMR-012648,FDR-0041,SUB-011,33.40528,-112.073917,13.1,4.6,LFP,2021-09-01,SunPower,active
BATT-002462,CUST-0082267,XFMR-012655,FDR-0041,SUB-011,33.40791,-112.074118,39.9,16.9,NMC,2020-01-01,Enphase,active
BATT-002463,CUST-0082279,XFMR-012656,FDR-0041,SUB-011,33.408732,-112.073528,12.3,4.2,LFP,2024-08-01,SolarEdge,active
BATT-002464,CUST-0082324,XFMR-012668,FDR-0041,SUB-011,33.413454,-112.074341,9.8,3.6,lithium-ion,2022-05-01,Tesla,active
BATT-002465,CUST-0082339,XFMR-012670,FDR-0041,SUB-011,33.414577,-112.073788,10.7,4.7,NMC,2023-05-01,SolarEdge,inactive
BATT-002466,CUST-0082345,XFMR-012671,FDR-0041,SUB-011,33.414776,-112.073716,10.9,5.3,LFP,2021-10-01,Enphase,active
BATT-002467,CUST-0082379,XFMR-012676,FDR-0041,SUB-011,33.417117,-112.074248,9.5,3.1,LFP,2022-04-01,Enphase,active
BATT-002468,CUST-0082431,XFMR-012683,FDR-0041,SUB-011,33.42023,-112.073875,14.9,4.7,LFP,2023-07-01,Enphase,active
BATT-002469,CUST-0082496,XFMR-012691,FDR-0041,SUB-011,33.423088,-112.07355,17.2,7.9,NMC,2022-02-01,SolarEdge,active
BATT-002470,CUST-0082526,XFMR-012695,FDR-0041,SUB-011,33.424773,-112.074173,13.6,5.0,LFP,2022-02-01,SolarEdge,active
BATT-002471,CUST-0082534,XFMR-012696,FDR-0041,SUB-011,33.425699,-112.074473,13.2,4.8,NMC,2020-12-01,SolarEdge,active
BATT-002472,CUST-0082562,XFMR-012700,FDR-0041,SUB-011,33.427144,-112.073531,15.5,7.4,lithium-ion,2021-06-01,BYD,active
BATT-002473,CUST-0082570,XFMR-012701,FDR-0041,SUB-011,33.427278,-112.074137,21.8,8.5,NMC,2020-03-01,SunPower,active
BATT-002474,CUST-0082587,XFMR-012703,FDR-0041,SUB-011,33.428594,-112.074241,14.8,6.5,NMC,2021-05-01,Tesla,active
BATT-002475,CUST-0082635,XFMR-012709,FDR-0041,SUB-011,33.430974,-112.073632,14.8,5.5,LFP,2023-01-01,Generac,active
BATT-002476,CUST-0082669,XFMR-012715,FDR-0041,SUB-011,33.433415,-112.073768,12.5,4.0,NMC,2022-10-01,Tesla,active
BATT-002477,CUST-0082675,XFMR-012717,FDR-0041,SUB-011,33.434008,-112.074109,429.3,119.1,NMC,2024-11-01,SolarEdge,active
BATT-002478,CUST-0082692,XFMR-012719,FDR-0041,SUB-011,33.434841,-112.074304,14.8,5.8,NMC,2020-09-01,Enphase,active
BATT-002479,CUST-0082764,XFMR-012729,FDR-0041,SUB-011,33.438897,-112.074227,20.6,7.2,NMC,2020-04-01,SolarEdge,active
BATT-002480,CUST-0082775,XFMR-012730,FDR-0041,SUB-011,33.439128,-112.074454,13.2,5.8,NMC,2023-03-01,Enphase,active
BATT-002481,CUST-0082781,XFMR-012731,FDR-0041,SUB-011,33.43959,-112.073754,13.1,4.4,NMC,2024-10-01,Tesla,active
BATT-002482,CUST-0082814,XFMR-012736,FDR-0041,SUB-011,33.442196,-112.073761,249.2,120.4,NMC,2022-11-01,Enphase,active
BATT-002483,CUST-0082894,XFMR-012747,FDR-0041,SUB-011,33.446159,-112.074293,19.9,7.0,NMC,2023-06-01,BYD,active
BATT-002484,CUST-0082910,XFMR-012749,FDR-0041,SUB-011,33.447255,-112.074528,13.3,5.4,lithium-ion,2022-02-01,Tesla,inactive
BATT-002485,CUST-0082911,XFMR-012749,FDR-0041,SUB-011,33.446891,-112.074349,13.4,4.5,LFP,2024-02-01,BYD,active
BATT-002486,CUST-0082924,XFMR-012750,FDR-0041,SUB-011,33.447931,-112.074107,14.3,5.3,NMC,2024-11-01,SunPower,active
BATT-002487,CUST-0082938,XFMR-012752,FDR-0041,SUB-011,33.44847,-112.074452,17.3,7.8,LFP,2020-12-01,BYD,active
BATT-002488,CUST-0082979,XFMR-012759,FDR-0041,SUB-011,33.451674,-112.073549,17.4,8.5,NMC,2021-07-01,Tesla,active
BATT-002489,CUST-0083014,XFMR-012762,FDR-0041,SUB-011,33.45237,-112.073908,16.8,7.7,LFP,2023-07-01,BYD,active
BATT-002490,CUST-0083041,XFMR-012767,FDR-0041,SUB-011,33.454419,-112.073892,9.4,3.9,LFP,2020-03-01,Tesla,active
BATT-002491,CUST-0083042,XFMR-012767,FDR-0041,SUB-011,33.454873,-112.073846,10.5,3.2,lithium-ion,2021-08-01,Tesla,active
BATT-002492,CUST-0083071,XFMR-012772,FDR-0041,SUB-011,33.456907,-112.073699,17.5,5.3,lithium-ion,2020-11-01,Enphase,active
BATT-002493,CUST-0083146,XFMR-012783,FDR-0042,SUB-011,33.360005,-112.074235,21.1,9.3,LFP,2023-03-01,BYD,active
BATT-002494,CUST-0083204,XFMR-012792,FDR-0042,SUB-011,33.357098,-112.073737,18.1,5.8,lithium-ion,2020-08-01,Generac,active
BATT-002495,CUST-0083269,XFMR-012804,FDR-0042,SUB-011,33.354379,-112.074293,18.9,9.4,NMC,2023-11-01,Tesla,active
BATT-002496,CUST-0083274,XFMR-012804,FDR-0042,SUB-011,33.354298,-112.073775,10.6,4.6,lithium-ion,2020-04-01,SunPower,active
BATT-002497,CUST-0083375,XFMR-012820,FDR-0042,SUB-011,33.351112,-112.073659,14.6,5.7,NMC,2024-10-01,Enphase,active
BATT-002498,CUST-0083382,XFMR-012822,FDR-0042,SUB-011,33.350223,-112.074248,12.8,5.8,lithium-ion,2021-10-01,SunPower,active
BATT-002499,CUST-0083446,XFMR-012829,FDR-0042,SUB-011,33.348874,-112.074394,19.9,8.3,NMC,2022-11-01,BYD,active
BATT-002500,CUST-0083512,XFMR-012836,FDR-0042,SUB-011,33.346996,-112.073529,20.9,7.6,NMC,2024-12-01,Tesla,active
BATT-002501,CUST-0083565,XFMR-012845,FDR-0042,SUB-011,33.345405,-112.074434,12.9,4.0,NMC,2023-03-01,SunPower,active
BATT-002502,CUST-0083566,XFMR-012845,FDR-0042,SUB-011,33.345261,-112.074403,12.8,5.1,NMC,2024-04-01,Enphase,active
BATT-002503,CUST-0083568,XFMR-012845,FDR-0042,SUB-011,33.345336,-112.074259,17.0,6.1,NMC,2023-05-01,Tesla,active
BATT-002504,CUST-0083575,XFMR-012847,FDR-0042,SUB-011,33.344354,-112.073866,44.6,20.2,lithium-ion,2020-01-01,SolarEdge,active
