solar_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,capacity_kw,panel_type,azimuth_deg,tilt_deg,install_date,inverter_type,status
SOL-008263,CUST-0067467,XFMR-010348,FDR-0035,SUB-009,33.526909,-112.109067,9.7,polycrystalline,186,19,2018-05-01,string,active
SOL-008264,CUST-0067474,XFMR-010349,FDR-0035,SUB-009,33.527272,-112.108816,3.1,monocrystalline,180,21,2020-08-01,micro,active
SOL-008265,CUST-0067483,XFMR-010350,FDR-0035,SUB-009,33.526765,-112.108505,11.2,monocrystalline,174,29,2024-04-01,string,active
SOL-008266,CUST-0067487,XFMR-010350,FDR-0035,SUB-009,33.527097,-112.108572,9.1,monocrystalline,153,22,2018-03-01,string,active
SOL-008267,CUST-0067488,XFMR-010350,FDR-0035,SUB-009,33.527239,-112.108625,7.8,thin-film,210,25,2017-09-01,micro,active
SOL-008268,CUST-0067510,XFMR-010352,FDR-0035,SUB-009,33.527495,-112.109226,208.4,thin-film,182,27,2018-11-01,micro,active
SOL-008269,CUST-0067517,XFMR-010353,FDR-0035,SUB-009,33.527203,-112.109056,9.4,polycrystalline,182,29,2022-04-01,micro,active
SOL-008270,CUST-0067528,XFMR-010355,FDR-0035,SUB-009,33.527782,-112.109156,9.2,polycrystalline,196,33,2022-04-01,micro,active
SOL-008271,CUST-0067533,XFMR-010356,FDR-0035,SUB-009,33.528087,-112.108786,3.9,monocrystalline,158,33,2024-10-01,string,active
SOL-008272,CUST-0067548,XFMR-010360,FDR-0035,SUB-009,33.528282,-112.108956,11.7,polycrystalline,202,26,2019-12-01,micro,active
SOL-008273,CUST-0067556,XFMR-010362,FDR-0035,SUB-009,33.529074,-112.108314,10.8,thin-film,151,33,2024-02-01,hybrid,active
SOL-008274,CUST-0067574,XFMR-010364,FDR-0035,SUB-009,33.5291,-112.108954,7.4,polycrystalline,178,34,2017-04-01,hybrid,active
SOL-008275,CUST-0067582,XFMR-010365,FDR-0035,SUB-009,33.529212,-112.108599,5.5,polycrystalline,210,18,2016-08-01,string,active
SOL-008276,CUST-0067591,XFMR-010365,FDR-0035,SUB-009,33.529401,-112.108658,10.4,thin-film,194,32,2019-12-01,micro,active
SOL-008277,CUST-0067603,XFMR-010369,FDR-0035,SUB-009,33.529991,-112.108488,3.9,polycrystalline,184,33,2021-04-01,string,active
SOL-008278,CUST-0067610,XFMR-010371,FDR-0035,SUB-009,33.530227,-112.108629,11.7,polycrystalline,187,23,2021-01-01,hybrid,active
SOL-008279,CUST-0067620,XFMR-010374,FDR-0035,SUB-009,33.530968,-112.108319,21.2,thin-film,167,22,2019-09-01,micro,active
SOL-008280,CUST-0067637,XFMR-010376,FDR-0035,SUB-009,33.530642,-112.108869,10.1,thin-film,188,29,2023-09-01,micro,active
SOL-008281,CUST-0067638,XFMR-010376,FDR-0035,SUB-009,33.530661,-112.108338,4.9,thin-film,202,34,2018-10-01,string,active
SOL-008282,CUST-0067644,XFMR-010378,FDR-0035,SUB-009,33.530901,-112.108368,9.6,monocrystalline,182,19,2018-03-01,hybrid,active
SOL-008283,CUST-0067650,XFMR-010378,FDR-0035,SUB-009,33.531443,-112.108458,11.0,thin-film,205,21,2016-06-01,string,active
SOL-008284,CUST-0067653,XFMR-010378,FDR-0035,SUB-009,33.531501,-112.10882,11.2,polycrystalline,178,29,2018-03-01,string,active
SOL-008285,CUST-0067654,XFMR-010378,FDR-0035,SUB-009,33.530822,-112.108449,207.2,monocrystalline,204,21,2022-02-01,string,active
SOL-008286,CUST-0067661,XFMR-010380,FDR-0035,SUB-009,33.53175,-112.108344,10.3,thin-film,162,21,2018-04-01,micro,active
SOL-008287,CUST-0067664,XFMR-010381,FDR-0035,SUB-009,33.531981,-112.108441,8.5,monocrystalline,191,35,2021-06-01,micro,active
SOL-008288,CUST-0067665,XFMR-010381,FDR-0035,SUB-009,33.531915,-112.10828,9.2,monocrystalline,176,34,2019-04-01,micro,active
SOL-008289,CUST-0067672,XFMR-010381,FDR-0035,SUB-009,33.531275,-112.108247,257.4,thin-film,209,25,2021-06-01,hybrid,active
SOL-008290,CUST-0067673,XFMR-010382,FDR-0035,SUB-009,33.532109,-112.10891,11.7,polycrystalline,178,20,2023-06-01,micro,active
SOL-008291,CUST-0067674,XFMR-010382,FDR-0035,SUB-009,33.531959,-112.108355,3.0,monocrystalline,188,25,2021-02-01,hybrid,active
SOL-008292,CUST-0067698,XFMR-010387,FDR-0035,SUB-009,33.532381,-112.108296,446.0,thin-film,176,16,2016-08-01,hybrid,active
SOL-008293,CUST-0067703,XFMR-010388,FDR-0035,SUB-009,33.532495,-112.108577,9.0,thin-film,192,29,2024-04-01,hybrid,active
SOL-008294,CUST-0067717,XFMR-010389,FDR-0035,SUB-009,33.533019,-112.108566,9.2,thin-film,209,27,2021-04-01,string,active
SOL-008295,CUST-0067721,XFMR-010390,FDR-0035,SUB-009,33.533306,-112.109229,9.7,polycrystalline,202,16,2016-02-01,hybrid,active
SOL-008296,CUST-0067722,XFMR-010391,FDR-0035,SUB-009,33.532893,-112.108334,4.8,polycrystalline,162,18,2021-11-01,string,active
SOL-008297,CUST-0067728,XFMR-010391,FDR-0035,SUB-009,33.532722,-112.108824,3.1,polycrystalline,206,20,2016-03-01,hybrid,active
SOL-008298,CUST-0067737,XFMR-010392,FDR-0035,SUB-009,33.533557,-112.109026,5.9,monocrystalline,182,19,2016-03-01,micro,active
SOL-008299,CUST-0067738,XFMR-010392,FDR-0035,SUB-009,33.532911,-112.10847,3.2,thin-film,209,20,2023-08-01,micro,active
SOL-008300,CUST-0067748,XFMR-010393,FDR-0035,SUB-009,33.533568,-112.108865,9.3,polycrystalline,209,35,2020-02-01,micro,active
SOL-008301,CUST-0067758,XFMR-010395,FDR-0035,SUB-009,33.533412,-112.108723,8.1,monocrystalline,191,23,2016-01-01,micro,active
SOL-008302,CUST-0067767,XFMR-010397,FDR-0035,SUB-009,33.534351,-112.108808,16.6,polycrystalline,204,19,2023-08-01,micro,active
SOL-008303,CUST-0067779,XFMR-010398,FDR-0035,SUB-009,33.534504,-112.108604,9.5,monocrystalline,197,26,2017-01-01,string,active
SOL-008304,CUST-0067788,XFMR-010399,FDR-0035,SUB-009,33.533891,-112.108356,7.5,polycrystalline,173,32,2017-07-01,micro,active
SOL-008305,CUST-0067789,XFMR-010399,FDR-0035,SUB-009,33.533846,-112.108382,67.9,polycrystalline,196,27,2023-03-01,hybrid,active
SOL-008306,CUST-0067792,XFMR-010399,FDR-0035,SUB-009,33.534191,-112.108286,3.6,monocrystalline,169,18,2024-09-01,string,active
SOL-008307,CUST-0067794,XFMR-010400,FDR-0035,SUB-009,33.534072,-112.10851,4.7,thin-film,200,33,2017-07-01,string,active
SOL-008308,CUST-0067813,XFMR-010402,FDR-0035,SUB-009,33.534605,-112.108523,4.9,polycrystalline,190,15,2019-11-01,micro,active
SOL-008309,CUST-0067816,XFMR-010402,FDR-0035,SUB-009,33.534465,-112.108709,4.9,monocrystalline,182,24,2020-02-01,micro,active
SOL-008310,CUST-0067820,XFMR-010403,FDR-0035,SUB-009,33.534767,-112.108793,10.4,monocrystalline,184,27,2018-09-01,string,active
SOL-008311,CUST-0067831,XFMR-010404,FDR-0035,SUB-009,33.534658,-112.10925,5.1,polycrystalline,150,17,2019-09-01,micro,active
SOL-008312,CUST-0067835,XFMR-010404,FDR-0035,SUB-009,33.534894,-112.10917,11.6,polycrystalline,210,17,2018-01-01,string,inactive
SOL-008313,CUST-0067842,XFMR-010405,FDR-0035,SUB-009,33.535229,-112.108857,88.0,monocrystalline,169,29,2016-10-01,hybrid,active
SOL-008314,CUST-0067846,XFMR-010405,FDR-0035,SUB-009,33.535059,-112.10896,6.6,polycrystalline,170,21,2020-06-01,hybrid,active
SOL-008315,CUST-0067848,XFMR-010406,FDR-0035,SUB-009,33.535587,-112.109185,12.0,thin-film,202,30,2021-05-01,string,active
SOL-008316,CUST-0067865,XFMR-010408,FDR-0035,SUB-009,33.535343,-112.108881,10.1,polycrystalline,209,32,2016-07-01,hybrid,active
SOL-008317,CUST-0067872,XFMR-010409,FDR-0035,SUB-009,33.535766,-112.108987,3.5,thin-film,178,33,2023-03-01,micro,active
SOL-008318,CUST-0067884,XFMR-010410,FDR-0035,SUB-009,33.536138,-112.108444,87.4,thin-film,172,33,2017-10-01,string,active
SOL-008319,CUST-0067892,XFMR-010412,FDR-0035,SUB-009,33.536331,-112.108981,10.9,monocrystalline,162,29,2021-07-01,micro,active
SOL-008320,CUST-0067898,XFMR-010414,FDR-0035,SUB-009,33.536554,-112.108381,3.9,polycrystalline,151,26,2024-08-01,hybrid,active
SOL-008321,CUST-0067905,XFMR-010418,FDR-0035,SUB-009,33.536804,-112.1089,11.5,thin-film,155,31,2020-12-01,hybrid,active
SOL-008322,CUST-0067906,XFMR-010418,FDR-0035,SUB-009,33.537418,-112.108281,4.9,thin-film,175,26,2019-03-01,string,active
SOL-008323,CUST-0067908,XFMR-010418,FDR-0035,SUB-009,33.536816,-112.108731,11.9,polycrystalline,189,29,2019-02-01,micro,active
SOL-008324,CUST-0067912,XFMR-010418,FDR-0035,SUB-009,33.536727,-112.108909,5.1,monocrystalline,160,23,2024-01-01,hybrid,active
SOL-008325,CUST-0067929,XFMR-010421,FDR-0035,SUB-009,33.537567,-112.10911,11.6,polycrystalline,184,26,2018-06-01,hybrid,active
SOL-008326,CUST-0067932,XFMR-010421,FDR-0035,SUB-009,33.537242,-112.108505,11.7,polycrystalline,165,21,2022-03-01,hybrid,active
SOL-008327,CUST-0067946,XFMR-010423,FDR-0035,SUB-009,33.537452,-112.108399,9.0,polycrystalline,193,29,2020-02-01,micro,active
SOL-008328,CUST-0067951,XFMR-010424,FDR-0035,SUB-009,33.537527,-112.108883,3.4,polycrystalline,150,32,2021-11-01,hybrid,active
SOL-008329,CUST-0067952,XFMR-010424,FDR-0035,SUB-009,33.537811,-112.108753,7.8,thin-film,175,32,2021-11-01,string,active
SOL-008330,CUST-0067953,XFMR-010424,FDR-0035,SUB-009,33.538112,-112.108913,3.2,polycrystalline,161,24,2018-12-01,hybrid,active
SOL-008331,CUST-0067959,XFMR-010425,FDR-0035,SUB-009,33.537934,-112.109016,3.1,monocrystalline,206,19,2017-05-01,string,active
SOL-008332,CUST-0067969,XFMR-010426,FDR-0035,SUB-009,33.537845,-112.108874,8.2,polycrystalline,168,26,2022-12-01,string,inactive
SOL-008333,CUST-0067970,XFMR-010427,FDR-0035,SUB-009,33.53827,-112.108963,6.1,monocrystalline,204,29,2018-04-01,hybrid,active
SOL-008334,CUST-0067978,XFMR-010429,FDR-0035,SUB-009,33.538211,-112.108491,5.0,monocrystalline,188,16,2024-05-01,hybrid,active
SOL-008335,CUST-0067979,XFMR-010429,FDR-0035,SUB-009,33.538746,-112.108925,3.9,monocrystalline,160,30,2022-09-01,micro,active
SOL-008336,CUST-0067996,XFMR-010431,FDR-0035,SUB-009,33.5388,-112.108955,8.6,monocrystalline,170,20,2022-01-01,string,active
SOL-008337,CUST-0068003,XFMR-010432,FDR-0035,SUB-009,33.539126,-112.109142,51.2,thin-film,175,27,2020-10-01,micro,active
SOL-008338,CUST-0068006,XFMR-010432,FDR-0035,SUB-009,33.539459,-112.108594,11.0,polycrystalline,153,21,2016-03-01,hybrid,active
SOL-008339,CUST-0068013,XFMR-010435,FDR-0035,SUB-009,33.539442,-112.10837,9.2,thin-film,154,21,2017-05-01,string,active
SOL-008340,CUST-0068017,XFMR-010435,FDR-0035,SUB-009,33.539569,-112.108968,74.2,monocrystalline,176,16,2017-08-01,hybrid,inactive
SOL-008341,CUST-0068036,XFMR-010440,FDR-0035,SUB-009,33.540488,-112.108761,10.0,polycrystalline,176,18,2017-08-01,micro,active
SOL-008342,CUST-0068047,XFMR-010442,FDR-0035,SUB-009,33.540445,-112.108858,4.5,thin-film,171,27,2020-11-01,micro,active
SOL-008343,CUST-0068048,XFMR-010442,FDR-0035,SUB-009,33.540195,-112.108492,6.1,monocrystalline,179,26,2020-03-01,micro,active
SOL-008344,CUST-0068053,XFMR-010442,FDR-0035,SUB-009,33.540739,-112.108381,3.9,monocrystalline,185,33,2017-04-01,micro,active
SOL-008345,CUST-0068060,XFMR-010443,FDR-0035,SUB-009,33.540418,-112.108621,9.0,polycrystalline,182,19,2023-09-01,micro,active
SOL-008346,CUST-0068069,XFMR-010444,FDR-0035,SUB-009,33.540795,-112.108406,11.1,thin-film,179,17,2021-05-01,micro,active
SOL-008347,CUST-0068071,XFMR-010444,FDR-0035,SUB-009,33.541023,-112.108419,4.9,polycrystalline,171,18,2021-01-01,hybrid,active
SOL-008348,CUST-0068075,XFMR-010445,FDR-0035,SUB-009,33.541249,-112.109095,161.4,polycrystalline,160,33,2023-03-01,string,active
SOL-008349,CUST-0068077,XFMR-010446,FDR-0035,SUB-009,33.540861,-112.108503,320.1,polycrystalline,170,20,2017-03-01,string,active
SOL-008350,CUST-0068083,XFMR-010446,FDR-0035,SUB-009,33.541045,-112.108876,11.0,monocrystalline,202,28,2018-11-01,micro,active
SOL-008351,CUST-0068084,XFMR-010447,FDR-0035,SUB-009,33.541492,-112.108877,11.3,monocrystalline,210,30,2024-09-01,string,active
SOL-008352,CUST-0068088,XFMR-010448,FDR-0035,SUB-009,33.54131,-112.108537,10.2,thin-film,165,25,2024-11-01,string,active
SOL-008353,CUST-0068089,XFMR-010448,FDR-0035,SUB-009,33.541209,-112.108741,6.5,thin-film,210,33,2018-03-01,hybrid,active
SOL-008354,CUST-0068093,XFMR-010449,FDR-0035,SUB-009,33.54134,-112.108621,5.2,polycrystalline,198,20,2016-12-01,string,active
SOL-008355,CUST-0068095,XFMR-010449,FDR-0035,SUB-009,33.541482,-112.108431,3.3,monocrystalline,159,33,2018-05-01,hybrid,active
SOL-008356,CUST-0068101,XFMR-010450,FDR-0035,SUB-009,33.541601,-112.108298,5.0,monocrystalline,176,24,2017-02-01,string,active
SOL-008357,CUST-0068103,XFMR-010450,FDR-0035,SUB-009,33.541387,-112.108787,9.5,polycrystalline,197,35,2021-01-01,hybrid,active
SOL-008358,CUST-0068105,XFMR-010450,FDR-0035,SUB-009,33.541699,-112.108309,3.5,thin-film,150,16,2024-06-01,string,active
SOL-008359,CUST-0068108,XFMR-010450,FDR-0035,SUB-009,33.541816,-112.108227,458.8,thin-film,176,25,2016-09-01,hybrid,active
SOL-008360,CUST-0068111,XFMR-010451,FDR-0035,SUB-009,33.542088,-112.108482,175.2,monocrystalline,182,15,2019-09-01,string,active
SOL-008361,CUST-0068113,XFMR-010451,FDR-0035,SUB-009,33.541905,-112.108787,9.0,monocrystalline,208,30,2023-02-01,hybrid,active
SOL-008362,CUST-0068116,XFMR-010452,FDR-0035,SUB-009,33.542261,-112.10911,11.6,polycrystalline,183,19,2019-04-01,micro,active
SOL-008363,CUST-0068121,XFMR-010454,FDR-0035,SUB-009,33.54252,-112.108717,3.5,polycrystalline,182,23,2024-10-01,hybrid,active
SOL-008364,CUST-0068127,XFMR-010454,FDR-0035,SUB-009,33.542586,-112.109173,9.7,monocrystalline,167,34,2020-04-01,micro,active
SOL-008365,CUST-0068145,XFMR-010456,FDR-0035,SUB-009,33.542136,-112.108645,11.7,monocrystalline,169,28,2016-04-01,hybrid,active
SOL-008366,CUST-0068152,XFMR-010457,FDR-0035,SUB-009,33.542515,-112.109184,367.2,polycrystalline,176,20,2022-08-01,hybrid,active
SOL-008367,CUST-0068155,XFMR-010457,FDR-0035,SUB-009,33.542454,-112.108683,6.1,monocrystalline,158,35,2024-08-01,micro,active
SOL-008368,CUST-0068160,XFMR-010458,FDR-0035,SUB-009,33.542624,-112.108907,6.5,polycrystalline,160,32,2022-02-01,string,active
SOL-008369,CUST-0068167,XFMR-010458,FDR-0035,SUB-009,33.542955,-112.108789,3.4,monocrystalline,173,26,2018-11-01,micro,active
SOL-008370,CUST-0068168,XFMR-010458,FDR-0035,SUB-009,33.542648,-112.108846,4.2,thin-film,179,18,2020-01-01,hybrid,active
SOL-008371,CUST-0068172,XFMR-010459,FDR-0035,SUB-009,33.542839,-112.108998,8.5,monocrystalline,163,34,2017-03-01,string,active
SOL-008372,CUST-0068185,XFMR-010462,FDR-0035,SUB-009,33.543289,-112.10916,267.1,thin-film,185,27,2019-04-01,hybrid,active
SOL-008373,CUST-0068187,XFMR-010462,FDR-0035,SUB-009,33.543358,-112.108705,10.9,monocrystalline,207,28,2019-02-01,micro,active
SOL-008374,CUST-0068189,XFMR-010462,FDR-0035,SUB-009,33.543448,-112.108505,7.6,monocrystalline,166,30,2024-06-01,hybrid,active
SOL-008375,CUST-0068190,XFMR-010463,FDR-0035,SUB-009,33.543449,-112.108259,7.8,polycrystalline,207,26,2016-10-01,string,active
SOL-008376,CUST-0068215,XFMR-010465,FDR-0035,SUB-009,33.544167,-112.109043,3.4,polycrystalline,154,16,2020-11-01,micro,active
SOL-008377,CUST-0068219,XFMR-010465,FDR-0035,SUB-009,33.544173,-112.108712,47.0,monocrystalline,182,34,2019-05-01,micro,active
SOL-008378,CUST-0068222,XFMR-010466,FDR-0035,SUB-009,33.544012,-112.108947,10.2,monocrystalline,171,25,2023-09-01,micro,active
SOL-008379,CUST-0068243,XFMR-010469,FDR-0035,SUB-009,33.544052,-112.109144,6.8,polycrystalline,189,18,2022-02-01,micro,active
SOL-008380,CUST-0068255,XFMR-010471,FDR-0035,SUB-009,33.54503,-112.108628,9.0,monocrystalline,194,19,2018-02-01,hybrid,active
SOL-008381,CUST-0068261,XFMR-010472,FDR-0035,SUB-009,33.544878,-112.108612,10.7,thin-film,154,21,2017-12-01,hybrid,active
SOL-008382,CUST-0068270,XFMR-010473,FDR-0035,SUB-009,33.544741,-112.108686,9.2,thin-film,195,19,2020-02-01,hybrid,active
SOL-008383,CUST-0068274,XFMR-010474,FDR-0035,SUB-009,33.545117,-112.10896,8.7,monocrystalline,203,20,2019-06-01,hybrid,active
SOL-008384,CUST-0068294,XFMR-010476,FDR-0035,SUB-009,33.54522,-112.108964,4.1,polycrystalline,202,21,2017-02-01,micro,active
SOL-008385,CUST-0068296,XFMR-010476,FDR-0035,SUB-009,33.545269,-112.108813,7.2,thin-film,191,33,2020-04-01,string,active
SOL-008386,CUST-0068298,XFMR-010477,FDR-0035,SUB-009,33.545808,-112.109239,466.8,polycrystalline,163,22,2018-08-01,micro,active
SOL-008387,CUST-0068299,XFMR-010477,FDR-0035,SUB-009,33.545926,-112.108682,436.0,monocrystalline,180,31,2018-08-01,string,active
SOL-008388,CUST-0068300,XFMR-010478,FDR-0035,SUB-009,33.54593,-112.108474,7.1,thin-film,168,21,2019-01-01,string,active
SOL-008389,CUST-0068301,XFMR-010478,FDR-0035,SUB-009,33.546113,-112.10907,6.0,polycrystalline,182,20,2017-07-01,string,active
SOL-008390,CUST-0068302,XFMR-010478,FDR-0035,SUB-009,33.545878,-112.108534,10.2,polycrystalline,161,30,2022-11-01,hybrid,active
SOL-008391,CUST-0068304,XFMR-010478,FDR-0035,SUB-009,33.545356,-112.109208,4.1,thin-film,169,22,2022-04-01,micro,active
SOL-008392,CUST-0068308,XFMR-010479,FDR-0035,SUB-009,33.54569,-112.108626,8.4,polycrystalline,184,33,2017-07-01,micro,active
SOL-008393,CUST-0068315,XFMR-010480,FDR-0035,SUB-009,33.546202,-112.109091,7.5,thin-film,158,20,2024-09-01,hybrid,active
SOL-008394,CUST-0068316,XFMR-010480,FDR-0035,SUB-009,33.546415,-112.108691,13.9,polycrystalline,155,22,2021-05-01,hybrid,active
SOL-008395,CUST-0068345,XFMR-010484,FDR-0035,SUB-009,33.546265,-112.109022,9.5,polycrystalline,176,35,2021-12-01,string,active
SOL-008396,CUST-0068348,XFMR-010484,FDR-0035,SUB-009,33.5469,-112.108476,10.3,polycrystalline,209,26,2017-08-01,micro,active
SOL-008397,CUST-0068349,XFMR-010485,FDR-0035,SUB-009,33.547136,-112.108975,11.1,polycrystalline,198,26,2021-07-01,micro,active
SOL-008398,CUST-0068394,XFMR-010493,FDR-0035,SUB-009,33.54799,-112.108453,234.0,thin-film,180,23,2022-04-01,micro,inactive
SOL-008399,CUST-0068401,XFMR-010494,FDR-0035,SUB-009,33.547995,-112.108426,133.4,thin-film,174,15,2024-11-01,micro,active
SOL-008400,CUST-0068403,XFMR-010495,FDR-0035,SUB-009,33.547978,-112.108466,11.6,polycrystalline,208,31,2021-12-01,micro,active
SOL-008401,CUST-0068408,XFMR-010495,FDR-0035,SUB-009,33.548278,-112.108665,385.6,thin-film,176,31,2021-03-01,hybrid,active
SOL-008402,CUST-0068415,XFMR-010496,FDR-0035,SUB-009,33.54834,-112.108606,4.9,monocrystalline,153,23,2024-05-01,hybrid,active
SOL-008403,CUST-0068419,XFMR-010496,FDR-0035,SUB-009,33.548103,-112.109141,10.5,polycrystalline,182,23,2017-06-01,hybrid,active
SOL-008404,CUST-0068423,XFMR-010497,FDR-0035,SUB-009,33.548841,-112.109023,5.4,thin-film,162,25,2017-08-01,micro,active
SOL-008405,CUST-0068433,XFMR-010498,FDR-0035,SUB-009,33.548993,-112.109154,407.0,polycrystalline,202,35,2016-07-01,hybrid,active
SOL-008406,CUST-0068456,XFMR-010500,FDR-0035,SUB-009,33.548856,-112.108883,10.4,thin-film,201,21,2020-07-01,string,active
SOL-008407,CUST-0068457,XFMR-010500,FDR-0035,SUB-009,33.548827,-112.108879,9.3,monocrystalline,194,18,2017-06-01,hybrid,active
SOL-008408,CUST-0068463,XFMR-010501,FDR-0035,SUB-009,33.549117,-112.108841,394.9,thin-film,196,22,2016-12-01,micro,active
SOL-008409,CUST-0068473,XFMR-010502,FDR-0035,SUB-009,33.548986,-112.10849,12.0,monocrystalline,154,20,2024-05-01,micro,active
SOL-008410,CUST-0068477,XFMR-010502,FDR-0035,SUB-009,33.549188,-112.108866,9.5,thin-film,204,22,2024-10-01,hybrid,active
SOL-008411,CUST-0068479,XFMR-010503,FDR-0035,SUB-009,33.549116,-112.109024,5.3,monocrystalline,155,35,2023-07-01,string,active
SOL-008412,CUST-0068480,XFMR-010503,FDR-0035,SUB-009,33.549484,-112.108373,10.0,monocrystalline,156,22,2018-03-01,hybrid,active
SOL-008413,CUST-0068487,XFMR-010503,FDR-0035,SUB-009,33.549239,-112.109029,10.9,polycrystalline,183,28,2017-08-01,micro,active
SOL-008414,CUST-0068489,XFMR-010504,FDR-0035,SUB-009,33.549861,-112.108633,6.6,thin-film,194,20,2017-09-01,micro,active
SOL-008415,CUST-0068493,XFMR-010504,FDR-0035,SUB-009,33.549885,-112.109141,6.8,thin-film,178,22,2024-07-01,hybrid,active
SOL-008416,CUST-0068496,XFMR-010505,FDR-0035,SUB-009,33.549453,-112.109042,28.0,polycrystalline,210,33,2018-07-01,string,active
SOL-008417,CUST-0068504,XFMR-010506,FDR-0035,SUB-009,33.54988,-112.109198,11.0,monocrystalline,196,28,2020-08-01,string,active
SOL-008418,CUST-0068515,XFMR-010508,FDR-0035,SUB-009,33.549955,-112.108861,417.4,thin-film,176,15,2023-08-01,hybrid,active
SOL-008419,CUST-0068519,XFMR-010509,FDR-0035,SUB-009,33.549876,-112.109192,9.1,thin-film,150,27,2018-12-01,hybrid,active
SOL-008420,CUST-0068530,XFMR-010510,FDR-0035,SUB-009,33.549966,-112.108366,11.9,thin-film,208,25,2019-08-01,micro,active
SOL-008421,CUST-0068542,XFMR-010512,FDR-0035,SUB-009,33.550333,-112.108447,11.9,monocrystalline,184,33,2018-06-01,string,active
SOL-008422,CUST-0068544,XFMR-010512,FDR-0035,SUB-009,33.550653,-112.109022,5.3,monocrystalline,193,23,2017-02-01,hybrid,active
SOL-008423,CUST-0068546,XFMR-010514,FDR-0035,SUB-009,33.55056,-112.10848,9.9,thin-film,193,23,2020-02-01,micro,active
SOL-008424,CUST-0068553,XFMR-010514,FDR-0035,SUB-009,33.550962,-112.109001,11.8,thin-film,188,16,2022-05-01,hybrid,active
SOL-008425,CUST-0068554,XFMR-010514,FDR-0035,SUB-009,33.551272,-112.10837,121.2,thin-film,197,25,2024-10-01,string,active
SOL-008426,CUST-0068556,XFMR-010515,FDR-0035,SUB-009,33.550985,-112.109005,77.0,polycrystalline,175,30,2020-05-01,string,active
SOL-008427,CUST-0068557,XFMR-010515,FDR-0035,SUB-009,33.551127,-112.108348,10.6,thin-film,209,16,2017-09-01,micro,active
SOL-008428,CUST-0068560,XFMR-010516,FDR-0035,SUB-009,33.550842,-112.108662,11.8,polycrystalline,209,28,2023-11-01,hybrid,active
SOL-008429,CUST-0068568,XFMR-010517,FDR-0035,SUB-009,33.551721,-112.108653,48.6,thin-film,153,33,2023-05-01,string,active
SOL-008430,CUST-0068570,XFMR-010517,FDR-0035,SUB-009,33.551519,-112.109102,3.1,monocrystalline,182,32,2021-10-01,string,active
SOL-008431,CUST-0068574,XFMR-010517,FDR-0035,SUB-009,33.551464,-112.108456,462.1,thin-film,160,35,2021-04-01,string,active
SOL-008432,CUST-0068584,XFMR-010519,FDR-0035,SUB-009,33.551618,-112.108555,10.4,polycrystalline,190,25,2018-12-01,micro,active
SOL-008433,CUST-0068592,XFMR-010520,FDR-0035,SUB-009,33.551764,-112.109134,7.7,thin-film,187,21,2017-12-01,micro,active
SOL-008434,CUST-0068593,XFMR-010520,FDR-0035,SUB-009,33.551866,-112.108612,55.2,polycrystalline,159,26,2017-10-01,string,active
SOL-008435,CUST-0068594,XFMR-010520,FDR-0035,SUB-009,33.551736,-112.109048,9.6,thin-film,172,15,2018-01-01,string,active
SOL-008436,CUST-0068598,XFMR-010520,FDR-0035,SUB-009,33.552171,-112.10866,7.8,monocrystalline,208,19,2022-05-01,micro,active
SOL-008437,CUST-0068612,XFMR-010522,FDR-0035,SUB-009,33.551978,-112.108456,9.2,thin-film,168,28,2020-11-01,string,active
SOL-008438,CUST-0068629,XFMR-010525,FDR-0035,SUB-009,33.552153,-112.109106,6.8,polycrystalline,179,24,2023-05-01,string,active
SOL-008439,CUST-0068633,XFMR-010526,FDR-0035,SUB-009,33.552996,-112.108574,6.1,monocrystalline,209,26,2024-12-01,micro,active
SOL-008440,CUST-0068634,XFMR-010526,FDR-0035,SUB-009,33.552996,-112.109162,4.4,monocrystalline,191,21,2022-03-01,micro,active
SOL-008441,CUST-0068648,XFMR-010527,FDR-0035,SUB-009,33.553007,-112.109023,9.2,thin-film,154,26,2022-12-01,string,active
SOL-008442,CUST-0068671,XFMR-010531,FDR-0035,SUB-009,33.553193,-112.108388,5.4,monocrystalline,198,18,2019-09-01,hybrid,active
SOL-008443,CUST-0068672,XFMR-010531,FDR-0035,SUB-009,33.553737,-112.10847,3.5,monocrystalline,187,20,2019-07-01,micro,active
SOL-008444,CUST-0068679,XFMR-010532,FDR-0035,SUB-009,33.553373,-112.108403,11.2,polycrystalline,202,29,2019-01-01,micro,active
SOL-008445,CUST-0068683,XFMR-010532,FDR-0035,SUB-009,33.553768,-112.108336,4.6,thin-film,198,23,2020-08-01,hybrid,active
SOL-008446,CUST-0068684,XFMR-010532,FDR-0035,SUB-009,33.553376,-112.108826,5.6,polycrystalline,186,20,2023-12-01,micro,active
SOL-008447,CUST-0068685,XFMR-010532,FDR-0035,SUB-009,33.553249,-112.10885,11.7,polycrystalline,180,22,2020-08-01,hybrid,active
SOL-008448,CUST-0068693,XFMR-010534,FDR-0035,SUB-009,33.553429,-112.109019,3.4,polycrystalline,176,25,2016-11-01,string,active
SOL-008449,CUST-0068702,XFMR-010536,FDR-0035,SUB-009,33.554524,-112.109091,11.2,monocrystalline,155,33,2016-03-01,micro,active
SOL-008450,CUST-0068709,XFMR-010536,FDR-0035,SUB-009,33.554303,-112.10909,11.3,thin-film,203,15,2023-04-01,hybrid,active
