node_id,node_type,substation_id,feeder_id,latitude,longitude,nominal_voltage_kv,equipment_class,rated_capacity,rated_capacity_units,phase,installation_year,status
XFMR-013411,transformer,SUB-009,FDR-0042,33.424373,-112.186075,13.8,distribution_transformer,333,kVA,ABC,,active
XFMR-013412,transformer,SUB-009,FDR-0042,33.423984,-112.186396,13.8,distribution_transformer,37.5,kVA,A,,active
XFMR-013413,transformer,SUB-009,FDR-0042,33.423187,-112.187127,13.8,distribution_transformer,167,kVA,C,,active
XFMR-013414,transformer,SUB-009,FDR-0042,33.422689,-112.187557,13.8,distribution_transformer,167,kVA,AC,,active
XFMR-013415,transformer,SUB-009,FDR-0042,33.421964,-112.188216,13.8,distribution_transformer,50,kVA,B,,active
XFMR-013416,transformer,SUB-009,FDR-0042,33.421302,-112.188811,13.8,distribution_transformer,37.5,kVA,C,,active
XFMR-013417,transformer,SUB-009,FDR-0042,33.421219,-112.188827,13.8,distribution_transformer,333,kVA,BC,,active
XFMR-013418,transformer,SUB-009,FDR-0042,33.42049,-112.189488,13.8,distribution_transformer,250,kVA,AC,,active
XFMR-013419,transformer,SUB-009,FDR-0042,33.420016,-112.189895,13.8,distribution_transformer,167,kVA,C,,active
XFMR-013420,transformer,SUB-009,FDR-0042,33.419345,-112.1905,13.8,distribution_transformer,10,kVA,AB,,active
XFMR-013421,transformer,SUB-009,FDR-0042,33.418437,-112.19134,13.8,distribution_transformer,50,kVA,B,,active
XFMR-013422,transformer,SUB-009,FDR-0042,33.41815,-112.191561,13.8,distribution_transformer,500,kVA,C,,active
XFMR-013423,transformer,SUB-009,FDR-0042,33.417753,-112.191891,13.8,distribution_transformer,10,kVA,B,,active
XFMR-013424,transformer,SUB-009,FDR-0042,33.417062,-112.192515,13.8,distribution_transformer,25,kVA,C,,active
XFMR-013425,transformer,SUB-009,FDR-0042,33.41604,-112.19347,13.8,distribution_transformer,333,kVA,AB,,active
XFMR-013426,transformer,SUB-009,FDR-0042,33.415772,-112.193671,13.8,distribution_transformer,25,kVA,ABC,,active
XFMR-013427,transformer,SUB-009,FDR-0042,33.414985,-112.194391,13.8,distribution_transformer,333,kVA,B,,active
XFMR-013428,transformer,SUB-009,FDR-0042,33.414772,-112.194537,13.8,distribution_transformer,500,kVA,ABC,,active
XFMR-013429,transformer,SUB-009,FDR-0042,33.414203,-112.195039,13.8,distribution_transformer,50,kVA,ABC,,active
XFMR-013430,transformer,SUB-009,FDR-0042,33.413345,-112.19583,13.8,distribution_transformer,333,kVA,B,,active
XFMR-013431,transformer,SUB-009,FDR-0042,33.412675,-112.196433,13.8,distribution_transformer,333,kVA,C,,active
XFMR-013432,transformer,SUB-009,FDR-0042,33.412071,-112.19697,13.8,distribution_transformer,37.5,kVA,AC,,active
XFMR-013433,transformer,SUB-009,FDR-0042,33.411705,-112.197269,13.8,distribution_transformer,333,kVA,C,,active
XFMR-013434,transformer,SUB-009,FDR-0042,33.411295,-112.197612,13.8,distribution_transformer,37.5,kVA,B,,failed
XFMR-013435,transformer,SUB-009,FDR-0042,33.410567,-112.198273,13.8,distribution_transformer,250,kVA,C,,active
XFMR-013436,transformer,SUB-009,FDR-0042,33.410171,-112.198602,13.8,distribution_transformer,75,kVA,C,,active
XFMR-013437,transformer,SUB-009,FDR-0042,33.409195,-112.199511,13.8,distribution_transformer,37.5,kVA,AB,,active
XFMR-013438,transformer,SUB-009,FDR-0042,33.40887,-112.199769,13.8,distribution_transformer,167,kVA,C,,active
XFMR-013439,transformer,SUB-009,FDR-0042,33.408132,-112.20044,13.8,distribution_transformer,50,kVA,AC,,active
XFMR-013440,transformer,SUB-009,FDR-0042,33.407424,-112.201081,13.8,distribution_transformer,333,kVA,BC,,active
XFMR-013441,transformer,SUB-009,FDR-0042,33.406857,-112.201581,13.8,distribution_transformer,500,kVA,AB,,active
XFMR-013442,transformer,SUB-009,FDR-0042,33.406645,-112.201727,13.8,distribution_transformer,10,kVA,C,,active
XFMR-013443,transformer,SUB-009,FDR-0042,33.405807,-112.202497,13.8,distribution_transformer,250,kVA,C,,active
XFMR-013444,transformer,SUB-009,FDR-0042,33.405169,-112.203068,13.8,distribution_transformer,15,kVA,AC,,active
XFMR-013445,transformer,SUB-009,FDR-0042,33.404941,-112.203229,13.8,distribution_transformer,167,kVA,BC,,active
XFMR-013446,transformer,SUB-009,FDR-0042,33.403922,-112.204181,13.8,distribution_transformer,167,kVA,AC,,active
XFMR-013447,transformer,SUB-009,FDR-0042,33.403317,-112.20472,13.8,distribution_transformer,167,kVA,C,,active
XFMR-013448,transformer,SUB-009,FDR-0042,33.403109,-112.204861,13.8,distribution_transformer,167,kVA,AB,,active
XFMR-013449,transformer,SUB-009,FDR-0042,33.402548,-112.205355,13.8,distribution_transformer,15,kVA,AB,,active
XFMR-013450,transformer,SUB-009,FDR-0042,33.401885,-112.20595,13.8,distribution_transformer,15,kVA,A,,active
XFMR-013451,transformer,SUB-009,FDR-0042,33.401487,-112.206282,13.8,distribution_transformer,167,kVA,C,,active
XFMR-013452,transformer,SUB-009,FDR-0042,33.400954,-112.206747,13.8,distribution_transformer,167,kVA,BC,,active
XFMR-013453,transformer,SUB-009,FDR-0042,33.400329,-112.207305,13.8,distribution_transformer,333,kVA,BC,,active
XFMR-013454,transformer,SUB-009,FDR-0042,33.399408,-112.208159,13.8,distribution_transformer,37.5,kVA,ABC,,active
XFMR-013455,transformer,SUB-009,FDR-0042,33.398919,-112.208581,13.8,distribution_transformer,50,kVA,AB,,active
XFMR-013456,transformer,SUB-009,FDR-0042,33.398561,-112.208872,13.8,distribution_transformer,250,kVA,AC,,active
XFMR-013457,transformer,SUB-009,FDR-0042,33.397686,-112.209681,13.8,distribution_transformer,15,kVA,AC,,active
XFMR-013458,transformer,SUB-009,FDR-0042,33.397437,-112.209863,13.8,distribution_transformer,15,kVA,ABC,,active
XFMR-013459,transformer,SUB-009,FDR-0042,33.396566,-112.210666,13.8,distribution_transformer,37.5,kVA,BC,,active
XFMR-013460,transformer,SUB-009,FDR-0042,33.396123,-112.211043,13.8,distribution_transformer,75,kVA,AC,,active
XFMR-013461,transformer,SUB-009,FDR-0042,33.395612,-112.211486,13.8,distribution_transformer,75,kVA,AB,,active
XFMR-013462,transformer,SUB-009,FDR-0042,33.394915,-112.212117,13.8,distribution_transformer,75,kVA,C,,active
XFMR-013463,transformer,SUB-009,FDR-0042,33.394486,-112.212478,13.8,distribution_transformer,50,kVA,BC,,active
XFMR-013464,transformer,SUB-009,FDR-0042,33.393928,-112.21297,13.8,distribution_transformer,167,kVA,BC,,active
XFMR-013465,transformer,SUB-009,FDR-0042,33.393161,-112.21367,13.8,distribution_transformer,100,kVA,BC,,active
XFMR-013466,transformer,SUB-009,FDR-0042,33.392896,-112.213868,13.8,distribution_transformer,333,kVA,A,,active
XFMR-013467,transformer,SUB-009,FDR-0042,33.391939,-112.214757,13.8,distribution_transformer,100,kVA,AC,,active
XFMR-013468,transformer,SUB-009,FDR-0042,33.39116,-112.21547,13.8,distribution_transformer,37.5,kVA,AC,,active
XFMR-013469,transformer,SUB-009,FDR-0042,33.390975,-112.215588,13.8,distribution_transformer,250,kVA,AB,,active
XFMR-013470,transformer,SUB-009,FDR-0042,33.390279,-112.216217,13.8,distribution_transformer,250,kVA,BC,,active
XFMR-013471,transformer,SUB-009,FDR-0042,33.389926,-112.216503,13.8,distribution_transformer,167,kVA,AB,,active
XFMR-013472,transformer,SUB-010,FDR-0043,33.507392,-111.986142,12.47,distribution_transformer,10,kVA,B,,active
XFMR-013473,transformer,SUB-010,FDR-0043,33.507306,-111.986091,12.47,distribution_transformer,25,kVA,A,,active
XFMR-013474,transformer,SUB-010,FDR-0043,33.506919,-111.98634,12.47,distribution_transformer,100,kVA,B,,failed
XFMR-013475,transformer,SUB-010,FDR-0043,33.507281,-111.985842,12.47,distribution_transformer,333,kVA,A,,active
XFMR-013476,transformer,SUB-010,FDR-0043,33.506913,-111.986072,12.47,distribution_transformer,25,kVA,C,,active
XFMR-013477,transformer,SUB-010,FDR-0043,33.5069,-111.985947,12.47,distribution_transformer,333,kVA,AB,,active
XFMR-013478,transformer,SUB-010,FDR-0043,33.506926,-111.985784,12.47,distribution_transformer,37.5,kVA,A,,active
XFMR-013479,transformer,SUB-010,FDR-0043,33.506622,-111.985951,12.47,distribution_transformer,250,kVA,C,,active
XFMR-013480,transformer,SUB-010,FDR-0043,33.507005,-111.985431,12.47,distribution_transformer,75,kVA,AB,,active
XFMR-013481,transformer,SUB-010,FDR-0043,33.506943,-111.985356,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-013482,transformer,SUB-010,FDR-0043,33.506583,-111.985578,12.47,distribution_transformer,10,kVA,A,,active
XFMR-013483,transformer,SUB-010,FDR-0043,33.506739,-111.985285,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-013484,transformer,SUB-010,FDR-0043,33.506217,-111.98567,12.47,distribution_transformer,75,kVA,BC,,active
XFMR-013485,transformer,SUB-010,FDR-0043,33.506629,-111.98512,12.47,distribution_transformer,250,kVA,ABC,,active
XFMR-013486,transformer,SUB-010,FDR-0043,33.506413,-111.985199,12.47,distribution_transformer,500,kVA,B,,active
XFMR-013487,transformer,SUB-010,FDR-0043,33.506256,-111.985219,12.47,distribution_transformer,15,kVA,AC,,active
XFMR-013488,transformer,SUB-010,FDR-0043,33.506221,-111.985117,12.47,distribution_transformer,10,kVA,ABC,,active
XFMR-013489,transformer,SUB-010,FDR-0043,33.506333,-111.984868,12.47,distribution_transformer,37.5,kVA,B,,active
XFMR-013490,transformer,SUB-010,FDR-0043,33.506078,-111.984985,12.47,distribution_transformer,50,kVA,AC,,active
XFMR-013491,transformer,SUB-010,FDR-0043,33.50595,-111.984977,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-013492,transformer,SUB-010,FDR-0043,33.506106,-111.984683,12.47,distribution_transformer,100,kVA,BC,,active
XFMR-013493,transformer,SUB-010,FDR-0043,33.505966,-111.984685,12.47,distribution_transformer,10,kVA,BC,,active
XFMR-013494,transformer,SUB-010,FDR-0043,33.505642,-111.984873,12.47,distribution_transformer,25,kVA,A,,active
XFMR-013495,transformer,SUB-010,FDR-0043,33.505682,-111.984695,12.47,distribution_transformer,75,kVA,AC,,active
XFMR-013496,transformer,SUB-010,FDR-0043,33.505686,-111.984554,12.47,distribution_transformer,167,kVA,AB,,active
XFMR-013497,transformer,SUB-010,FDR-0043,33.505721,-111.984381,12.47,distribution_transformer,37.5,kVA,A,,active
XFMR-013498,transformer,SUB-010,FDR-0043,33.50554,-111.984426,12.47,distribution_transformer,250,kVA,AC,,active
XFMR-013499,transformer,SUB-010,FDR-0043,33.505249,-111.984579,12.47,distribution_transformer,100,kVA,BC,,active
XFMR-013500,transformer,SUB-010,FDR-0043,33.505095,-111.984596,12.47,distribution_transformer,75,kVA,B,,active
XFMR-013501,transformer,SUB-010,FDR-0043,33.505004,-111.98455,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-013502,transformer,SUB-010,FDR-0043,33.505259,-111.984157,12.47,distribution_transformer,100,kVA,B,,active
XFMR-013503,transformer,SUB-010,FDR-0043,33.505273,-111.984006,12.47,distribution_transformer,500,kVA,AC,,active
XFMR-013504,transformer,SUB-010,FDR-0043,33.504985,-111.984157,12.47,distribution_transformer,167,kVA,BC,,active
XFMR-013505,transformer,SUB-010,FDR-0043,33.504777,-111.984228,12.47,distribution_transformer,10,kVA,C,,active
XFMR-013506,transformer,SUB-010,FDR-0043,33.505128,-111.98374,12.47,distribution_transformer,250,kVA,B,,active
XFMR-013507,transformer,SUB-010,FDR-0043,33.504736,-111.983994,12.47,distribution_transformer,100,kVA,A,,active
XFMR-013508,transformer,SUB-010,FDR-0043,33.504492,-111.9841,12.47,distribution_transformer,500,kVA,B,,active
XFMR-013509,transformer,SUB-010,FDR-0043,33.504664,-111.983791,12.47,distribution_transformer,10,kVA,A,,active
XFMR-013510,transformer,SUB-010,FDR-0043,33.504541,-111.983777,12.47,distribution_transformer,50,kVA,BC,,active
XFMR-013511,transformer,SUB-010,FDR-0043,33.504646,-111.983535,12.47,distribution_transformer,15,kVA,C,,active
XFMR-013512,transformer,SUB-010,FDR-0043,33.504321,-111.983722,12.47,distribution_transformer,50,kVA,AC,,active
XFMR-013513,transformer,SUB-010,FDR-0043,33.504677,-111.983229,12.47,distribution_transformer,10,kVA,A,,active
XFMR-013514,transformer,SUB-010,FDR-0043,33.504539,-111.98323,12.47,distribution_transformer,250,kVA,AB,,active
XFMR-013515,transformer,SUB-010,FDR-0043,33.504141,-111.983492,12.47,distribution_transformer,10,kVA,AC,,active
XFMR-013516,transformer,SUB-010,FDR-0043,33.503991,-111.983504,12.47,distribution_transformer,25,kVA,C,,active
XFMR-013517,transformer,SUB-010,FDR-0043,33.503941,-111.983417,12.47,distribution_transformer,37.5,kVA,AB,,active
XFMR-013518,transformer,SUB-010,FDR-0043,33.503856,-111.983365,12.47,distribution_transformer,333,kVA,BC,,active
XFMR-013519,transformer,SUB-010,FDR-0043,33.504258,-111.982825,12.47,distribution_transformer,50,kVA,AC,,active
XFMR-013520,transformer,SUB-010,FDR-0043,33.504145,-111.982801,12.47,distribution_transformer,50,kVA,ABC,,failed
XFMR-013521,transformer,SUB-010,FDR-0043,33.503828,-111.98298,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-013522,transformer,SUB-010,FDR-0043,33.504056,-111.982615,12.47,distribution_transformer,10,kVA,ABC,,active
XFMR-013523,transformer,SUB-010,FDR-0043,33.503814,-111.98272,12.47,distribution_transformer,25,kVA,ABC,,active
XFMR-013524,transformer,SUB-010,FDR-0043,33.503554,-111.982843,12.47,distribution_transformer,100,kVA,C,,active
XFMR-013525,transformer,SUB-010,FDR-0043,33.503264,-111.982996,12.47,distribution_transformer,37.5,kVA,BC,,active
XFMR-013526,transformer,SUB-010,FDR-0043,33.503558,-111.982564,12.47,distribution_transformer,10,kVA,C,,failed
XFMR-013527,transformer,SUB-010,FDR-0043,33.503642,-111.982343,12.47,distribution_transformer,75,kVA,AB,,active
XFMR-013528,transformer,SUB-010,FDR-0043,33.503451,-111.982397,12.47,distribution_transformer,333,kVA,BC,,active
XFMR-013529,transformer,SUB-010,FDR-0043,33.503195,-111.982515,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-013530,transformer,SUB-010,FDR-0043,33.503125,-111.982448,12.47,distribution_transformer,333,kVA,ABC,,active
XFMR-013531,transformer,SUB-010,FDR-0043,33.503059,-111.982377,12.47,distribution_transformer,25,kVA,AC,,active
XFMR-013532,transformer,SUB-010,FDR-0043,33.503009,-111.98229,12.47,distribution_transformer,75,kVA,AC,,active
XFMR-013533,transformer,SUB-010,FDR-0043,33.502981,-111.98218,12.47,distribution_transformer,15,kVA,BC,,active
XFMR-013534,transformer,SUB-010,FDR-0043,33.503191,-111.981833,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-013535,transformer,SUB-010,FDR-0043,33.502708,-111.98218,12.47,distribution_transformer,75,kVA,A,,active
XFMR-013536,transformer,SUB-010,FDR-0043,33.502575,-111.982175,12.47,distribution_transformer,50,kVA,ABC,,active
XFMR-013537,transformer,SUB-010,FDR-0043,33.502427,-111.982186,12.47,distribution_transformer,25,kVA,AB,,active
XFMR-013538,transformer,SUB-010,FDR-0043,33.502402,-111.982074,12.47,distribution_transformer,100,kVA,A,,failed
XFMR-013539,transformer,SUB-010,FDR-0043,33.502682,-111.981656,12.47,distribution_transformer,37.5,kVA,ABC,,active
XFMR-013540,transformer,SUB-010,FDR-0043,33.502474,-111.981727,12.47,distribution_transformer,75,kVA,C,,active
XFMR-013541,transformer,SUB-010,FDR-0043,33.502162,-111.981902,12.47,distribution_transformer,100,kVA,B,,active
XFMR-013542,transformer,SUB-010,FDR-0043,33.502345,-111.981581,12.47,distribution_transformer,10,kVA,BC,,active
XFMR-013543,transformer,SUB-010,FDR-0043,33.502318,-111.981471,12.47,distribution_transformer,25,kVA,ABC,,active
XFMR-013544,transformer,SUB-010,FDR-0043,33.502093,-111.981559,12.47,distribution_transformer,10,kVA,A,,active
XFMR-013545,transformer,SUB-010,FDR-0043,33.502017,-111.981498,12.47,distribution_transformer,10,kVA,B,,active
XFMR-013546,transformer,SUB-010,FDR-0043,33.501889,-111.981489,12.47,distribution_transformer,100,kVA,A,,active
XFMR-013547,transformer,SUB-010,FDR-0043,33.502269,-111.980971,12.47,distribution_transformer,50,kVA,ABC,,active
XFMR-013548,transformer,SUB-010,FDR-0043,33.501974,-111.981129,12.47,distribution_transformer,250,kVA,B,,active
XFMR-013549,transformer,SUB-010,FDR-0043,33.501827,-111.981139,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-013550,transformer,SUB-010,FDR-0043,33.501786,-111.981043,12.47,distribution_transformer,250,kVA,BC,,active
XFMR-013551,transformer,SUB-010,FDR-0043,33.501455,-111.981236,12.47,distribution_transformer,500,kVA,C,,active
XFMR-013552,transformer,SUB-010,FDR-0043,33.501428,-111.981127,12.47,distribution_transformer,100,kVA,A,,active
XFMR-013553,transformer,SUB-010,FDR-0043,33.501404,-111.981012,12.47,distribution_transformer,15,kVA,BC,,active
XFMR-013554,transformer,SUB-010,FDR-0043,33.501495,-111.980784,12.47,distribution_transformer,167,kVA,ABC,,active
XFMR-013555,transformer,SUB-010,FDR-0043,33.501719,-111.980424,12.47,distribution_transformer,250,kVA,ABC,,active
XFMR-013556,transformer,SUB-010,FDR-0043,33.501527,-111.980478,12.47,distribution_transformer,37.5,kVA,A,,active
XFMR-013557,transformer,SUB-010,FDR-0043,33.501051,-111.980816,12.47,distribution_transformer,37.5,kVA,A,,active
XFMR-013558,transformer,SUB-010,FDR-0043,33.501441,-111.98029,12.47,distribution_transformer,37.5,kVA,C,,active
XFMR-013559,transformer,SUB-010,FDR-0043,33.50127,-111.980323,12.47,distribution_transformer,100,kVA,BC,,active
XFMR-013560,transformer,SUB-010,FDR-0043,33.501227,-111.980229,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-013561,transformer,SUB-010,FDR-0043,33.501299,-111.98002,12.47,distribution_transformer,333,kVA,C,,active
XFMR-013562,transformer,SUB-010,FDR-0043,33.501198,-111.979984,12.47,distribution_transformer,25,kVA,C,,active
XFMR-013563,transformer,SUB-010,FDR-0043,33.500844,-111.9802,12.47,distribution_transformer,25,kVA,AC,,active
XFMR-013564,transformer,SUB-010,FDR-0043,33.500928,-111.979979,12.47,distribution_transformer,37.5,kVA,AB,,active
XFMR-013565,transformer,SUB-010,FDR-0043,33.500619,-111.980151,12.47,distribution_transformer,50,kVA,BC,,active
XFMR-013566,transformer,SUB-010,FDR-0043,33.500413,-111.980219,12.47,distribution_transformer,37.5,kVA,BC,,active
XFMR-013567,transformer,SUB-010,FDR-0043,33.500866,-111.97963,12.47,distribution_transformer,37.5,kVA,C,,active
XFMR-013568,transformer,SUB-010,FDR-0043,33.500678,-111.97968,12.47,distribution_transformer,25,kVA,BC,,active
XFMR-013569,transformer,SUB-010,FDR-0043,33.500349,-111.979872,12.47,distribution_transformer,10,kVA,A,,active
XFMR-013570,transformer,SUB-010,FDR-0043,33.500459,-111.979625,12.47,distribution_transformer,25,kVA,AB,,active
XFMR-013571,transformer,SUB-010,FDR-0043,33.500506,-111.979441,12.47,distribution_transformer,167,kVA,ABC,,active
XFMR-013572,transformer,SUB-010,FDR-0043,33.500389,-111.979421,12.47,distribution_transformer,37.5,kVA,AB,,active
XFMR-013573,transformer,SUB-010,FDR-0043,33.500408,-111.979264,12.47,distribution_transformer,500,kVA,AC,,active
XFMR-013574,transformer,SUB-010,FDR-0043,33.500014,-111.979521,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-013575,transformer,SUB-010,FDR-0043,33.500217,-111.97918,12.47,distribution_transformer,333,kVA,BC,,active
XFMR-013576,transformer,SUB-010,FDR-0043,33.499697,-111.979563,12.47,distribution_transformer,100,kVA,A,,active
XFMR-013577,transformer,SUB-010,FDR-0043,33.500103,-111.97902,12.47,distribution_transformer,50,kVA,ABC,,active
XFMR-013578,transformer,SUB-010,FDR-0043,33.499741,-111.979245,12.47,distribution_transformer,10,kVA,AB,,active
XFMR-013579,transformer,SUB-010,FDR-0043,33.499854,-111.978994,12.47,distribution_transformer,500,kVA,A,,active
XFMR-013580,transformer,SUB-010,FDR-0043,33.499443,-111.979268,12.47,distribution_transformer,333,kVA,BC,,active
XFMR-013581,transformer,SUB-010,FDR-0043,33.499804,-111.97877,12.47,distribution_transformer,37.5,kVA,C,,active
XFMR-013582,transformer,SUB-010,FDR-0043,33.499677,-111.97876,12.47,distribution_transformer,37.5,kVA,C,,active
XFMR-013583,transformer,SUB-010,FDR-0043,33.499389,-111.978911,12.47,distribution_transformer,37.5,kVA,BC,,active
XFMR-013584,transformer,SUB-010,FDR-0043,33.499342,-111.97882,12.47,distribution_transformer,500,kVA,C,,active
XFMR-013585,transformer,SUB-010,FDR-0043,33.499485,-111.97854,12.47,distribution_transformer,10,kVA,BC,,active
XFMR-013586,transformer,SUB-010,FDR-0043,33.499259,-111.978628,12.47,distribution_transformer,250,kVA,AB,,active
XFMR-013587,transformer,SUB-010,FDR-0043,33.499123,-111.978627,12.47,distribution_transformer,15,kVA,AB,,active
XFMR-013588,transformer,SUB-010,FDR-0043,33.498825,-111.978789,12.47,distribution_transformer,250,kVA,BC,,active
XFMR-013589,transformer,SUB-010,FDR-0043,33.498849,-111.978627,12.47,distribution_transformer,500,kVA,A,,active
XFMR-013590,transformer,SUB-010,FDR-0043,33.49924,-111.978099,12.47,distribution_transformer,37.5,kVA,AC,,active
XFMR-013591,transformer,SUB-010,FDR-0043,33.498811,-111.97839,12.47,distribution_transformer,333,kVA,AB,,active
XFMR-013592,transformer,SUB-010,FDR-0043,33.499074,-111.97799,12.47,distribution_transformer,75,kVA,BC,,active
XFMR-013593,transformer,SUB-010,FDR-0043,33.498636,-111.978291,12.47,distribution_transformer,500,kVA,C,,active
XFMR-013594,transformer,SUB-010,FDR-0043,33.498908,-111.977881,12.47,distribution_transformer,167,kVA,A,,active
XFMR-013595,transformer,SUB-010,FDR-0043,33.498706,-111.977947,12.47,distribution_transformer,333,kVA,BC,,active
XFMR-013596,transformer,SUB-010,FDR-0043,33.498633,-111.977882,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-013597,transformer,SUB-010,FDR-0043,33.498694,-111.977684,12.47,distribution_transformer,50,kVA,A,,failed
XFMR-013598,transformer,SUB-010,FDR-0043,33.4982,-111.978041,12.47,distribution_transformer,167,kVA,B,,active
XFMR-013599,transformer,SUB-010,FDR-0043,33.49859,-111.977514,12.47,distribution_transformer,75,kVA,A,,active
XFMR-013600,transformer,SUB-010,FDR-0043,33.498323,-111.977643,12.47,distribution_transformer,50,kVA,C,,active
XFMR-013601,transformer,SUB-010,FDR-0043,33.498438,-111.977391,12.47,distribution_transformer,50,kVA,B,,active
XFMR-013602,transformer,SUB-010,FDR-0043,33.497926,-111.977766,12.47,distribution_transformer,25,kVA,B,,active
XFMR-013603,transformer,SUB-010,FDR-0043,33.498038,-111.977517,12.47,distribution_transformer,50,kVA,ABC,,active
XFMR-013604,transformer,SUB-010,FDR-0043,33.49818,-111.977237,12.47,distribution_transformer,10,kVA,A,,active
XFMR-013605,transformer,SUB-010,FDR-0043,33.497937,-111.977343,12.47,distribution_transformer,10,kVA,B,,active
XFMR-013606,transformer,SUB-010,FDR-0043,33.497749,-111.977393,12.47,distribution_transformer,167,kVA,AC,,active
XFMR-013607,transformer,SUB-010,FDR-0043,33.49769,-111.977315,12.47,distribution_transformer,167,kVA,C,,active
XFMR-013608,transformer,SUB-010,FDR-0043,33.497463,-111.977405,12.47,distribution_transformer,15,kVA,AB,,active
XFMR-013609,transformer,SUB-010,FDR-0043,33.497602,-111.977129,12.47,distribution_transformer,25,kVA,AB,,active
XFMR-013610,transformer,SUB-010,FDR-0043,33.49752,-111.977074,12.47,distribution_transformer,25,kVA,ABC,,active
XFMR-013611,transformer,SUB-010,FDR-0043,33.497581,-111.976876,12.47,distribution_transformer,250,kVA,AB,,active
XFMR-013612,transformer,SUB-010,FDR-0043,33.497291,-111.977028,12.47,distribution_transformer,50,kVA,BC,,active
XFMR-013613,transformer,SUB-010,FDR-0043,33.497285,-111.976897,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-013614,transformer,SUB-010,FDR-0043,33.497492,-111.976553,12.47,distribution_transformer,500,kVA,A,,active
XFMR-013615,transformer,SUB-010,FDR-0043,33.497096,-111.976812,12.47,distribution_transformer,500,kVA,AB,,active
XFMR-013616,transformer,SUB-010,FDR-0043,33.497293,-111.976478,12.47,distribution_transformer,100,kVA,BC,,active
XFMR-013617,transformer,SUB-010,FDR-0043,33.497316,-111.976317,12.47,distribution_transformer,250,kVA,ABC,,active
XFMR-013618,transformer,SUB-010,FDR-0043,33.496895,-111.976601,12.47,distribution_transformer,500,kVA,B,,active
XFMR-013619,transformer,SUB-010,FDR-0043,33.497115,-111.976243,12.47,distribution_transformer,333,kVA,A,,active
XFMR-013620,transformer,SUB-010,FDR-0043,33.497088,-111.976133,12.47,distribution_transformer,167,kVA,BC,,active
XFMR-013621,transformer,SUB-010,FDR-0043,33.496624,-111.97646,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-013622,transformer,SUB-010,FDR-0043,33.496613,-111.976333,12.47,distribution_transformer,37.5,kVA,C,,active
XFMR-013623,transformer,SUB-010,FDR-0043,33.496349,-111.97646,12.47,distribution_transformer,100,kVA,AB,,active
XFMR-013624,transformer,SUB-010,FDR-0043,33.496678,-111.975994,12.47,distribution_transformer,500,kVA,AB,,active
XFMR-013625,transformer,SUB-010,FDR-0043,33.496485,-111.976051,12.47,distribution_transformer,10,kVA,A,,active
XFMR-013626,transformer,SUB-010,FDR-0043,33.496342,-111.976056,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-013627,transformer,SUB-010,FDR-0043,33.496112,-111.976149,12.47,distribution_transformer,100,kVA,AC,,active
XFMR-013628,transformer,SUB-010,FDR-0043,33.4965,-111.975623,12.47,distribution_transformer,75,kVA,BC,,active
XFMR-013629,transformer,SUB-010,FDR-0043,33.496171,-111.975815,12.47,distribution_transformer,500,kVA,AB,,active
XFMR-013630,transformer,SUB-010,FDR-0043,33.496303,-111.975546,12.47,distribution_transformer,10,kVA,B,,active
XFMR-013631,transformer,SUB-010,FDR-0043,33.495837,-111.975875,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-013632,transformer,SUB-010,FDR-0043,33.495871,-111.975704,12.47,distribution_transformer,75,kVA,AB,,active
XFMR-013633,transformer,SUB-010,FDR-0043,33.496184,-111.975254,12.47,distribution_transformer,10,kVA,B,,active
XFMR-013634,transformer,SUB-010,FDR-0043,33.496131,-111.975169,12.47,distribution_transformer,100,kVA,C,,active
XFMR-013635,transformer,SUB-010,FDR-0043,33.495734,-111.975428,12.47,distribution_transformer,333,kVA,C,,active
XFMR-013636,transformer,SUB-010,FDR-0043,33.495572,-111.975454,12.47,distribution_transformer,333,kVA,B,,active
XFMR-013637,transformer,SUB-010,FDR-0043,33.495665,-111.975223,12.47,distribution_transformer,25,kVA,AB,,active
XFMR-013638,transformer,SUB-010,FDR-0043,33.495659,-111.975091,12.47,distribution_transformer,25,kVA,A,,active
XFMR-013639,transformer,SUB-010,FDR-0043,33.495475,-111.975139,12.47,distribution_transformer,167,kVA,A,,active
XFMR-013640,transformer,SUB-010,FDR-0043,33.495462,-111.975014,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-013641,transformer,SUB-010,FDR-0043,33.495122,-111.975217,12.47,distribution_transformer,37.5,kVA,BC,,active
XFMR-013642,transformer,SUB-010,FDR-0043,33.495257,-111.974945,12.47,distribution_transformer,333,kVA,ABC,,active
