transformer_id,feeder_id,rated_kva,existing_der_kw,allocated_load_kw,thermal_hosting_capacity_kw,voltage_hosting_capacity_kw,limiting_factor,hosting_capacity_kw
XFMR-018288,FDR-0057,167.0,0,125.2,91.8,67.2,voltage,67.2
XFMR-018289,FDR-0057,37.5,0,16.4,25.2,20.9,voltage,20.9
XFMR-018290,FDR-0057,75.0,288.4,35.0,0.0,0.0,voltage,0.0
XFMR-018291,FDR-0057,100.0,0,40.9,68.7,50.6,voltage,50.6
XFMR-018292,FDR-0057,167.0,8.8,101.9,115.5,98.0,voltage,98.0
XFMR-018293,FDR-0057,15.0,9.7,11.6,4.7,0.4,voltage,0.4
XFMR-018294,FDR-0057,50.0,153.3,38.7,0.0,0.0,voltage,0.0
XFMR-018295,FDR-0057,250.0,0,124.0,148.5,109.5,voltage,109.5
XFMR-018296,FDR-0057,75.0,20.4,23.3,45.2,23.9,voltage,23.9
XFMR-018297,FDR-0057,25.0,0,11.3,21.3,11.0,voltage,11.0
XFMR-018298,FDR-0057,25.0,17.0,19.7,7.0,0.0,voltage,0.0
XFMR-018299,FDR-0057,10.0,23.6,7.8,0.0,0.0,voltage,0.0
XFMR-018300,FDR-0057,167.0,12.9,77.7,93.3,65.0,voltage,65.0
XFMR-018301,FDR-0057,25.0,13.3,15.0,10.4,1.1,voltage,1.1
XFMR-018302,FDR-0057,10.0,27.8,5.3,0.0,0.0,voltage,0.0
XFMR-018303,FDR-0057,37.5,7.2,26.9,20.8,8.6,voltage,8.6
XFMR-018304,FDR-0057,37.5,0,25.7,24.2,16.2,voltage,16.2
XFMR-018305,FDR-0057,250.0,0,172.6,151.6,117.4,voltage,117.4
XFMR-018306,FDR-0057,333.0,12.2,259.3,163.3,136.1,voltage,136.1
XFMR-018307,FDR-0057,500.0,11.7,360.8,352.9,151.6,voltage,151.6
XFMR-018308,FDR-0057,75.0,4.4,59.8,48.9,32.9,voltage,32.9
XFMR-018309,FDR-0057,37.5,38.4,26.2,4.1,0.0,voltage,0.0
XFMR-018310,FDR-0057,250.0,10.1,161.2,149.4,128.8,voltage,128.8
XFMR-018311,FDR-0057,250.0,88.4,138.6,133.6,71.5,voltage,71.5
XFMR-018312,FDR-0057,167.0,85.2,60.0,82.7,23.6,voltage,23.6
XFMR-018313,FDR-0057,100.0,121.3,66.8,5.0,0.0,voltage,0.0
XFMR-018314,FDR-0057,37.5,0,13.3,25.7,19.0,voltage,19.0
XFMR-018315,FDR-0057,100.0,0,71.2,63.7,69.8,thermal,63.7
XFMR-018316,FDR-0057,37.5,96.5,26.5,0.0,0.0,voltage,0.0
XFMR-018317,FDR-0057,250.0,98.4,81.3,117.6,55.0,voltage,55.0
XFMR-018318,FDR-0057,250.0,0,176.6,168.2,130.2,voltage,130.2
XFMR-018319,FDR-0057,333.0,5.4,231.8,172.2,143.2,voltage,143.2
XFMR-018320,FDR-0057,37.5,0,14.1,23.8,22.0,voltage,22.0
XFMR-018321,FDR-0057,15.0,3.0,9.0,8.4,4.8,voltage,4.8
XFMR-018322,FDR-0057,25.0,355.0,18.7,0.0,0.0,voltage,0.0
XFMR-018323,FDR-0057,37.5,69.0,13.5,0.0,0.0,voltage,0.0
XFMR-018324,FDR-0057,75.0,0,34.5,60.6,36.2,voltage,36.2
XFMR-018325,FDR-0057,500.0,8.6,155.3,342.0,251.5,voltage,251.5
XFMR-018326,FDR-0057,333.0,15.9,107.5,247.2,133.8,voltage,133.8
XFMR-018327,FDR-0057,75.0,10.5,59.1,45.6,27.9,voltage,27.9
XFMR-018328,FDR-0057,250.0,0,147.1,165.9,150.8,voltage,150.8
XFMR-018329,FDR-0057,25.0,0,17.6,18.3,14.3,voltage,14.3
XFMR-018330,FDR-0057,15.0,41.7,5.6,0.0,0.0,voltage,0.0
XFMR-018331,FDR-0057,100.0,17.3,41.3,74.7,31.7,voltage,31.7
XFMR-018332,FDR-0057,500.0,34.2,151.3,311.9,297.7,voltage,297.7
XFMR-018333,FDR-0057,500.0,6.8,157.7,324.5,262.4,voltage,262.4
XFMR-018334,FDR-0057,15.0,29.2,7.0,0.0,0.0,voltage,0.0
XFMR-018335,FDR-0057,37.5,0,25.1,23.3,18.8,voltage,18.8
XFMR-018336,FDR-0057,15.0,7.2,7.9,7.3,3.2,voltage,3.2
XFMR-018337,FDR-0057,75.0,0,49.7,48.6,28.7,voltage,28.7
XFMR-018338,FDR-0057,167.0,6.2,99.6,102.3,88.0,voltage,88.0
XFMR-018339,FDR-0057,10.0,0,5.3,7.7,3.5,voltage,3.5
XFMR-018340,FDR-0057,167.0,0,73.4,110.8,90.1,voltage,90.1
XFMR-018341,FDR-0057,50.0,0,23.7,37.4,20.2,voltage,20.2
XFMR-018342,FDR-0057,15.0,10.4,9.9,5.1,0.0,voltage,0.0
XFMR-018343,FDR-0057,50.0,15.3,21.7,24.8,8.7,voltage,8.7
XFMR-018344,FDR-0057,250.0,103.9,192.8,94.4,60.0,voltage,60.0
XFMR-018345,FDR-0057,37.5,0,19.8,21.3,21.4,thermal,21.3
XFMR-018346,FDR-0057,250.0,0,146.6,139.5,172.8,thermal,139.5
XFMR-018347,FDR-0057,15.0,0,11.3,10.6,7.9,voltage,7.9
XFMR-018348,FDR-0057,37.5,0,15.0,30.0,17.3,voltage,17.3
XFMR-018349,FDR-0057,333.0,4.8,190.1,256.7,208.0,voltage,208.0
XFMR-018350,FDR-0057,167.0,0,67.6,122.4,50.8,voltage,50.8
XFMR-018351,FDR-0057,250.0,0,153.8,166.6,179.1,thermal,166.6
XFMR-018352,FDR-0057,37.5,0,22.6,25.8,16.1,voltage,16.1
XFMR-018353,FDR-0057,50.0,16.6,33.8,28.2,6.6,voltage,6.6
XFMR-018354,FDR-0057,500.0,0,162.8,342.6,367.0,thermal,342.6
XFMR-018355,FDR-0057,333.0,11.6,180.8,224.7,194.9,voltage,194.9
XFMR-018356,FDR-0057,500.0,58.8,305.3,274.3,164.7,voltage,164.7
XFMR-018357,FDR-0057,167.0,76.8,105.3,79.5,6.1,voltage,6.1
XFMR-018358,FDR-0057,75.0,0,32.8,48.1,32.1,voltage,32.1
XFMR-018359,FDR-0057,10.0,534.8,4.6,0.0,0.0,voltage,0.0
XFMR-018360,FDR-0057,50.0,4.9,21.3,27.1,18.7,voltage,18.7
XFMR-018361,FDR-0057,50.0,0,36.3,36.8,19.0,voltage,19.0
XFMR-018362,FDR-0057,500.0,154.1,273.9,242.5,192.0,voltage,192.0
XFMR-018363,FDR-0057,75.0,0,48.1,52.3,31.5,voltage,31.5
XFMR-018364,FDR-0057,37.5,428.8,28.0,0.0,0.0,voltage,0.0
XFMR-018365,FDR-0057,167.0,0,118.3,113.0,66.5,voltage,66.5
XFMR-018366,FDR-0057,167.0,0,54.6,108.8,93.7,voltage,93.7
XFMR-018367,FDR-0057,50.0,0,35.8,26.2,22.8,voltage,22.8
XFMR-018368,FDR-0057,25.0,6.5,19.4,12.4,7.4,voltage,7.4
XFMR-018369,FDR-0057,15.0,16.4,8.9,2.1,0.0,voltage,0.0
XFMR-018370,FDR-0057,333.0,330.2,219.4,60.2,0.0,voltage,0.0
XFMR-018371,FDR-0057,167.0,0,74.7,113.7,55.2,voltage,55.2
XFMR-018372,FDR-0057,37.5,0,15.5,25.1,24.1,voltage,24.1
XFMR-018373,FDR-0057,250.0,0,129.0,156.4,78.7,voltage,78.7
XFMR-018374,FDR-0057,37.5,7.1,24.2,21.5,16.9,voltage,16.9
XFMR-018375,FDR-0057,167.0,7.9,51.6,113.7,49.3,voltage,49.3
XFMR-018376,FDR-0057,333.0,7.9,248.8,178.3,196.4,thermal,178.3
XFMR-018377,FDR-0057,100.0,174.3,51.4,0.0,0.0,voltage,0.0
XFMR-018378,FDR-0057,37.5,0,20.6,27.0,21.7,voltage,21.7
XFMR-018379,FDR-0057,250.0,11.2,181.9,128.6,70.5,voltage,70.5
XFMR-018380,FDR-0057,500.0,4.9,215.1,340.3,244.7,voltage,244.7
XFMR-018381,FDR-0057,500.0,4.5,390.6,350.1,256.8,voltage,256.8
XFMR-018382,FDR-0057,15.0,14.4,9.1,2.4,0.0,voltage,0.0
XFMR-018383,FDR-0057,75.0,7.6,58.6,49.5,41.7,voltage,41.7
XFMR-018384,FDR-0057,100.0,11.6,42.6,77.8,37.8,voltage,37.8
XFMR-018385,FDR-0057,25.0,0,10.1,15.1,14.5,voltage,14.5
XFMR-018386,FDR-0057,15.0,0,10.6,9.5,7.6,voltage,7.6
XFMR-018387,FDR-0057,10.0,0,3.9,8.3,3.8,voltage,3.8
XFMR-018388,FDR-0057,37.5,11.9,26.9,19.5,5.8,voltage,5.8
XFMR-018389,FDR-0057,75.0,15.9,45.8,38.7,16.9,voltage,16.9
XFMR-018390,FDR-0057,167.0,0,57.9,120.7,55.4,voltage,55.4
XFMR-018391,FDR-0057,75.0,9.0,29.6,55.1,31.4,voltage,31.4
XFMR-018392,FDR-0057,100.0,21.0,73.1,49.0,24.3,voltage,24.3
XFMR-018393,FDR-0057,500.0,5.4,190.8,427.6,186.9,voltage,186.9
XFMR-018394,FDR-0057,50.0,0,18.7,30.3,17.5,voltage,17.5
XFMR-018395,FDR-0057,500.0,12.7,159.0,376.1,164.8,voltage,164.8
XFMR-018396,FDR-0057,15.0,144.5,8.3,0.0,0.0,voltage,0.0
XFMR-018397,FDR-0057,37.5,0,17.2,31.0,20.4,voltage,20.4
XFMR-018398,FDR-0057,25.0,0,13.9,18.4,8.9,voltage,8.9
XFMR-018399,FDR-0057,250.0,10.9,103.0,149.6,84.6,voltage,84.6
XFMR-018400,FDR-0057,75.0,6.0,31.1,45.9,51.0,thermal,45.9
XFMR-018401,FDR-0057,167.0,0,112.6,128.6,73.4,voltage,73.4
XFMR-018402,FDR-0057,25.0,6.3,18.7,12.4,4.1,voltage,4.1
XFMR-018403,FDR-0057,167.0,150.2,99.9,37.1,0.0,voltage,0.0
XFMR-018404,FDR-0057,75.0,17.1,58.3,31.3,27.1,voltage,27.1
XFMR-018405,FDR-0057,167.0,295.2,97.7,0.0,0.0,voltage,0.0
XFMR-018406,FDR-0057,25.0,15.3,11.1,8.5,1.4,voltage,1.4
XFMR-018407,FDR-0057,167.0,10.0,112.5,103.9,60.1,voltage,60.1
XFMR-018408,FDR-0057,25.0,500.4,16.8,0.0,0.0,voltage,0.0
XFMR-018409,FDR-0057,167.0,10.1,60.0,106.5,56.9,voltage,56.9
XFMR-018410,FDR-0057,75.0,0,39.7,58.2,42.8,voltage,42.8
XFMR-018411,FDR-0057,15.0,0,8.6,8.5,9.2,thermal,8.5
XFMR-018412,FDR-0057,500.0,8.2,186.8,382.6,173.7,voltage,173.7
XFMR-018413,FDR-0057,500.0,0,341.1,348.3,206.8,voltage,206.8
XFMR-018414,FDR-0057,167.0,13.4,86.1,90.2,67.6,voltage,67.6
XFMR-018415,FDR-0057,333.0,0,136.3,231.7,189.5,voltage,189.5
XFMR-018416,FDR-0057,10.0,0,5.7,6.4,4.6,voltage,4.6
XFMR-018417,FDR-0057,500.0,4.0,379.3,366.7,266.6,voltage,266.6
XFMR-018418,FDR-0057,50.0,6.3,28.5,31.9,20.4,voltage,20.4
XFMR-018419,FDR-0057,167.0,0,88.6,118.1,58.2,voltage,58.2
XFMR-018420,FDR-0057,75.0,0,24.0,60.3,29.5,voltage,29.5
XFMR-018421,FDR-0057,37.5,0,15.6,29.3,22.5,voltage,22.5
XFMR-018422,FDR-0057,37.5,319.2,19.1,0.0,0.0,voltage,0.0
XFMR-018423,FDR-0057,100.0,5.0,60.0,61.9,34.4,voltage,34.4
XFMR-018424,FDR-0057,500.0,109.0,250.1,335.1,128.3,voltage,128.3
XFMR-018425,FDR-0057,100.0,0,39.5,69.2,60.8,voltage,60.8
XFMR-018426,FDR-0057,50.0,0,38.0,30.9,20.5,voltage,20.5
XFMR-018427,FDR-0057,37.5,3.5,29.8,17.8,18.0,thermal,17.8
XFMR-018428,FDR-0057,15.0,0,10.2,9.8,6.6,voltage,6.6
XFMR-018429,FDR-0057,25.0,8.9,14.8,12.9,3.7,voltage,3.7
XFMR-018430,FDR-0057,167.0,0,120.9,104.8,63.4,voltage,63.4
XFMR-018431,FDR-0057,37.5,0,21.4,25.6,16.8,voltage,16.8
XFMR-018432,FDR-0057,100.0,200.2,40.4,0.0,0.0,voltage,0.0
XFMR-018433,FDR-0057,10.0,9.7,3.6,2.2,0.0,voltage,0.0
XFMR-018434,FDR-0057,100.0,47.3,65.4,34.5,21.4,voltage,21.4
XFMR-018435,FDR-0057,167.0,3.8,66.6,110.6,105.5,voltage,105.5
XFMR-018436,FDR-0057,333.0,0,112.0,248.0,222.8,voltage,222.8
XFMR-018437,FDR-0057,15.0,0,11.9,10.3,6.2,voltage,6.2
XFMR-018438,FDR-0057,37.5,10.8,16.8,21.6,9.0,voltage,9.0
XFMR-018439,FDR-0057,100.0,16.0,52.2,60.6,28.4,voltage,28.4
XFMR-018440,FDR-0057,250.0,0,95.0,207.3,119.6,voltage,119.6
XFMR-018441,FDR-0057,500.0,0,355.0,329.6,257.0,voltage,257.0
XFMR-018442,FDR-0057,167.0,0,66.4,126.6,85.0,voltage,85.0
XFMR-018443,FDR-0057,75.0,0,37.2,44.5,33.0,voltage,33.0
XFMR-018444,FDR-0057,500.0,58.9,382.3,240.6,164.3,voltage,164.3
XFMR-018445,FDR-0057,37.5,0,18.8,22.4,15.0,voltage,15.0
XFMR-018446,FDR-0057,10.0,4.2,7.7,4.4,0.7,voltage,0.7
XFMR-018447,FDR-0057,75.0,0,28.3,57.6,44.9,voltage,44.9
XFMR-018448,FDR-0057,167.0,0,55.6,112.8,88.5,voltage,88.5
XFMR-018449,FDR-0057,37.5,0,12.1,32.7,23.8,voltage,23.8
XFMR-018450,FDR-0057,75.0,0,30.4,64.1,33.2,voltage,33.2
XFMR-018451,FDR-0057,50.0,7.3,33.2,32.7,18.0,voltage,18.0
XFMR-018452,FDR-0057,333.0,0,129.7,241.2,115.0,voltage,115.0
XFMR-018453,FDR-0057,167.0,450.0,58.8,0.0,0.0,voltage,0.0
XFMR-018454,FDR-0057,250.0,24.1,94.3,180.1,88.3,voltage,88.3
XFMR-018455,FDR-0057,333.0,0,261.2,202.4,100.5,voltage,100.5
XFMR-018456,FDR-0057,37.5,71.7,24.9,0.0,0.0,voltage,0.0
XFMR-018457,FDR-0057,250.0,0,178.0,186.7,166.9,voltage,166.9
XFMR-018458,FDR-0057,500.0,5.9,191.6,352.3,274.5,voltage,274.5
XFMR-018459,FDR-0058,100.0,12.7,47.2,59.4,35.1,voltage,35.1
XFMR-018460,FDR-0058,25.0,73.4,15.0,0.0,0.0,voltage,0.0
XFMR-018461,FDR-0058,167.0,6.9,110.8,94.8,56.0,voltage,56.0
XFMR-018462,FDR-0058,250.0,0,89.1,180.4,151.5,voltage,151.5
XFMR-018463,FDR-0058,10.0,18.2,5.1,0.0,0.0,voltage,0.0
XFMR-018464,FDR-0058,167.0,25.7,115.8,96.1,76.0,voltage,76.0
XFMR-018465,FDR-0058,167.0,6.3,122.5,104.6,77.8,voltage,77.8
XFMR-018466,FDR-0058,15.0,0,7.2,12.0,7.7,voltage,7.7
XFMR-018467,FDR-0058,15.0,10.4,5.8,5.7,0.0,voltage,0.0
XFMR-018468,FDR-0058,15.0,6.2,7.6,8.6,6.0,voltage,6.0
XFMR-018469,FDR-0058,25.0,15.7,7.9,12.2,0.0,voltage,0.0
XFMR-018470,FDR-0058,500.0,7.7,151.5,308.5,344.3,thermal,308.5
XFMR-018471,FDR-0058,37.5,14.8,19.2,16.3,5.4,voltage,5.4
XFMR-018472,FDR-0058,250.0,9.4,132.1,135.0,102.3,voltage,102.3
XFMR-018473,FDR-0058,500.0,0,322.6,387.1,204.5,voltage,204.5
XFMR-018474,FDR-0058,75.0,0,33.3,50.8,46.6,voltage,46.6
XFMR-018475,FDR-0058,500.0,17.8,282.2,317.3,162.2,voltage,162.2
XFMR-018476,FDR-0058,333.0,0,130.4,214.4,130.5,voltage,130.5
XFMR-018477,FDR-0058,50.0,5.7,25.2,27.9,23.6,voltage,23.6
XFMR-018478,FDR-0058,10.0,103.8,4.7,0.0,0.0,voltage,0.0
XFMR-018479,FDR-0058,167.0,0,98.6,134.0,119.4,voltage,119.4
XFMR-018480,FDR-0058,37.5,18.1,17.3,15.1,5.2,voltage,5.2
XFMR-018481,FDR-0058,10.0,0,6.3,7.4,6.3,voltage,6.3
XFMR-018482,FDR-0058,75.0,19.5,44.6,44.2,18.9,voltage,18.9
XFMR-018483,FDR-0058,10.0,0,7.6,7.2,5.1,voltage,5.1
XFMR-018484,FDR-0058,167.0,0,103.5,94.0,68.9,voltage,68.9
XFMR-018485,FDR-0058,10.0,0,7.5,5.4,5.2,voltage,5.2
XFMR-018486,FDR-0058,25.0,465.2,16.3,0.0,0.0,voltage,0.0
XFMR-018487,FDR-0058,100.0,10.5,43.8,66.6,43.6,voltage,43.6
XFMR-018488,FDR-0058,75.0,7.1,51.6,38.6,41.5,thermal,38.6
XFMR-018489,FDR-0058,25.0,302.3,16.9,0.0,0.0,voltage,0.0
XFMR-018490,FDR-0058,167.0,0,124.8,112.1,67.6,voltage,67.6
XFMR-018491,FDR-0058,167.0,0,108.0,131.0,94.4,voltage,94.4
XFMR-018492,FDR-0058,10.0,0,6.4,6.3,5.3,voltage,5.3
XFMR-018493,FDR-0058,25.0,15.2,14.5,9.0,0.6,voltage,0.6
XFMR-018494,FDR-0058,167.0,16.1,88.2,118.9,91.8,voltage,91.8
XFMR-018495,FDR-0058,167.0,3.1,65.9,132.3,80.8,voltage,80.8
XFMR-018496,FDR-0058,37.5,10.9,14.5,22.1,14.4,voltage,14.4
XFMR-018497,FDR-0058,25.0,0,17.5,14.1,11.0,voltage,11.0
XFMR-018498,FDR-0058,75.0,780.6,59.9,0.0,0.0,voltage,0.0
XFMR-018499,FDR-0058,75.0,0,41.8,55.3,37.8,voltage,37.8
XFMR-018500,FDR-0058,333.0,0,115.1,207.0,200.6,voltage,200.6
XFMR-018501,FDR-0058,100.0,9.8,64.8,67.9,56.6,voltage,56.6
XFMR-018502,FDR-0058,15.0,0,8.4,12.2,8.4,voltage,8.4
XFMR-018503,FDR-0058,100.0,11.2,59.3,71.7,39.1,voltage,39.1
XFMR-018504,FDR-0058,75.0,353.8,22.7,0.0,0.0,voltage,0.0
XFMR-018505,FDR-0058,500.0,0,380.0,255.4,295.9,thermal,255.4
XFMR-018506,FDR-0058,500.0,4.7,343.0,292.8,271.1,voltage,271.1
XFMR-018507,FDR-0058,75.0,0,58.5,46.1,25.8,voltage,25.8
XFMR-018508,FDR-0058,10.0,0,4.8,8.2,4.6,voltage,4.6
XFMR-018509,FDR-0058,25.0,29.0,18.2,1.2,0.0,voltage,0.0
XFMR-018510,FDR-0058,25.0,0,15.9,14.4,13.0,voltage,13.0
XFMR-018511,FDR-0058,75.0,0,28.5,59.1,47.0,voltage,47.0
XFMR-018512,FDR-0058,167.0,19.1,99.9,121.2,67.7,voltage,67.7
XFMR-018513,FDR-0058,500.0,17.1,271.9,342.3,259.4,voltage,259.4
XFMR-018514,FDR-0058,250.0,4.8,183.8,175.5,111.2,voltage,111.2
XFMR-018515,FDR-0058,37.5,11.5,23.5,15.6,7.3,voltage,7.3
XFMR-018516,FDR-0058,167.0,10.3,66.6,113.5,75.5,voltage,75.5
XFMR-018517,FDR-0058,10.0,0,3.9,8.4,3.8,voltage,3.8
XFMR-018518,FDR-0058,15.0,50.7,6.5,0.0,0.0,voltage,0.0
XFMR-018519,FDR-0058,333.0,0,213.1,181.5,190.6,thermal,181.5
XFMR-018520,FDR-0058,75.0,126.0,39.1,0.0,0.0,voltage,0.0
XFMR-018521,FDR-0058,75.0,0,59.8,48.9,30.2,voltage,30.2
XFMR-018522,FDR-0058,100.0,120.3,36.8,15.5,0.0,voltage,0.0
XFMR-018523,FDR-0058,500.0,469.4,365.6,67.6,0.0,voltage,0.0
XFMR-018524,FDR-0058,37.5,8.1,15.2,24.6,10.7,voltage,10.7
XFMR-018525,FDR-0058,75.0,0,22.8,49.8,32.6,voltage,32.6
XFMR-018526,FDR-0058,100.0,3.8,52.3,71.9,50.8,voltage,50.8
XFMR-018527,FDR-0058,10.0,15.7,5.5,0.0,0.0,voltage,0.0
XFMR-018528,FDR-0058,250.0,25.4,145.8,146.1,123.7,voltage,123.7
XFMR-018529,FDR-0058,75.0,0,38.4,60.0,36.4,voltage,36.4
XFMR-018530,FDR-0058,167.0,0,90.7,101.4,86.1,voltage,86.1
XFMR-018531,FDR-0058,10.0,14.9,5.0,0.0,0.0,voltage,0.0
XFMR-018532,FDR-0058,25.0,0,16.9,17.2,14.5,voltage,14.5
XFMR-018533,FDR-0058,37.5,9.3,22.6,21.2,9.3,voltage,9.3
XFMR-018534,FDR-0058,500.0,8.7,354.9,259.9,236.3,voltage,236.3
XFMR-018535,FDR-0058,15.0,0,7.6,9.3,6.7,voltage,6.7
XFMR-018536,FDR-0058,10.0,18.5,6.8,0.0,0.0,voltage,0.0
XFMR-018537,FDR-0058,167.0,4.6,96.5,130.3,69.4,voltage,69.4
XFMR-018538,FDR-0058,250.0,0,131.3,195.7,142.4,voltage,142.4
XFMR-018539,FDR-0058,15.0,412.8,11.7,0.0,0.0,voltage,0.0
XFMR-018540,FDR-0058,75.0,0,32.8,55.8,45.2,voltage,45.2
XFMR-018541,FDR-0058,15.0,0,9.6,10.6,7.1,voltage,7.1
XFMR-018542,FDR-0058,167.0,10.1,77.5,124.1,78.5,voltage,78.5
XFMR-018543,FDR-0058,333.0,5.1,111.8,209.1,204.9,voltage,204.9
XFMR-018544,FDR-0058,250.0,0,127.6,146.2,84.5,voltage,84.5
XFMR-018545,FDR-0058,25.0,6.3,11.0,16.1,8.0,voltage,8.0
XFMR-018546,FDR-0058,333.0,4.9,191.5,247.6,175.6,voltage,175.6
XFMR-018547,FDR-0058,10.0,0,4.0,8.5,4.2,voltage,4.2
XFMR-018548,FDR-0058,100.0,0,31.4,63.9,41.9,voltage,41.9
XFMR-018549,FDR-0058,50.0,0,32.5,35.1,26.2,voltage,26.2
XFMR-018550,FDR-0058,500.0,17.2,201.4,411.0,336.9,voltage,336.9
XFMR-018551,FDR-0058,50.0,0,15.8,43.3,29.6,voltage,29.6
XFMR-018552,FDR-0058,25.0,89.9,15.8,0.0,0.0,voltage,0.0
XFMR-018553,FDR-0058,100.0,214.2,78.0,0.0,0.0,voltage,0.0
XFMR-018554,FDR-0058,25.0,0,14.4,14.7,15.8,thermal,14.7
XFMR-018555,FDR-0058,37.5,36.0,20.5,9.1,0.0,voltage,0.0
XFMR-018556,FDR-0058,250.0,9.4,90.2,156.8,108.8,voltage,108.8
XFMR-018557,FDR-0058,250.0,5.6,168.7,138.0,114.4,voltage,114.4
XFMR-018558,FDR-0058,15.0,0,8.1,10.9,6.2,voltage,6.2
XFMR-018559,FDR-0058,10.0,0,3.5,7.9,5.5,voltage,5.5
XFMR-018560,FDR-0058,100.0,242.9,76.4,0.0,0.0,voltage,0.0
XFMR-018561,FDR-0058,250.0,0,113.2,208.5,169.4,voltage,169.4
XFMR-018562,FDR-0058,37.5,0,17.5,25.0,18.4,voltage,18.4
XFMR-018563,FDR-0058,75.0,0,27.1,60.0,53.0,voltage,53.0
XFMR-018564,FDR-0058,37.5,0,21.1,22.8,13.6,voltage,13.6
XFMR-018565,FDR-0058,50.0,0,38.5,32.4,36.8,thermal,32.4
XFMR-018566,FDR-0058,10.0,6.4,5.4,4.3,0.0,voltage,0.0
XFMR-018567,FDR-0058,50.0,441.6,36.1,0.0,0.0,voltage,0.0
XFMR-018568,FDR-0058,100.0,0,69.6,59.3,39.4,voltage,39.4
XFMR-018569,FDR-0058,100.0,0,32.4,75.1,34.8,voltage,34.8
XFMR-018570,FDR-0058,250.0,9.7,163.2,165.4,93.5,voltage,93.5
XFMR-018571,FDR-0058,250.0,0,186.6,186.9,93.1,voltage,93.1
XFMR-018572,FDR-0058,10.0,0,8.0,5.0,3.3,voltage,3.3
XFMR-018573,FDR-0058,10.0,3.3,3.7,6.4,2.9,voltage,2.9
XFMR-018574,FDR-0058,100.0,7.0,50.1,57.5,41.7,voltage,41.7
XFMR-018575,FDR-0058,250.0,0,165.6,187.8,87.2,voltage,87.2
XFMR-018576,FDR-0058,50.0,9.8,37.3,30.2,16.4,voltage,16.4
XFMR-018577,FDR-0058,167.0,9.3,96.7,110.7,99.0,voltage,99.0
XFMR-018578,FDR-0058,167.0,0,100.6,94.1,72.4,voltage,72.4
XFMR-018579,FDR-0058,167.0,0,75.6,140.5,87.2,voltage,87.2
XFMR-018580,FDR-0058,50.0,4.3,18.3,39.8,23.3,voltage,23.3
XFMR-018581,FDR-0058,75.0,0,25.7,45.0,41.1,voltage,41.1
XFMR-018582,FDR-0058,75.0,3.9,38.0,48.7,40.7,voltage,40.7
XFMR-018583,FDR-0058,10.0,0,7.3,6.8,3.9,voltage,3.9
XFMR-018584,FDR-0058,75.0,0,59.9,52.5,31.8,voltage,31.8
XFMR-018585,FDR-0058,15.0,0,8.3,11.9,6.8,voltage,6.8
XFMR-018586,FDR-0058,250.0,10.1,183.3,162.8,169.5,thermal,162.8
XFMR-018587,FDR-0058,167.0,0,85.3,134.9,76.1,voltage,76.1
XFMR-018588,FDR-0058,75.0,11.9,49.1,42.3,28.4,voltage,28.4
XFMR-018589,FDR-0058,25.0,18.6,15.8,7.5,0.0,voltage,0.0
XFMR-018590,FDR-0058,25.0,11.2,18.1,10.2,1.3,voltage,1.3
XFMR-018591,FDR-0058,15.0,4.4,9.7,7.7,3.3,voltage,3.3
XFMR-018592,FDR-0058,10.0,0,3.4,8.9,6.1,voltage,6.1
XFMR-018593,FDR-0058,333.0,3.1,122.4,211.5,141.3,voltage,141.3
XFMR-018594,FDR-0058,250.0,7.6,110.9,155.6,103.0,voltage,103.0
XFMR-018595,FDR-0058,333.0,10.2,223.6,211.6,194.2,voltage,194.2
XFMR-018596,FDR-0058,167.0,0,52.2,109.8,100.1,voltage,100.1
XFMR-018597,FDR-0058,100.0,8.0,66.9,57.4,31.8,voltage,31.8
XFMR-018598,FDR-0058,333.0,39.4,215.0,230.7,151.9,voltage,151.9
XFMR-018599,FDR-0058,250.0,10.8,185.5,160.1,81.8,voltage,81.8
XFMR-018600,FDR-0058,25.0,57.7,14.9,0.0,0.0,voltage,0.0
XFMR-018601,FDR-0058,333.0,0,239.9,248.6,127.4,voltage,127.4
XFMR-018602,FDR-0058,10.0,103.2,4.4,0.0,0.0,voltage,0.0
XFMR-018603,FDR-0058,250.0,0,172.2,147.3,118.7,voltage,118.7
XFMR-018604,FDR-0058,250.0,174.0,139.5,67.6,0.0,voltage,0.0
XFMR-018605,FDR-0058,250.0,235.3,119.7,66.7,0.0,voltage,0.0
XFMR-018606,FDR-0058,100.0,0,43.0,61.8,68.3,thermal,61.8
XFMR-018607,FDR-0058,250.0,5.8,129.3,194.7,124.4,voltage,124.4
XFMR-018608,FDR-0058,15.0,0,4.8,12.3,6.7,voltage,6.7
XFMR-018609,FDR-0058,37.5,0,28.5,23.4,20.0,voltage,20.0
XFMR-018610,FDR-0058,333.0,8.2,166.6,253.0,183.8,voltage,183.8
XFMR-018611,FDR-0058,15.0,119.8,11.0,0.0,0.0,voltage,0.0
XFMR-018612,FDR-0058,50.0,0,30.0,30.5,30.5,voltage,30.5
XFMR-018613,FDR-0058,25.0,6.4,7.6,15.4,10.6,voltage,10.6
XFMR-018614,FDR-0058,50.0,8.1,24.8,26.6,19.1,voltage,19.1
XFMR-018615,FDR-0058,25.0,12.4,13.4,10.3,6.5,voltage,6.5
XFMR-018616,FDR-0058,37.5,105.0,29.5,0.0,0.0,voltage,0.0
XFMR-018617,FDR-0058,15.0,8.0,11.1,5.2,3.6,voltage,3.6
