charger_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,charger_type,power_kw,connector,install_date,network,status
EV-008517,CUST-0108559,XFMR-016785,FDR-0052,SUB-012,33.372597,-112.056578,Level 1,1.4,NEMA 5-15,2019-02-01,Electrify America,active
EV-008518,CUST-0108580,XFMR-016788,FDR-0052,SUB-012,33.371724,-112.056494,DCFC,150,CCS,2022-10-01,EVgo,active
EV-008519,CUST-0108603,XFMR-016791,FDR-0052,SUB-012,33.37123,-112.056968,DCFC,50,CCS,2024-11-01,private,active
EV-008520,CUST-0108634,XFMR-016797,FDR-0052,SUB-012,33.3688,-112.056931,Level 2,7.7,J1772,2021-07-01,EVgo,active
EV-008521,CUST-0108640,XFMR-016798,FDR-0052,SUB-012,33.368915,-112.056818,Level 2,19.2,J1772,2021-07-01,private,offline
EV-008522,CUST-0108651,XFMR-016799,FDR-0052,SUB-012,33.36815,-112.057077,Level 1,1.4,NEMA 5-15,2023-09-01,Electrify America,active
EV-008523,CUST-0108653,XFMR-016799,FDR-0052,SUB-012,33.368452,-112.056492,Level 2,19.2,J1772,2021-02-01,EVgo,active
EV-008524,CUST-0108657,XFMR-016800,FDR-0052,SUB-012,33.367869,-112.056726,Level 2,11.5,J1772,2023-12-01,Electrify America,active
EV-008525,CUST-0108665,XFMR-016801,FDR-0052,SUB-012,33.368011,-112.05649,Level 1,1.4,NEMA 5-15,2023-03-01,Electrify America,active
EV-008526,CUST-0108666,XFMR-016801,FDR-0052,SUB-012,33.367972,-112.056498,DCFC,150,CCS,2021-12-01,Electrify America,active
EV-008527,CUST-0108670,XFMR-016801,FDR-0052,SUB-012,33.367546,-112.056844,Level 2,11.5,J1772,2022-03-01,Blink,active
EV-008528,CUST-0108671,XFMR-016802,FDR-0052,SUB-012,33.367219,-112.056524,Level 1,1.4,NEMA 5-15,2020-10-01,private,active
EV-008529,CUST-0108672,XFMR-016802,FDR-0052,SUB-012,33.367707,-112.056411,Level 2,19.2,J1772,2022-08-01,private,active
EV-008530,CUST-0108708,XFMR-016806,FDR-0052,SUB-012,33.366576,-112.056967,Level 2,11.5,J1772,2020-10-01,ChargePoint,active
EV-008531,CUST-0108712,XFMR-016807,FDR-0052,SUB-012,33.366265,-112.056979,Level 1,1.4,NEMA 5-15,2019-01-01,Tesla,active
EV-008532,CUST-0108731,XFMR-016810,FDR-0052,SUB-012,33.36515,-112.056349,Level 2,7.7,J1772,2019-05-01,Electrify America,active
EV-008533,CUST-0108733,XFMR-016810,FDR-0052,SUB-012,33.364937,-112.056951,Level 2,7.7,J1772,2023-03-01,EVgo,active
EV-008534,CUST-0108738,XFMR-016810,FDR-0052,SUB-012,33.365518,-112.056871,Level 2,7.7,J1772,2021-11-01,ChargePoint,active
EV-008535,CUST-0108743,XFMR-016811,FDR-0052,SUB-012,33.365094,-112.056614,DCFC,350,CCS,2022-03-01,Tesla,active
EV-008536,CUST-0108749,XFMR-016812,FDR-0052,SUB-012,33.364449,-112.056437,Level 2,19.2,J1772,2021-07-01,ChargePoint,active
EV-008537,CUST-0108750,XFMR-016812,FDR-0052,SUB-012,33.364562,-112.056393,Level 1,1.4,NEMA 5-15,2021-02-01,Tesla,active
EV-008538,CUST-0108761,XFMR-016814,FDR-0052,SUB-012,33.364158,-112.056298,Level 2,7.7,J1772,2023-08-01,Electrify America,active
EV-008539,CUST-0108769,XFMR-016815,FDR-0052,SUB-012,33.36388,-112.056634,Level 2,19.2,J1772,2021-12-01,private,active
EV-008540,CUST-0108771,XFMR-016815,FDR-0052,SUB-012,33.363715,-112.056642,Level 2,11.5,J1772,2022-10-01,private,active
EV-008541,CUST-0108794,XFMR-016818,FDR-0053,SUB-012,33.404702,-112.056419,Level 1,1.4,NEMA 5-15,2023-12-01,Electrify America,active
EV-008542,CUST-0108839,XFMR-016824,FDR-0053,SUB-012,33.406513,-112.056842,Level 2,7.7,J1772,2024-06-01,Electrify America,active
EV-008543,CUST-0108866,XFMR-016827,FDR-0053,SUB-012,33.406902,-112.056978,Level 2,19.2,J1772,2021-12-01,Blink,active
EV-008544,CUST-0108888,XFMR-016830,FDR-0053,SUB-012,33.40756,-112.056933,Level 2,7.7,J1772,2023-03-01,Tesla,active
EV-008545,CUST-0108902,XFMR-016832,FDR-0053,SUB-012,33.407562,-112.056942,Level 1,1.4,NEMA 5-15,2023-03-01,Tesla,active
EV-008546,CUST-0108903,XFMR-016832,FDR-0053,SUB-012,33.407713,-112.057041,Level 2,19.2,J1772,2024-05-01,Blink,active
EV-008547,CUST-0108917,XFMR-016835,FDR-0053,SUB-012,33.408531,-112.056756,Level 2,19.2,J1772,2019-12-01,ChargePoint,active
EV-008548,CUST-0108918,XFMR-016835,FDR-0053,SUB-012,33.407963,-112.056236,Level 1,1.4,NEMA 5-15,2022-12-01,EVgo,active
EV-008549,CUST-0108919,XFMR-016835,FDR-0053,SUB-012,33.408699,-112.056339,Level 2,11.5,J1772,2024-04-01,Electrify America,active
EV-008550,CUST-0108953,XFMR-016839,FDR-0053,SUB-012,33.409029,-112.056482,Level 2,11.5,J1772,2022-05-01,EVgo,active
EV-008551,CUST-0108958,XFMR-016840,FDR-0053,SUB-012,33.409323,-112.056949,Level 2,7.7,J1772,2021-08-01,ChargePoint,active
EV-008552,CUST-0108976,XFMR-016842,FDR-0053,SUB-012,33.409902,-112.056381,Level 2,19.2,J1772,2021-08-01,private,offline
EV-008553,CUST-0108979,XFMR-016842,FDR-0053,SUB-012,33.410051,-112.056816,Level 2,11.5,J1772,2022-07-01,private,active
EV-008554,CUST-0108982,XFMR-016843,FDR-0053,SUB-012,33.40967,-112.056454,Level 1,1.4,NEMA 5-15,2019-05-01,Blink,active
EV-008555,CUST-0109022,XFMR-016847,FDR-0053,SUB-012,33.410534,-112.056333,Level 2,11.5,J1772,2019-07-01,Electrify America,active
EV-008556,CUST-0109065,XFMR-016854,FDR-0053,SUB-012,33.412246,-112.057056,Level 2,7.7,J1772,2021-06-01,Electrify America,active
EV-008557,CUST-0109066,XFMR-016854,FDR-0053,SUB-012,33.412057,-112.056345,Level 2,7.7,J1772,2022-11-01,EVgo,active
EV-008558,CUST-0109077,XFMR-016856,FDR-0053,SUB-012,33.412553,-112.056227,Level 2,11.5,J1772,2022-01-01,private,active
EV-008559,CUST-0109084,XFMR-016858,FDR-0053,SUB-012,33.412918,-112.056892,Level 2,7.7,J1772,2022-07-01,Tesla,active
EV-008560,CUST-0109099,XFMR-016861,FDR-0053,SUB-012,33.413576,-112.056382,Level 2,11.5,J1772,2021-07-01,EVgo,active
EV-008561,CUST-0109100,XFMR-016861,FDR-0053,SUB-012,33.413048,-112.056418,Level 2,19.2,J1772,2019-01-01,private,active
EV-008562,CUST-0109102,XFMR-016862,FDR-0053,SUB-012,33.413529,-112.056253,DCFC,50,CCS,2022-07-01,EVgo,active
EV-008563,CUST-0109115,XFMR-016863,FDR-0053,SUB-012,33.413701,-112.056963,Level 2,19.2,J1772,2024-08-01,private,active
EV-008564,CUST-0109130,XFMR-016866,FDR-0053,SUB-012,33.413961,-112.056262,Level 2,7.7,J1772,2022-05-01,ChargePoint,active
EV-008565,CUST-0109140,XFMR-016867,FDR-0053,SUB-012,33.414899,-112.056174,DCFC,350,CCS,2019-10-01,ChargePoint,active
EV-008566,CUST-0109149,XFMR-016868,FDR-0053,SUB-012,33.414997,-112.056494,Level 2,7.7,J1772,2020-05-01,EVgo,active
EV-008567,CUST-0109159,XFMR-016868,FDR-0053,SUB-012,33.414836,-112.057066,Level 2,19.2,J1772,2022-11-01,EVgo,active
EV-008568,CUST-0109177,XFMR-016870,FDR-0053,SUB-012,33.414928,-112.057038,Level 2,7.7,J1772,2022-03-01,EVgo,active
EV-008569,CUST-0109189,XFMR-016872,FDR-0053,SUB-012,33.41584,-112.056407,Level 2,11.5,J1772,2020-01-01,private,active
EV-008570,CUST-0109241,XFMR-016880,FDR-0053,SUB-012,33.41707,-112.056687,Level 2,7.7,J1772,2022-07-01,Electrify America,active
EV-008571,CUST-0109242,XFMR-016880,FDR-0053,SUB-012,33.416938,-112.056171,Level 2,7.7,J1772,2019-09-01,private,active
EV-008572,CUST-0109253,XFMR-016881,FDR-0053,SUB-012,33.417595,-112.056376,Level 2,11.5,J1772,2023-07-01,private,active
EV-008573,CUST-0109254,XFMR-016882,FDR-0053,SUB-012,33.417715,-112.056199,Level 2,7.7,J1772,2023-03-01,Tesla,active
EV-008574,CUST-0109259,XFMR-016883,FDR-0053,SUB-012,33.417313,-112.056903,Level 2,19.2,J1772,2019-08-01,Tesla,active
EV-008575,CUST-0109272,XFMR-016887,FDR-0053,SUB-012,33.418531,-112.056836,Level 1,1.4,NEMA 5-15,2021-08-01,private,active
EV-008576,CUST-0109292,XFMR-016890,FDR-0053,SUB-012,33.419272,-112.057112,Level 2,11.5,J1772,2020-12-01,Blink,active
EV-008577,CUST-0109298,XFMR-016891,FDR-0053,SUB-012,33.419158,-112.056257,Level 2,19.2,J1772,2024-01-01,Blink,active
EV-008578,CUST-0109311,XFMR-016894,FDR-0053,SUB-012,33.419391,-112.056716,Level 2,11.5,J1772,2019-03-01,private,active
EV-008579,CUST-0109358,XFMR-016904,FDR-0053,SUB-012,33.421379,-112.056534,Level 2,7.7,J1772,2019-03-01,private,active
EV-008580,CUST-0109359,XFMR-016904,FDR-0053,SUB-012,33.421632,-112.056396,Level 2,19.2,J1772,2020-01-01,Tesla,active
EV-008581,CUST-0109360,XFMR-016904,FDR-0053,SUB-012,33.421727,-112.057099,Level 1,1.4,NEMA 5-15,2019-02-01,Electrify America,active
EV-008582,CUST-0109366,XFMR-016904,FDR-0053,SUB-012,33.421698,-112.057078,Level 2,19.2,J1772,2022-08-01,EVgo,active
EV-008583,CUST-0109368,XFMR-016905,FDR-0053,SUB-012,33.422199,-112.056319,Level 1,1.4,NEMA 5-15,2022-01-01,EVgo,active
EV-008584,CUST-0109369,XFMR-016905,FDR-0053,SUB-012,33.421533,-112.05636,Level 1,1.4,NEMA 5-15,2023-07-01,ChargePoint,active
EV-008585,CUST-0109397,XFMR-016909,FDR-0053,SUB-012,33.422681,-112.056566,Level 1,1.4,NEMA 5-15,2024-08-01,Blink,active
EV-008586,CUST-0109409,XFMR-016910,FDR-0053,SUB-012,33.422699,-112.056129,Level 2,7.7,J1772,2022-09-01,ChargePoint,active
EV-008587,CUST-0109413,XFMR-016911,FDR-0053,SUB-012,33.42294,-112.057002,Level 2,11.5,J1772,2023-07-01,ChargePoint,active
EV-008588,CUST-0109419,XFMR-016912,FDR-0053,SUB-012,33.423013,-112.05695,Level 2,7.7,J1772,2022-11-01,Electrify America,active
EV-008589,CUST-0109446,XFMR-016917,FDR-0053,SUB-012,33.424208,-112.056771,Level 1,1.4,NEMA 5-15,2024-07-01,EVgo,active
EV-008590,CUST-0109454,XFMR-016918,FDR-0053,SUB-012,33.424665,-112.057062,Level 2,19.2,J1772,2020-03-01,EVgo,active
EV-008591,CUST-0109460,XFMR-016918,FDR-0053,SUB-012,33.424426,-112.05634,Level 2,7.7,J1772,2019-12-01,Tesla,active
EV-008592,CUST-0109485,XFMR-016922,FDR-0053,SUB-012,33.425059,-112.056473,Level 2,7.7,J1772,2019-02-01,private,active
EV-008593,CUST-0109499,XFMR-016923,FDR-0053,SUB-012,33.425484,-112.057054,Level 2,7.7,J1772,2020-12-01,EVgo,offline
EV-008594,CUST-0109506,XFMR-016925,FDR-0053,SUB-012,33.425677,-112.056166,DCFC,350,CCS,2023-06-01,Blink,active
EV-008595,CUST-0109515,XFMR-016927,FDR-0053,SUB-012,33.426427,-112.056852,Level 1,1.4,NEMA 5-15,2020-11-01,Tesla,active
EV-008596,CUST-0109560,XFMR-016934,FDR-0053,SUB-012,33.427529,-112.056872,Level 2,19.2,J1772,2022-09-01,Blink,active
EV-008597,CUST-0109562,XFMR-016934,FDR-0053,SUB-012,33.427141,-112.056346,Level 1,1.4,NEMA 5-15,2023-12-01,Blink,active
EV-008598,CUST-0109565,XFMR-016934,FDR-0053,SUB-012,33.427088,-112.056815,Level 1,1.4,NEMA 5-15,2019-02-01,private,active
EV-008599,CUST-0109579,XFMR-016936,FDR-0053,SUB-012,33.42771,-112.056393,Level 2,11.5,J1772,2021-06-01,private,active
EV-008600,CUST-0109587,XFMR-016936,FDR-0053,SUB-012,33.427497,-112.056275,DCFC,150,CCS,2020-03-01,Electrify America,active
EV-008601,CUST-0109597,XFMR-016938,FDR-0053,SUB-012,33.428467,-112.056924,Level 2,7.7,J1772,2024-12-01,EVgo,active
EV-008602,CUST-0109605,XFMR-016939,FDR-0053,SUB-012,33.427912,-112.056333,Level 1,1.4,NEMA 5-15,2020-02-01,ChargePoint,active
EV-008603,CUST-0109639,XFMR-016945,FDR-0053,SUB-012,33.429062,-112.056219,Level 2,7.7,J1772,2023-05-01,private,active
EV-008604,CUST-0109673,XFMR-016949,FDR-0053,SUB-012,33.430536,-112.056554,Level 2,11.5,J1772,2021-04-01,ChargePoint,active
EV-008605,CUST-0109675,XFMR-016950,FDR-0053,SUB-012,33.430845,-112.056537,Level 2,7.7,J1772,2022-02-01,ChargePoint,active
EV-008606,CUST-0109693,XFMR-016952,FDR-0053,SUB-012,33.430554,-112.056449,Level 1,1.4,NEMA 5-15,2019-12-01,EVgo,active
EV-008607,CUST-0109706,XFMR-016954,FDR-0053,SUB-012,33.430819,-112.056178,Level 1,1.4,NEMA 5-15,2020-11-01,EVgo,active
EV-008608,CUST-0109719,XFMR-016956,FDR-0053,SUB-012,33.431553,-112.056983,Level 2,11.5,J1772,2023-08-01,Tesla,active
EV-008609,CUST-0109764,XFMR-016961,FDR-0053,SUB-012,33.432434,-112.056222,Level 2,11.5,J1772,2020-02-01,Tesla,active
EV-008610,CUST-0109796,XFMR-016964,FDR-0053,SUB-012,33.432729,-112.056362,Level 2,19.2,J1772,2022-12-01,Electrify America,active
EV-008611,CUST-0109806,XFMR-016965,FDR-0053,SUB-012,33.432955,-112.056617,Level 2,19.2,J1772,2022-09-01,Tesla,active
EV-008612,CUST-0109819,XFMR-016967,FDR-0053,SUB-012,33.433689,-112.056489,Level 2,11.5,J1772,2023-11-01,private,active
EV-008613,CUST-0109820,XFMR-016967,FDR-0053,SUB-012,33.434056,-112.05694,Level 2,19.2,J1772,2022-07-01,Electrify America,active
EV-008614,CUST-0109838,XFMR-016970,FDR-0053,SUB-012,33.434211,-112.056927,Level 2,19.2,J1772,2021-11-01,EVgo,active
EV-008615,CUST-0109839,XFMR-016970,FDR-0053,SUB-012,33.434154,-112.056914,Level 2,7.7,J1772,2020-08-01,EVgo,active
EV-008616,CUST-0109857,XFMR-016972,FDR-0053,SUB-012,33.434422,-112.056207,DCFC,350,CCS,2022-03-01,private,active
EV-008617,CUST-0109864,XFMR-016972,FDR-0053,SUB-012,33.434358,-112.056829,Level 2,7.7,J1772,2020-08-01,ChargePoint,active
EV-008618,CUST-0109878,XFMR-016975,FDR-0053,SUB-012,33.434982,-112.056512,Level 2,7.7,J1772,2020-02-01,EVgo,active
EV-008619,CUST-0109887,XFMR-016976,FDR-0053,SUB-012,33.435694,-112.056145,DCFC,350,CCS,2020-04-01,private,active
EV-008620,CUST-0109890,XFMR-016976,FDR-0053,SUB-012,33.435342,-112.05692,Level 2,7.7,J1772,2021-11-01,Tesla,active
EV-008621,CUST-0109892,XFMR-016977,FDR-0053,SUB-012,33.435595,-112.056341,Level 2,11.5,J1772,2022-11-01,Blink,active
EV-008622,CUST-0109906,XFMR-016979,FDR-0053,SUB-012,33.43636,-112.056176,Level 2,7.7,J1772,2023-09-01,private,active
EV-008623,CUST-0109916,XFMR-016980,FDR-0053,SUB-012,33.435886,-112.057015,Level 2,7.7,J1772,2023-08-01,private,active
EV-008624,CUST-0109927,XFMR-016981,FDR-0053,SUB-012,33.43639,-112.05687,Level 2,19.2,J1772,2024-04-01,Blink,active
EV-008625,CUST-0109946,XFMR-016983,FDR-0053,SUB-012,33.436952,-112.056888,Level 1,1.4,NEMA 5-15,2021-04-01,Blink,active
EV-008626,CUST-0109953,XFMR-016985,FDR-0053,SUB-012,33.43744,-112.056353,Level 2,11.5,J1772,2022-07-01,ChargePoint,active
EV-008627,CUST-0109978,XFMR-016988,FDR-0053,SUB-012,33.437567,-112.056481,Level 2,7.7,J1772,2019-12-01,EVgo,active
EV-008628,CUST-0109980,XFMR-016989,FDR-0053,SUB-012,33.43791,-112.056429,Level 2,19.2,J1772,2022-12-01,Tesla,active
EV-008629,CUST-0109982,XFMR-016989,FDR-0053,SUB-012,33.437719,-112.057024,Level 2,11.5,J1772,2020-12-01,Blink,active
EV-008630,CUST-0110004,XFMR-016991,FDR-0053,SUB-012,33.438586,-112.056265,Level 2,7.7,J1772,2019-07-01,Tesla,active
EV-008631,CUST-0110019,XFMR-016994,FDR-0053,SUB-012,33.43903,-112.056176,Level 2,7.7,J1772,2020-05-01,Blink,active
EV-008632,CUST-0110039,XFMR-016998,FDR-0053,SUB-012,33.439748,-112.05685,Level 1,1.4,NEMA 5-15,2024-05-01,private,active
EV-008633,CUST-0110046,XFMR-017000,FDR-0053,SUB-012,33.439907,-112.056907,Level 2,7.7,J1772,2021-02-01,EVgo,active
EV-008634,CUST-0110047,XFMR-017000,FDR-0053,SUB-012,33.439647,-112.056907,Level 2,7.7,J1772,2020-04-01,EVgo,active
EV-008635,CUST-0110063,XFMR-017003,FDR-0053,SUB-012,33.440215,-112.05651,Level 2,7.7,J1772,2019-04-01,ChargePoint,active
EV-008636,CUST-0110077,XFMR-017006,FDR-0053,SUB-012,33.441007,-112.057073,Level 2,11.5,J1772,2023-09-01,Electrify America,active
EV-008637,CUST-0110081,XFMR-017006,FDR-0053,SUB-012,33.441001,-112.056993,Level 2,11.5,J1772,2022-02-01,Tesla,active
EV-008638,CUST-0110082,XFMR-017006,FDR-0053,SUB-012,33.441485,-112.056401,DCFC,350,CCS,2024-04-01,Electrify America,active
EV-008639,CUST-0110107,XFMR-017010,FDR-0053,SUB-012,33.44203,-112.056645,Level 2,7.7,J1772,2019-09-01,private,active
EV-008640,CUST-0110116,XFMR-017011,FDR-0053,SUB-012,33.441944,-112.056945,Level 2,11.5,J1772,2023-07-01,Tesla,active
EV-008641,CUST-0110121,XFMR-017011,FDR-0053,SUB-012,33.442461,-112.056207,Level 2,19.2,J1772,2022-03-01,private,active
EV-008642,CUST-0110122,XFMR-017011,FDR-0053,SUB-012,33.441876,-112.056363,Level 2,7.7,J1772,2019-12-01,ChargePoint,active
EV-008643,CUST-0110125,XFMR-017012,FDR-0053,SUB-012,33.442608,-112.056846,Level 2,7.7,J1772,2020-08-01,Electrify America,active
EV-008644,CUST-0110130,XFMR-017012,FDR-0053,SUB-012,33.442514,-112.056371,Level 2,7.7,J1772,2019-09-01,Electrify America,active
EV-008645,CUST-0110142,XFMR-017013,FDR-0053,SUB-012,33.442506,-112.056397,Level 2,11.5,J1772,2021-12-01,Electrify America,active
EV-008646,CUST-0110171,XFMR-017019,FDR-0053,SUB-012,33.443452,-112.056402,Level 2,11.5,J1772,2023-03-01,ChargePoint,active
EV-008647,CUST-0110179,XFMR-017020,FDR-0053,SUB-012,33.443796,-112.056839,DCFC,350,CCS,2024-08-01,Electrify America,active
EV-008648,CUST-0110185,XFMR-017021,FDR-0053,SUB-012,33.444392,-112.056425,Level 1,1.4,NEMA 5-15,2022-04-01,EVgo,active
EV-008649,CUST-0110186,XFMR-017021,FDR-0053,SUB-012,33.444077,-112.057091,DCFC,50,CCS,2022-12-01,Blink,active
EV-008650,CUST-0110195,XFMR-017022,FDR-0053,SUB-012,33.444491,-112.056856,Level 2,11.5,J1772,2024-07-01,Blink,active
EV-008651,CUST-0110208,XFMR-017024,FDR-0053,SUB-012,33.444222,-112.056942,Level 2,11.5,J1772,2019-07-01,Tesla,active
EV-008652,CUST-0110222,XFMR-017026,FDR-0053,SUB-012,33.444912,-112.056878,Level 2,7.7,J1772,2021-08-01,EVgo,active
EV-008653,CUST-0110226,XFMR-017026,FDR-0053,SUB-012,33.444844,-112.056867,Level 2,11.5,J1772,2024-04-01,ChargePoint,active
EV-008654,CUST-0110235,XFMR-017027,FDR-0053,SUB-012,33.445348,-112.056711,Level 2,11.5,J1772,2022-12-01,EVgo,active
EV-008655,CUST-0110260,XFMR-017029,FDR-0053,SUB-012,33.445345,-112.057035,Level 1,1.4,NEMA 5-15,2023-06-01,private,active
EV-008656,CUST-0110269,XFMR-017030,FDR-0053,SUB-012,33.445942,-112.056394,Level 2,19.2,J1772,2024-03-01,Tesla,active
EV-008657,CUST-0110270,XFMR-017030,FDR-0053,SUB-012,33.44557,-112.056369,Level 1,1.4,NEMA 5-15,2023-10-01,Tesla,active
EV-008658,CUST-0110289,XFMR-017032,FDR-0053,SUB-012,33.44625,-112.056388,Level 1,1.4,NEMA 5-15,2024-10-01,Electrify America,active
EV-008659,CUST-0110315,XFMR-017038,FDR-0053,SUB-012,33.446923,-112.056519,DCFC,350,CCS,2023-02-01,Tesla,offline
EV-008660,CUST-0110360,XFMR-017044,FDR-0053,SUB-012,33.448318,-112.056427,DCFC,350,CCS,2023-06-01,Electrify America,active
EV-008661,CUST-0110372,XFMR-017045,FDR-0053,SUB-012,33.448911,-112.057106,Level 2,11.5,J1772,2021-06-01,Tesla,active
EV-008662,CUST-0110395,XFMR-017048,FDR-0053,SUB-012,33.448882,-112.056263,Level 1,1.4,NEMA 5-15,2021-01-01,ChargePoint,active
EV-008663,CUST-0110406,XFMR-017050,FDR-0053,SUB-012,33.449287,-112.056768,Level 2,11.5,J1772,2022-04-01,Tesla,active
EV-008664,CUST-0110417,XFMR-017051,FDR-0053,SUB-012,33.450097,-112.056309,Level 2,11.5,J1772,2022-07-01,EVgo,active
EV-008665,CUST-0110447,XFMR-017055,FDR-0053,SUB-012,33.450459,-112.056332,Level 2,19.2,J1772,2020-02-01,EVgo,active
EV-008666,CUST-0110457,XFMR-017057,FDR-0053,SUB-012,33.450557,-112.05696,Level 2,11.5,J1772,2022-05-01,ChargePoint,active
EV-008667,CUST-0110479,XFMR-017059,FDR-0053,SUB-012,33.451673,-112.05686,Level 2,11.5,J1772,2020-02-01,Electrify America,active
EV-008668,CUST-0110482,XFMR-017060,FDR-0053,SUB-012,33.451708,-112.056939,Level 2,7.7,J1772,2021-04-01,ChargePoint,active
EV-008669,CUST-0110502,XFMR-017063,FDR-0053,SUB-012,33.451948,-112.056842,Level 2,11.5,J1772,2023-06-01,private,active
EV-008670,CUST-0110506,XFMR-017064,FDR-0053,SUB-012,33.452001,-112.056443,Level 2,11.5,J1772,2022-10-01,Blink,active
EV-008671,CUST-0110511,XFMR-017065,FDR-0053,SUB-012,33.452277,-112.056946,Level 2,19.2,J1772,2022-08-01,ChargePoint,active
EV-008672,CUST-0110516,XFMR-017065,FDR-0053,SUB-012,33.45257,-112.05643,DCFC,50,CCS,2021-03-01,Electrify America,active
EV-008673,CUST-0110532,XFMR-017068,FDR-0053,SUB-012,33.453251,-112.056523,Level 2,7.7,J1772,2020-04-01,ChargePoint,active
EV-008674,CUST-0110544,XFMR-017069,FDR-0053,SUB-012,33.453635,-112.056581,DCFC,150,CCS,2019-07-01,ChargePoint,active
EV-008675,CUST-0110553,XFMR-017073,FDR-0053,SUB-012,33.453897,-112.056468,Level 2,7.7,J1772,2023-06-01,EVgo,active
EV-008676,CUST-0110568,XFMR-017078,FDR-0053,SUB-012,33.455276,-112.056804,Level 2,19.2,J1772,2020-01-01,Tesla,active
EV-008677,CUST-0110587,XFMR-017081,FDR-0053,SUB-012,33.455587,-112.056139,DCFC,50,CCS,2021-07-01,EVgo,active
EV-008678,CUST-0110616,XFMR-017087,FDR-0053,SUB-012,33.456356,-112.056371,Level 2,7.7,J1772,2023-09-01,private,active
EV-008679,CUST-0110620,XFMR-017087,FDR-0053,SUB-012,33.456856,-112.056364,Level 2,11.5,J1772,2019-06-01,ChargePoint,offline
EV-008680,CUST-0110647,XFMR-017095,FDR-0053,SUB-012,33.458223,-112.056923,Level 2,7.7,J1772,2024-07-01,ChargePoint,active
EV-008681,CUST-0110688,XFMR-017100,FDR-0053,SUB-012,33.459094,-112.056363,DCFC,50,CCS,2019-04-01,ChargePoint,active
EV-008682,CUST-0110693,XFMR-017100,FDR-0053,SUB-012,33.459403,-112.056188,Level 2,11.5,J1772,2022-02-01,ChargePoint,active
EV-008683,CUST-0110695,XFMR-017100,FDR-0053,SUB-012,33.459373,-112.056351,Level 1,1.4,NEMA 5-15,2021-09-01,ChargePoint,active
EV-008684,CUST-0110708,XFMR-017102,FDR-0053,SUB-012,33.459662,-112.05708,Level 2,7.7,J1772,2022-11-01,ChargePoint,active
EV-008685,CUST-0110714,XFMR-017102,FDR-0053,SUB-012,33.459423,-112.056409,Level 1,1.4,NEMA 5-15,2019-04-01,Blink,active
EV-008686,CUST-0110732,XFMR-017105,FDR-0053,SUB-012,33.460417,-112.056191,DCFC,150,CCS,2019-04-01,private,active
EV-008687,CUST-0110737,XFMR-017105,FDR-0053,SUB-012,33.460008,-112.056896,Level 2,7.7,J1772,2020-02-01,private,active
EV-008688,CUST-0110742,XFMR-017107,FDR-0053,SUB-012,33.460309,-112.05642,Level 2,11.5,J1772,2022-03-01,ChargePoint,active
EV-008689,CUST-0110746,XFMR-017107,FDR-0053,SUB-012,33.460357,-112.056504,Level 2,11.5,J1772,2020-09-01,EVgo,active
EV-008690,CUST-0110751,XFMR-017107,FDR-0053,SUB-012,33.460385,-112.057054,Level 2,7.7,J1772,2024-08-01,Electrify America,active
EV-008691,CUST-0110765,XFMR-017110,FDR-0053,SUB-012,33.460853,-112.057129,Level 2,19.2,J1772,2024-10-01,Tesla,active
EV-008692,CUST-0110782,XFMR-017113,FDR-0053,SUB-012,33.461425,-112.05684,Level 2,19.2,J1772,2019-07-01,Blink,active
EV-008693,CUST-0110785,XFMR-017113,FDR-0053,SUB-012,33.461844,-112.056787,Level 2,19.2,J1772,2021-11-01,Blink,active
EV-008694,CUST-0110795,XFMR-017114,FDR-0053,SUB-012,33.461843,-112.056343,Level 2,11.5,J1772,2022-04-01,Tesla,active
EV-008695,CUST-0110817,XFMR-017118,FDR-0053,SUB-012,33.462769,-112.057072,Level 1,1.4,NEMA 5-15,2021-04-01,ChargePoint,active
EV-008696,CUST-0110838,XFMR-017121,FDR-0053,SUB-012,33.463627,-112.056826,Level 2,7.7,J1772,2022-12-01,EVgo,active
EV-008697,CUST-0110857,XFMR-017124,FDR-0053,SUB-012,33.463787,-112.056881,Level 2,19.2,J1772,2022-05-01,EVgo,active
EV-008698,CUST-0110867,XFMR-017124,FDR-0053,SUB-012,33.46401,-112.056538,Level 2,19.2,J1772,2019-07-01,private,active
EV-008699,CUST-0110886,XFMR-017126,FDR-0053,SUB-012,33.463818,-112.056431,Level 1,1.4,NEMA 5-15,2021-10-01,Blink,active
EV-008700,CUST-0110912,XFMR-017131,FDR-0053,SUB-012,33.46523,-112.056388,Level 1,1.4,NEMA 5-15,2021-07-01,Tesla,active
EV-008701,CUST-0110978,XFMR-017141,FDR-0053,SUB-012,33.46718,-112.056958,Level 2,11.5,J1772,2024-08-01,Blink,active
EV-008702,CUST-0110985,XFMR-017141,FDR-0053,SUB-012,33.466714,-112.0565,Level 2,19.2,J1772,2022-09-01,EVgo,active
EV-008703,CUST-0111001,XFMR-017144,FDR-0053,SUB-012,33.467632,-112.057006,Level 2,7.7,J1772,2021-02-01,Electrify America,active
EV-008704,CUST-0111007,XFMR-017144,FDR-0053,SUB-012,33.467969,-112.056377,Level 2,11.5,J1772,2022-06-01,EVgo,active
EV-008705,CUST-0111009,XFMR-017145,FDR-0053,SUB-012,33.467606,-112.05636,Level 2,7.7,J1772,2021-08-01,private,active
