feeder_id,timestamp,load_mw,load_mvar,voltage_pu,power_factor
FDR-0025,2024-01-21 14:00,5.065,2.049,0.9716,0.927
FDR-0025,2024-01-21 15:00,5.411,2.636,0.9626,0.899
FDR-0025,2024-01-21 16:00,6.084,2.499,0.9928,0.925
FDR-0025,2024-01-21 17:00,7.297,2.6,0.9808,0.942
FDR-0025,2024-01-21 18:00,6.236,1.299,0.979,0.979
FDR-0025,2024-01-21 19:00,6.699,2.752,0.972,0.925
FDR-0025,2024-01-21 20:00,4.786,2.478,0.9946,0.888
FDR-0025,2024-01-21 21:00,4.556,1.06,1.0183,0.974
FDR-0025,2024-01-21 22:00,4.101,2.078,0.979,0.892
FDR-0025,2024-01-21 23:00,3.77,1.478,0.9618,0.931
FDR-0025,2024-04-15 00:00,2.953,1.276,1.0364,0.918
FDR-0025,2024-04-15 01:00,3.435,1.693,1.0353,0.897
FDR-0025,2024-04-15 02:00,3.387,1.453,1.0231,0.919
FDR-0025,2024-04-15 03:00,3.501,1.163,1.0114,0.949
FDR-0025,2024-04-15 04:00,3.413,1.833,1.0326,0.881
FDR-0025,2024-04-15 05:00,3.242,1.019,1.0205,0.954
FDR-0025,2024-04-15 06:00,3.354,0.715,0.9714,0.978
FDR-0025,2024-04-15 07:00,4.321,1.981,0.9852,0.909
FDR-0025,2024-04-15 08:00,4.613,2.061,0.9917,0.913
FDR-0025,2024-04-15 09:00,5.482,1.953,0.9996,0.942
FDR-0025,2024-04-15 10:00,5.393,1.229,1.0052,0.975
FDR-0025,2024-04-15 11:00,5.336,1.597,0.9998,0.958
FDR-0025,2024-04-15 12:00,5.502,1.885,1.0474,0.946
FDR-0025,2024-04-15 13:00,5.354,1.908,1.0363,0.942
FDR-0025,2024-04-15 14:00,5.31,2.341,0.9759,0.915
FDR-0025,2024-04-15 15:00,5.277,2.119,1.0114,0.928
FDR-0025,2024-04-15 16:00,5.881,1.622,0.9917,0.964
FDR-0025,2024-04-15 17:00,6.866,1.809,0.9619,0.967
FDR-0025,2024-04-15 18:00,7.094,1.583,1.0054,0.976
FDR-0025,2024-04-15 19:00,6.112,3.232,1.0285,0.884
FDR-0025,2024-04-15 20:00,4.886,1.387,0.9891,0.962
FDR-0025,2024-04-15 21:00,4.61,2.259,1.0485,0.898
FDR-0025,2024-04-15 22:00,4.274,1.405,1.0175,0.95
FDR-0025,2024-04-15 23:00,4.248,1.396,0.9871,0.95
FDR-0025,2024-04-16 00:00,3.051,1.309,1.0337,0.919
FDR-0025,2024-04-16 01:00,3.065,1.351,1.0247,0.915
FDR-0025,2024-04-16 02:00,3.231,1.673,1.0398,0.888
FDR-0025,2024-04-16 03:00,3.458,1.289,0.9746,0.937
FDR-0025,2024-04-16 04:00,3.148,1.204,0.9775,0.934
FDR-0025,2024-04-16 05:00,3.139,0.998,1.0153,0.953
FDR-0025,2024-04-16 06:00,3.46,1.411,0.9802,0.926
FDR-0025,2024-04-16 07:00,3.712,1.871,1.03,0.893
FDR-0025,2024-04-16 08:00,4.401,1.266,0.9699,0.961
FDR-0025,2024-04-16 09:00,5.321,2.741,0.9617,0.889
FDR-0025,2024-04-16 10:00,5.254,1.872,0.9992,0.942
FDR-0025,2024-04-16 11:00,5.93,1.407,0.9632,0.973
FDR-0025,2024-04-16 12:00,5.911,2.88,0.9752,0.899
FDR-0025,2024-04-16 13:00,5.515,1.231,1.0489,0.976
FDR-0025,2024-04-16 14:00,5.265,1.431,1.0118,0.965
FDR-0025,2024-04-16 15:00,5.093,2.379,0.9599,0.906
FDR-0025,2024-04-16 16:00,6.778,1.411,0.9595,0.979
FDR-0025,2024-04-16 17:00,6.408,3.194,1.0487,0.895
FDR-0025,2024-04-16 18:00,6.917,1.543,1.037,0.976
FDR-0025,2024-04-16 19:00,6.125,3.189,1.039,0.887
FDR-0025,2024-04-16 20:00,5.073,2.222,0.9591,0.916
FDR-0025,2024-04-16 21:00,4.662,1.629,1.045,0.944
FDR-0025,2024-04-16 22:00,4.291,2.066,0.952,0.901
FDR-0025,2024-04-16 23:00,3.884,1.249,0.9754,0.952
FDR-0025,2024-04-17 00:00,3.27,1.499,1.0201,0.909
FDR-0025,2024-04-17 01:00,3.081,1.266,0.992,0.925
FDR-0025,2024-04-17 02:00,3.202,0.73,0.9959,0.975
FDR-0025,2024-04-17 03:00,3.203,1.65,0.9509,0.889
FDR-0025,2024-04-17 04:00,3.671,1.485,1.0134,0.927
FDR-0025,2024-04-17 05:00,3.096,0.645,1.0189,0.979
FDR-0025,2024-04-17 06:00,3.477,1.684,0.9927,0.9
FDR-0025,2024-04-17 07:00,3.843,2.022,1.0257,0.885
FDR-0025,2024-04-17 08:00,4.905,2.58,1.0379,0.885
FDR-0025,2024-04-17 09:00,4.771,2.378,0.9955,0.895
FDR-0025,2024-04-17 10:00,5.61,1.636,0.9871,0.96
FDR-0025,2024-04-17 11:00,5.635,2.793,1.0337,0.896
FDR-0025,2024-04-17 12:00,6.276,3.387,1.0184,0.88
FDR-0025,2024-04-17 13:00,6.098,2.524,0.9645,0.924
FDR-0025,2024-04-17 14:00,5.693,1.427,0.986,0.97
FDR-0025,2024-04-17 15:00,5.66,2.993,0.9912,0.884
FDR-0025,2024-04-17 16:00,6.348,1.852,1.0382,0.96
FDR-0025,2024-04-17 17:00,6.316,3.253,0.9768,0.889
FDR-0025,2024-04-17 18:00,6.501,2.067,0.9868,0.953
FDR-0025,2024-04-17 19:00,6.437,3.333,1.0024,0.888
FDR-0025,2024-04-17 20:00,5.141,2.236,0.97,0.917
FDR-0025,2024-04-17 21:00,4.893,2.084,1.0489,0.92
FDR-0025,2024-04-17 22:00,4.06,1.826,1.0242,0.912
FDR-0025,2024-04-17 23:00,3.834,1.943,1.0481,0.892
FDR-0025,2024-04-18 00:00,3.0,1.384,0.9893,0.908
FDR-0025,2024-04-18 01:00,3.201,1.097,0.9942,0.946
FDR-0025,2024-04-18 02:00,3.313,1.633,0.968,0.897
FDR-0025,2024-04-18 03:00,3.23,1.356,0.9907,0.922
FDR-0025,2024-04-18 04:00,3.184,1.46,0.9934,0.909
FDR-0025,2024-04-18 05:00,3.325,1.057,1.0426,0.953
FDR-0025,2024-04-18 06:00,3.275,0.777,0.9831,0.973
FDR-0025,2024-04-18 07:00,4.309,2.075,0.9972,0.901
FDR-0025,2024-04-18 08:00,4.639,1.637,1.0092,0.943
FDR-0025,2024-04-18 09:00,4.825,2.226,1.0081,0.908
FDR-0025,2024-04-18 10:00,5.744,2.141,1.0365,0.937
FDR-0025,2024-04-18 11:00,5.404,1.698,0.9776,0.954
FDR-0025,2024-04-18 12:00,5.751,2.769,0.9815,0.901
FDR-0025,2024-04-18 13:00,5.338,1.598,0.9695,0.958
FDR-0025,2024-04-18 14:00,5.159,2.071,1.008,0.928
FDR-0025,2024-04-18 15:00,5.813,1.805,1.0044,0.955
FDR-0025,2024-04-18 16:00,6.65,3.535,0.9931,0.883
FDR-0025,2024-04-18 17:00,6.833,2.071,0.9657,0.957
FDR-0025,2024-04-18 18:00,6.55,3.392,0.9831,0.888
FDR-0025,2024-04-18 19:00,6.787,2.809,1.0392,0.924
FDR-0025,2024-04-18 20:00,4.529,1.231,0.9769,0.965
FDR-0025,2024-04-18 21:00,4.293,1.038,1.0408,0.972
FDR-0025,2024-04-18 22:00,4.537,1.507,1.0024,0.949
FDR-0025,2024-04-18 23:00,3.962,1.805,0.9523,0.91
FDR-0025,2024-04-19 00:00,3.099,1.366,0.9962,0.915
FDR-0025,2024-04-19 01:00,3.185,1.198,1.0157,0.936
FDR-0025,2024-04-19 02:00,3.277,0.917,0.9962,0.963
FDR-0025,2024-04-19 03:00,3.266,1.727,1.0369,0.884
FDR-0025,2024-04-19 04:00,3.527,1.303,0.9724,0.938
FDR-0025,2024-04-19 05:00,3.121,0.796,0.952,0.969
FDR-0025,2024-04-19 06:00,3.678,1.359,0.9745,0.938
FDR-0025,2024-04-19 07:00,3.958,1.437,0.972,0.94
FDR-0025,2024-04-19 08:00,4.419,0.897,1.0453,0.98
FDR-0025,2024-04-19 09:00,5.329,2.581,1.0349,0.9
FDR-0025,2024-04-19 10:00,5.453,1.482,0.9617,0.965
FDR-0025,2024-04-19 11:00,6.073,3.111,1.0435,0.89
FDR-0025,2024-04-19 12:00,6.077,2.625,1.0013,0.918
FDR-0025,2024-04-19 13:00,5.428,2.811,1.0456,0.888
FDR-0025,2024-04-19 14:00,5.848,1.187,1.0218,0.98
FDR-0025,2024-04-19 15:00,5.408,2.589,0.9597,0.902
FDR-0025,2024-04-19 16:00,5.967,3.04,1.0201,0.891
FDR-0025,2024-04-19 17:00,6.505,2.044,0.9547,0.954
FDR-0025,2024-04-19 18:00,7.248,1.97,0.9817,0.965
FDR-0025,2024-04-19 19:00,6.01,2.614,1.0498,0.917
FDR-0025,2024-04-19 20:00,4.498,2.329,0.9762,0.888
FDR-0025,2024-04-19 21:00,4.784,2.221,0.9511,0.907
FDR-0025,2024-04-19 22:00,4.036,1.827,1.0308,0.911
FDR-0025,2024-04-19 23:00,3.922,2.096,0.9669,0.882
FDR-0025,2024-04-20 00:00,2.77,1.427,1.0486,0.889
FDR-0025,2024-04-20 01:00,2.808,1.493,0.9924,0.883
FDR-0025,2024-04-20 02:00,2.787,1.497,1.0182,0.881
FDR-0025,2024-04-20 03:00,3.13,0.838,1.0005,0.966
FDR-0025,2024-04-20 04:00,2.931,0.974,1.0199,0.949
FDR-0025,2024-04-20 05:00,2.719,0.874,0.9938,0.952
FDR-0025,2024-04-20 06:00,2.954,1.346,0.985,0.91
FDR-0025,2024-04-20 07:00,3.349,1.496,0.9866,0.913
FDR-0025,2024-04-20 08:00,3.704,0.944,1.0243,0.969
FDR-0025,2024-04-20 09:00,4.572,1.205,0.9789,0.967
FDR-0025,2024-04-20 10:00,4.382,1.546,0.9542,0.943
FDR-0025,2024-04-20 11:00,4.558,1.294,0.9964,0.962
FDR-0025,2024-04-20 12:00,5.072,2.221,0.9924,0.916
FDR-0025,2024-04-20 13:00,4.877,1.973,1.0038,0.927
FDR-0025,2024-04-20 14:00,4.344,1.992,1.0242,0.909
FDR-0025,2024-04-20 15:00,4.606,1.562,0.9814,0.947
FDR-0025,2024-04-20 16:00,5.328,1.694,0.9562,0.953
FDR-0025,2024-04-20 17:00,5.839,1.587,1.004,0.965
FDR-0025,2024-04-20 18:00,5.578,2.509,1.0468,0.912
FDR-0025,2024-04-20 19:00,5.503,2.587,1.0012,0.905
FDR-0025,2024-04-20 20:00,4.004,0.931,0.9968,0.974
FDR-0025,2024-04-20 21:00,4.115,1.168,1.0026,0.962
FDR-0025,2024-04-20 22:00,3.789,1.105,1.0264,0.96
FDR-0025,2024-04-20 23:00,3.269,1.353,1.0333,0.924
FDR-0025,2024-04-21 00:00,2.466,0.951,0.9845,0.933
FDR-0025,2024-04-21 01:00,2.67,1.434,1.042,0.881
FDR-0025,2024-04-21 02:00,3.004,1.298,0.9948,0.918
FDR-0025,2024-04-21 03:00,3.056,1.624,1.009,0.883
FDR-0025,2024-04-21 04:00,2.764,1.331,1.008,0.901
FDR-0025,2024-04-21 05:00,2.904,1.323,1.0043,0.91
FDR-0025,2024-04-21 06:00,2.759,1.265,1.0064,0.909
FDR-0025,2024-04-21 07:00,3.371,1.819,0.9739,0.88
FDR-0025,2024-04-21 08:00,3.953,1.153,1.0209,0.96
FDR-0025,2024-04-21 09:00,4.583,1.617,1.0142,0.943
FDR-0025,2024-04-21 10:00,4.815,1.164,1.0314,0.972
FDR-0025,2024-04-21 11:00,5.084,1.961,0.99,0.933
FDR-0025,2024-04-21 12:00,4.789,1.591,0.9714,0.949
FDR-0025,2024-04-21 13:00,4.981,1.808,1.0069,0.94
FDR-0025,2024-04-21 14:00,4.45,1.509,0.9843,0.947
FDR-0025,2024-04-21 15:00,4.903,1.392,0.961,0.962
FDR-0025,2024-04-21 16:00,5.044,2.342,0.9506,0.907
FDR-0025,2024-04-21 17:00,6.079,2.662,0.9915,0.916
FDR-0025,2024-04-21 18:00,6.056,2.67,1.0088,0.915
FDR-0025,2024-04-21 19:00,5.148,1.764,1.0248,0.946
FDR-0025,2024-04-21 20:00,4.254,2.238,1.0163,0.885
FDR-0025,2024-04-21 21:00,3.585,1.371,0.962,0.934
FDR-0025,2024-04-21 22:00,3.696,1.019,0.9599,0.964
FDR-0025,2024-04-21 23:00,3.59,1.583,1.0194,0.915
FDR-0025,2024-07-15 00:00,5.474,2.573,1.0481,0.905
FDR-0025,2024-07-15 01:00,5.197,2.23,0.9595,0.919
FDR-0025,2024-07-15 02:00,5.269,2.462,1.0324,0.906
FDR-0025,2024-07-15 03:00,6.177,2.03,0.9831,0.95
FDR-0025,2024-07-15 04:00,5.692,2.916,1.0276,0.89
FDR-0025,2024-07-15 05:00,5.537,2.274,0.9701,0.925
FDR-0025,2024-07-15 06:00,5.938,2.893,0.9946,0.899
FDR-0025,2024-07-15 07:00,7.12,2.903,0.9948,0.926
FDR-0025,2024-07-15 08:00,8.091,4.01,1.0036,0.896
FDR-0025,2024-07-15 09:00,9.31,4.242,1.026,0.91
FDR-0025,2024-07-15 10:00,9.282,3.521,0.9741,0.935
FDR-0025,2024-07-15 11:00,9.182,4.395,0.9633,0.902
FDR-0025,2024-07-15 12:00,10.38,4.453,0.9702,0.919
FDR-0025,2024-07-15 13:00,10.276,3.267,0.9563,0.953
FDR-0025,2024-07-15 14:00,8.515,4.124,0.9682,0.9
FDR-0025,2024-07-15 15:00,9.127,4.024,0.9548,0.915
FDR-0025,2024-07-15 16:00,10.377,3.592,1.0038,0.945
FDR-0025,2024-07-15 17:00,10.485,4.275,1.0234,0.926
FDR-0025,2024-07-15 18:00,10.725,4.855,0.9687,0.911
FDR-0025,2024-07-15 19:00,11.202,2.333,1.0369,0.979
FDR-0025,2024-07-15 20:00,8.202,4.382,1.0183,0.882
FDR-0025,2024-07-15 21:00,7.554,3.442,1.0202,0.91
FDR-0025,2024-07-15 22:00,7.673,2.81,0.98,0.939
FDR-0025,2024-07-15 23:00,6.724,3.18,0.9664,0.904
FDR-0025,2024-07-16 00:00,5.495,2.223,0.9759,0.927
FDR-0025,2024-07-16 01:00,5.82,3.11,0.9938,0.882
FDR-0025,2024-07-16 02:00,5.694,2.611,1.0197,0.909
FDR-0025,2024-07-16 03:00,5.297,2.61,0.9973,0.897
FDR-0025,2024-07-16 04:00,5.705,2.413,1.0259,0.921
FDR-0025,2024-07-16 05:00,5.899,2.824,1.0183,0.902
FDR-0025,2024-07-16 06:00,5.791,1.374,0.9889,0.973
FDR-0025,2024-07-16 07:00,6.893,1.873,0.9546,0.965
FDR-0025,2024-07-16 08:00,7.691,3.04,1.0431,0.93
FDR-0025,2024-07-16 09:00,8.053,2.56,0.9908,0.953
FDR-0025,2024-07-16 10:00,9.853,4.688,1.0312,0.903
FDR-0025,2024-07-16 11:00,9.022,4.82,1.0384,0.882
FDR-0025,2024-07-16 12:00,10.364,4.57,0.9508,0.915
FDR-0025,2024-07-16 13:00,8.972,4.14,1.0106,0.908
FDR-0025,2024-07-16 14:00,8.941,1.951,1.0094,0.977
FDR-0025,2024-07-16 15:00,9.03,4.601,1.0176,0.891
FDR-0025,2024-07-16 16:00,10.972,5.314,0.989,0.9
FDR-0025,2024-07-16 17:00,11.912,5.599,1.0271,0.905
FDR-0025,2024-07-16 18:00,11.307,4.141,0.9639,0.939
FDR-0025,2024-07-16 19:00,11.234,3.405,1.0282,0.957
FDR-0025,2024-07-16 20:00,8.551,2.217,0.9943,0.968
FDR-0025,2024-07-16 21:00,7.752,3.464,1.0382,0.913
FDR-0025,2024-07-16 22:00,6.849,2.127,0.9841,0.955
FDR-0025,2024-07-16 23:00,6.317,2.229,1.0368,0.943
FDR-0025,2024-07-17 00:00,4.875,1.927,0.9607,0.93
FDR-0025,2024-07-17 01:00,5.887,1.6,1.047,0.965
FDR-0025,2024-07-17 02:00,6.112,2.64,0.9856,0.918
FDR-0025,2024-07-17 03:00,6.19,3.12,1.0316,0.893
FDR-0025,2024-07-17 04:00,5.603,2.387,1.0427,0.92
FDR-0025,2024-07-17 05:00,5.436,2.89,1.0412,0.883
FDR-0025,2024-07-17 06:00,5.53,2.864,1.0235,0.888
FDR-0025,2024-07-17 07:00,7.007,1.597,1.0118,0.975
FDR-0025,2024-07-17 08:00,8.055,2.38,0.973,0.959
FDR-0025,2024-07-17 09:00,8.582,4.349,1.0323,0.892
FDR-0025,2024-07-17 10:00,9.847,5.045,0.9515,0.89
FDR-0025,2024-07-17 11:00,9.846,4.457,1.0023,0.911
FDR-0025,2024-07-17 12:00,9.798,3.779,1.0141,0.933
FDR-0025,2024-07-17 13:00,8.893,3.373,0.9519,0.935
FDR-0025,2024-07-17 14:00,9.761,4.246,1.0007,0.917
FDR-0025,2024-07-17 15:00,9.818,5.03,0.9897,0.89
FDR-0025,2024-07-17 16:00,10.523,3.229,1.0375,0.956
FDR-0025,2024-07-17 17:00,10.816,4.41,1.0394,0.926
FDR-0025,2024-07-17 18:00,10.788,4.53,0.9683,0.922
FDR-0025,2024-07-17 19:00,11.325,6.051,1.0307,0.882
FDR-0025,2024-07-17 20:00,7.476,3.252,1.0035,0.917
FDR-0025,2024-07-17 21:00,7.873,4.055,1.0216,0.889
FDR-0025,2024-07-17 22:00,7.704,3.555,1.0127,0.908
FDR-0025,2024-07-17 23:00,6.34,2.364,1.0123,0.937
FDR-0025,2024-07-18 00:00,5.128,2.231,1.0166,0.917
FDR-0025,2024-07-18 01:00,5.367,1.198,0.9732,0.976
FDR-0025,2024-07-18 02:00,5.736,3.033,1.0451,0.884
FDR-0025,2024-07-18 03:00,6.164,3.192,0.9624,0.888
FDR-0025,2024-07-18 04:00,5.734,2.23,1.0469,0.932
FDR-0025,2024-07-18 05:00,5.09,1.276,0.9752,0.97
FDR-0025,2024-07-18 06:00,5.558,1.157,0.9694,0.979
FDR-0025,2024-07-18 07:00,6.45,2.32,1.0183,0.941
FDR-0025,2024-07-18 08:00,8.214,3.116,0.999,0.935
FDR-0025,2024-07-18 09:00,9.187,3.18,0.9946,0.945
FDR-0025,2024-07-18 10:00,8.591,3.608,1.0188,0.922
FDR-0025,2024-07-18 11:00,9.098,2.826,0.9592,0.955
FDR-0025,2024-07-18 12:00,9.545,4.757,1.0094,0.895
FDR-0025,2024-07-18 13:00,8.862,3.908,0.9588,0.915
FDR-0025,2024-07-18 14:00,8.512,3.878,0.9919,0.91
FDR-0025,2024-07-18 15:00,8.521,3.421,0.9811,0.928
FDR-0025,2024-07-18 16:00,10.091,4.83,1.0378,0.902
FDR-0025,2024-07-18 17:00,11.206,3.225,1.0117,0.961
FDR-0025,2024-07-18 18:00,11.081,2.472,1.012,0.976
FDR-0025,2024-07-18 19:00,11.092,3.566,0.9678,0.952
FDR-0025,2024-07-18 20:00,8.155,4.357,1.0481,0.882
FDR-0025,2024-07-18 21:00,7.611,3.621,1.0171,0.903
FDR-0025,2024-07-18 22:00,7.128,3.808,0.9659,0.882
FDR-0025,2024-07-18 23:00,6.866,3.706,0.9713,0.88
FDR-0025,2024-07-19 00:00,5.043,1.847,0.9731,0.939
FDR-0025,2024-07-19 01:00,5.826,3.097,1.0067,0.883
FDR-0025,2024-07-19 02:00,5.919,2.187,1.0345,0.938
FDR-0025,2024-07-19 03:00,5.89,3.131,0.9667,0.883
FDR-0025,2024-07-19 04:00,5.875,2.171,0.9957,0.938
FDR-0025,2024-07-19 05:00,5.717,1.998,0.9614,0.944
FDR-0025,2024-07-19 06:00,5.533,2.553,0.9932,0.908
FDR-0025,2024-07-19 07:00,6.281,2.238,0.9598,0.942
FDR-0025,2024-07-19 08:00,7.352,2.116,1.0081,0.961
FDR-0025,2024-07-19 09:00,9.251,4.375,0.9535,0.904
FDR-0025,2024-07-19 10:00,9.287,4.285,0.9841,0.908
FDR-0025,2024-07-19 11:00,8.871,3.161,1.0299,0.942
FDR-0025,2024-07-19 12:00,9.006,3.358,0.9939,0.937
FDR-0025,2024-07-19 13:00,9.142,3.318,1.0463,0.94
FDR-0025,2024-07-19 14:00,9.814,1.993,0.9967,0.98
FDR-0025,2024-07-19 15:00,8.976,3.958,0.9811,0.915
FDR-0025,2024-07-19 16:00,11.188,5.032,1.0229,0.912
FDR-0025,2024-07-19 17:00,10.904,5.616,0.9745,0.889
FDR-0025,2024-07-19 18:00,10.606,3.255,0.9685,0.956
FDR-0025,2024-07-19 19:00,9.98,4.069,1.0369,0.926
FDR-0025,2024-07-19 20:00,7.646,3.439,0.9816,0.912
FDR-0025,2024-07-19 21:00,8.157,3.351,1.0195,0.925
FDR-0025,2024-07-19 22:00,6.678,2.311,1.0317,0.945
FDR-0025,2024-07-19 23:00,7.217,3.009,1.026,0.923
FDR-0025,2024-07-20 00:00,4.324,1.736,1.0286,0.928
FDR-0025,2024-07-20 01:00,4.973,2.657,1.0432,0.882
FDR-0025,2024-07-20 02:00,4.53,2.077,1.0084,0.909
FDR-0025,2024-07-20 03:00,4.983,1.673,0.9949,0.948
FDR-0025,2024-07-20 04:00,4.762,1.852,0.9543,0.932
FDR-0025,2024-07-20 05:00,4.568,2.378,1.002,0.887
FDR-0025,2024-07-20 06:00,4.892,1.642,0.9731,0.948
FDR-0025,2024-07-20 07:00,5.485,2.499,1.0455,0.91
FDR-0025,2024-07-20 08:00,6.685,2.173,0.9883,0.951
FDR-0025,2024-07-20 09:00,7.541,2.636,1.0348,0.944
FDR-0025,2024-07-20 10:00,7.739,1.612,1.0069,0.979
FDR-0025,2024-07-20 11:00,8.42,3.536,0.9752,0.922
FDR-0025,2024-07-20 12:00,7.979,2.168,0.9713,0.965
FDR-0025,2024-07-20 13:00,8.813,4.442,1.0068,0.893
FDR-0025,2024-07-20 14:00,8.177,3.102,1.0309,0.935
FDR-0025,2024-07-20 15:00,7.533,1.985,1.0431,0.967
FDR-0025,2024-07-20 16:00,8.876,3.192,1.0125,0.941
FDR-0025,2024-07-20 17:00,9.874,5.086,0.9837,0.889
FDR-0025,2024-07-20 18:00,9.468,4.745,1.0096,0.894
FDR-0025,2024-07-20 19:00,8.757,2.878,0.9956,0.95
FDR-0025,2024-07-20 20:00,7.349,2.787,0.973,0.935
FDR-0025,2024-07-20 21:00,6.492,1.683,1.0201,0.968
FDR-0025,2024-07-20 22:00,6.495,2.708,1.0001,0.923
FDR-0025,2024-07-20 23:00,5.59,2.596,1.0448,0.907
FDR-0025,2024-07-21 00:00,4.132,2.013,1.0395,0.899
FDR-0025,2024-07-21 01:00,4.717,1.394,1.0171,0.959
FDR-0025,2024-07-21 02:00,4.588,2.376,0.9674,0.888
FDR-0025,2024-07-21 03:00,4.602,1.76,1.0468,0.934
FDR-0025,2024-07-21 04:00,4.521,1.518,1.0049,0.948
FDR-0025,2024-07-21 05:00,4.642,2.088,1.0425,0.912
FDR-0025,2024-07-21 06:00,4.782,2.37,1.0329,0.896
FDR-0025,2024-07-21 07:00,5.776,2.373,0.9544,0.925
FDR-0025,2024-07-21 08:00,6.278,2.598,1.0117,0.924
FDR-0025,2024-07-21 09:00,7.393,3.037,1.0038,0.925
FDR-0025,2024-07-21 10:00,8.409,3.27,1.0258,0.932
FDR-0025,2024-07-21 11:00,8.583,3.835,1.05,0.913
FDR-0025,2024-07-21 12:00,8.297,2.079,1.0173,0.97
FDR-0025,2024-07-21 13:00,7.567,3.337,0.9846,0.915
FDR-0025,2024-07-21 14:00,8.437,2.862,0.9848,0.947
FDR-0025,2024-07-21 15:00,7.36,3.353,1.0195,0.91
FDR-0025,2024-07-21 16:00,8.738,4.692,1.0301,0.881
FDR-0025,2024-07-21 17:00,9.719,5.219,0.9928,0.881
FDR-0025,2024-07-21 18:00,9.77,3.481,1.0255,0.942
FDR-0025,2024-07-21 19:00,8.574,4.581,1.0471,0.882
FDR-0025,2024-07-21 20:00,6.462,3.346,1.048,0.888
FDR-0025,2024-07-21 21:00,6.003,1.751,0.9762,0.96
FDR-0025,2024-07-21 22:00,6.049,3.116,1.0164,0.889
FDR-0025,2024-07-21 23:00,5.783,2.601,1.0425,0.912
FDR-0025,2024-10-15 00:00,3.575,1.402,1.0045,0.931
FDR-0025,2024-10-15 01:00,3.572,1.083,1.0472,0.957
FDR-0025,2024-10-15 02:00,3.933,1.78,0.9727,0.911
FDR-0025,2024-10-15 03:00,3.584,1.643,1.0477,0.909
FDR-0025,2024-10-15 04:00,3.47,1.591,1.0127,0.909
FDR-0025,2024-10-15 05:00,3.561,0.908,1.0481,0.969
FDR-0025,2024-10-15 06:00,3.77,1.418,0.9509,0.936
FDR-0025,2024-10-15 07:00,4.156,1.682,0.9635,0.927
FDR-0025,2024-10-15 08:00,5.273,2.479,1.0326,0.905
FDR-0025,2024-10-15 09:00,5.846,2.629,1.0073,0.912
FDR-0025,2024-10-15 10:00,6.113,2.299,0.9504,0.936
FDR-0025,2024-10-15 11:00,6.652,2.732,1.0399,0.925
FDR-0025,2024-10-15 12:00,6.271,1.516,0.9693,0.972
FDR-0025,2024-10-15 13:00,5.791,3.126,0.9845,0.88
FDR-0025,2024-10-15 14:00,5.555,2.861,1.0387,0.889
FDR-0025,2024-10-15 15:00,5.814,3.122,1.0476,0.881
FDR-0025,2024-10-15 16:00,6.884,3.275,1.0496,0.903
FDR-0025,2024-10-15 17:00,7.234,3.254,1.0262,0.912
FDR-0025,2024-10-15 18:00,7.466,3.27,0.9603,0.916
FDR-0025,2024-10-15 19:00,6.788,2.006,1.0039,0.959
FDR-0025,2024-10-15 20:00,5.264,1.319,1.0255,0.97
FDR-0025,2024-10-15 21:00,5.073,2.099,0.9897,0.924
FDR-0025,2024-10-15 22:00,4.935,2.596,0.9892,0.885
FDR-0025,2024-10-15 23:00,4.299,1.488,0.994,0.945
FDR-0025,2024-10-16 00:00,3.455,1.751,0.9896,0.892
FDR-0025,2024-10-16 01:00,3.507,1.408,0.9902,0.928
FDR-0025,2024-10-16 02:00,3.513,0.955,0.9539,0.965
FDR-0025,2024-10-16 03:00,3.991,1.922,0.9871,0.901
FDR-0025,2024-10-16 04:00,3.604,1.146,1.0241,0.953
FDR-0025,2024-10-16 05:00,3.348,0.977,1.0298,0.96
FDR-0025,2024-10-16 06:00,3.502,1.666,0.9712,0.903
FDR-0025,2024-10-16 07:00,4.67,1.535,0.9883,0.95
FDR-0025,2024-10-16 08:00,4.887,1.288,0.9616,0.967
FDR-0025,2024-10-16 09:00,5.828,2.211,1.0473,0.935
FDR-0025,2024-10-16 10:00,5.674,2.207,1.0103,0.932
FDR-0025,2024-10-16 11:00,6.127,1.97,0.995,0.952
FDR-0025,2024-10-16 12:00,6.436,2.523,1.0191,0.931
FDR-0025,2024-10-16 13:00,6.5,2.789,1.049,0.919
FDR-0025,2024-10-16 14:00,5.985,2.495,0.9773,0.923
FDR-0025,2024-10-16 15:00,5.882,3.127,1.0118,0.883
FDR-0025,2024-10-16 16:00,7.022,2.884,1.018,0.925
FDR-0025,2024-10-16 17:00,6.86,3.571,1.0484,0.887
FDR-0025,2024-10-16 18:00,7.032,2.132,1.035,0.957
FDR-0025,2024-10-16 19:00,7.074,3.119,1.0254,0.915
FDR-0025,2024-10-16 20:00,5.333,1.111,0.9741,0.979
FDR-0025,2024-10-16 21:00,5.212,2.756,0.9592,0.884
FDR-0025,2024-10-16 22:00,4.713,1.261,0.9963,0.966
FDR-0025,2024-10-16 23:00,4.146,1.377,1.0494,0.949
FDR-0025,2024-10-17 00:00,3.282,0.823,0.9933,0.97
FDR-0025,2024-10-17 01:00,3.336,1.318,1.0008,0.93
FDR-0025,2024-10-17 02:00,3.823,0.975,0.958,0.969
FDR-0025,2024-10-17 03:00,3.479,1.859,1.0052,0.882
FDR-0025,2024-10-17 04:00,3.422,1.696,0.9555,0.896
FDR-0025,2024-10-17 05:00,3.399,1.617,1.049,0.903
