transformer_id,inspection_date,work_order_id,inspection_type,condition_before,condition_after
XFMR-008841,2017-12-09 18:36:36.107056,WO-003954,routine,4,4
XFMR-008841,2024-03-21 18:36:36.107066,WO-003955,routine,3,4
XFMR-008841,2021-06-14 18:36:36.107076,WO-003956,routine,5,4
XFMR-018969,2017-04-07 18:36:36.107095,WO-003957,routine,3,3
XFMR-020760,2017-04-14 18:36:36.107115,WO-003958,routine,2,3
XFMR-020760,2020-08-06 18:36:36.107125,WO-003959,routine,3,3
XFMR-020760,2022-01-20 18:36:36.107135,WO-003960,routine,4,3
XFMR-009000,2017-05-14 18:36:36.107154,WO-003961,routine,4,3
XFMR-009000,2019-01-07 18:36:36.107164,WO-003962,emergency,2,3
XFMR-010581,2017-12-26 18:36:36.107184,WO-003963,preventive,1,2
XFMR-019430,2016-07-10 18:36:36.107204,WO-003964,routine,4,3
XFMR-018070,2023-08-17 18:36:36.107224,WO-003965,routine,3,4
XFMR-008497,2016-09-17 18:36:36.107243,WO-003966,preventive,4,4
XFMR-002879,2021-10-26 18:36:36.107263,WO-003967,routine,5,4
XFMR-002879,2020-07-10 18:36:36.107273,WO-003968,preventive,4,4
XFMR-002879,2022-07-17 18:36:36.107283,WO-003969,preventive,5,4
XFMR-003389,2021-12-17 18:36:36.107302,WO-003970,routine,2,1
XFMR-002911,2016-07-01 18:36:36.107321,WO-003971,routine,4,3
XFMR-002911,2023-11-23 18:36:36.107332,WO-003972,preventive,3,3
XFMR-002911,2025-06-08 18:36:36.107341,WO-003973,routine,4,3
XFMR-015123,2025-03-30 18:36:36.107361,WO-003974,routine,4,3
XFMR-012140,2020-09-03 18:36:36.107380,WO-003975,emergency,3,2
XFMR-012140,2025-02-01 18:36:36.107391,WO-003976,preventive,3,2
XFMR-012140,2023-11-28 18:36:36.107400,WO-003977,routine,2,2
XFMR-019248,2016-12-23 18:36:36.107419,WO-003978,emergency,2,2
XFMR-002271,2020-02-12 18:36:36.107439,WO-003979,routine,1,1
XFMR-002271,2020-02-01 18:36:36.107450,WO-003980,preventive,1,1
XFMR-002271,2019-01-23 18:36:36.107459,WO-003981,routine,1,1
XFMR-018655,2019-03-12 18:36:36.107479,WO-003982,routine,3,4
XFMR-018655,2022-09-03 18:36:36.107489,WO-003983,routine,3,4
XFMR-020635,2024-07-26 18:36:36.107509,WO-003984,routine,3,4
XFMR-020635,2022-11-06 18:36:36.107519,WO-003985,routine,5,4
XFMR-009470,2024-06-01 18:36:36.107538,WO-003986,routine,3,3
XFMR-009470,2023-11-26 18:36:36.107548,WO-003987,routine,4,3
XFMR-009470,2021-03-31 18:36:36.107558,WO-003988,routine,3,3
XFMR-018963,2023-04-14 18:36:36.107577,WO-003989,routine,5,4
XFMR-017894,2016-10-26 18:36:36.107597,WO-003990,routine,5,4
XFMR-017894,2025-09-21 18:36:36.107607,WO-003991,routine,3,4
XFMR-017894,2023-09-17 18:36:36.107617,WO-003992,emergency,4,4
XFMR-021238,2020-12-18 18:36:36.107637,WO-003993,routine,2,2
XFMR-021238,2017-04-11 18:36:36.107647,WO-003994,routine,2,2
XFMR-021238,2022-02-07 18:36:36.107657,WO-003995,preventive,2,2
XFMR-000867,2016-08-25 18:36:36.107676,WO-003996,preventive,1,1
XFMR-000867,2020-12-08 18:36:36.107687,WO-003997,preventive,1,1
XFMR-000867,2024-10-04 18:36:36.107696,WO-003998,routine,1,1
XFMR-020820,2016-04-19 18:36:36.107718,WO-003999,preventive,2,3
XFMR-020820,2023-03-08 18:36:36.107728,WO-004000,routine,2,3
XFMR-005389,2016-11-09 18:36:36.107748,WO-004001,routine,2,2
XFMR-005389,2018-10-22 18:36:36.107758,WO-004002,emergency,1,2
XFMR-009454,2023-09-21 18:36:36.107778,WO-004003,routine,3,2
XFMR-009454,2019-04-16 18:36:36.107788,WO-004004,routine,3,2
XFMR-009454,2019-05-04 18:36:36.107797,WO-004005,routine,3,2
XFMR-013602,2019-07-24 18:36:36.107817,WO-004006,routine,1,1
XFMR-017444,2022-01-04 18:36:36.107837,WO-004007,routine,3,2
XFMR-017444,2018-03-11 18:36:36.107847,WO-004008,routine,3,2
XFMR-017444,2016-03-08 18:36:36.107857,WO-004009,routine,1,2
XFMR-000994,2022-06-04 18:36:36.107876,WO-004010,routine,4,4
XFMR-000994,2016-03-12 18:36:36.107887,WO-004011,routine,4,4
XFMR-009986,2025-05-28 18:36:36.107906,WO-004012,routine,2,3
XFMR-009986,2018-09-01 18:36:36.107916,WO-004013,preventive,2,3
XFMR-009986,2022-05-26 18:36:36.107926,WO-004014,emergency,3,3
XFMR-014738,2019-10-03 18:36:36.107945,WO-004015,routine,2,2
XFMR-014738,2019-09-27 18:36:36.107955,WO-004016,emergency,1,2
XFMR-005636,2021-09-01 18:36:36.107976,WO-004017,routine,1,1
XFMR-005636,2021-10-23 18:36:36.107987,WO-004018,routine,2,1
XFMR-005636,2020-04-09 18:36:36.107996,WO-004019,routine,1,1
XFMR-018555,2025-10-22 18:36:36.108016,WO-004020,preventive,3,3
XFMR-018555,2017-01-10 18:36:36.108026,WO-004021,preventive,4,3
XFMR-018129,2017-05-07 18:36:36.108045,WO-004022,routine,3,2
XFMR-001167,2018-04-07 18:36:36.108065,WO-004023,preventive,3,3
XFMR-005858,2025-08-26 18:36:36.108085,WO-004024,routine,1,2
XFMR-005858,2020-10-02 18:36:36.108095,WO-004025,routine,3,2
XFMR-005858,2019-11-14 18:36:36.108105,WO-004026,routine,3,2
XFMR-011168,2023-01-18 18:36:36.108126,WO-004027,routine,4,4
XFMR-011168,2025-04-27 18:36:36.108136,WO-004028,routine,4,4
XFMR-011168,2020-01-03 18:36:36.108146,WO-004029,preventive,5,4
XFMR-015781,2017-07-04 18:36:36.108167,WO-004030,preventive,1,1
XFMR-015781,2023-04-22 18:36:36.108177,WO-004031,emergency,1,1
XFMR-015781,2022-01-04 18:36:36.108187,WO-004032,routine,2,1
XFMR-011686,2016-06-18 18:36:36.108206,WO-004033,routine,3,3
XFMR-011686,2023-09-19 18:36:36.108217,WO-004034,routine,2,3
XFMR-011686,2020-04-24 18:36:36.108227,WO-004035,routine,2,3
XFMR-002797,2020-01-24 18:36:36.108246,WO-004036,preventive,1,1
XFMR-002797,2023-02-21 18:36:36.108256,WO-004037,routine,1,1
XFMR-004167,2022-04-25 18:36:36.108276,WO-004038,routine,5,5
XFMR-004167,2018-03-01 18:36:36.108286,WO-004039,routine,5,5
XFMR-004167,2022-11-22 18:36:36.108296,WO-004040,emergency,5,5
XFMR-013881,2022-10-03 18:36:36.108315,WO-004041,routine,3,4
XFMR-013881,2025-10-26 18:36:36.108325,WO-004042,preventive,5,4
XFMR-013881,2022-05-26 18:36:36.108335,WO-004043,routine,4,4
XFMR-015132,2018-01-26 18:36:36.108354,WO-004044,preventive,3,3
XFMR-015132,2017-08-29 18:36:36.108365,WO-004045,preventive,2,3
XFMR-015132,2017-08-28 18:36:36.108374,WO-004046,routine,2,3
XFMR-018606,2017-05-21 18:36:36.108393,WO-004047,routine,3,4
XFMR-017368,2022-07-17 18:36:36.108413,WO-004048,routine,5,4
XFMR-017368,2022-02-21 18:36:36.108424,WO-004049,preventive,5,4
XFMR-013523,2024-12-17 18:36:36.108443,WO-004050,routine,2,3
XFMR-020030,2020-01-05 18:36:36.108463,WO-004051,routine,2,1
XFMR-020030,2020-09-06 18:36:36.108473,WO-004052,routine,1,1
XFMR-020030,2020-08-19 18:36:36.108483,WO-004053,routine,2,1
XFMR-012621,2019-06-04 18:36:36.108502,WO-004054,routine,1,2
XFMR-015757,2025-08-20 18:36:36.108522,WO-004055,routine,3,3
XFMR-015757,2023-09-19 18:36:36.108532,WO-004056,routine,2,3
XFMR-019337,2024-06-28 18:36:36.108551,WO-004057,routine,3,3
XFMR-019337,2022-06-13 18:36:36.108562,WO-004058,routine,3,3
XFMR-019337,2021-01-21 18:36:36.108571,WO-004059,routine,2,3
XFMR-010679,2019-08-08 18:36:36.108591,WO-004060,routine,2,1
XFMR-004739,2019-08-28 18:36:36.108610,WO-004061,emergency,4,3
XFMR-004739,2019-06-23 18:36:36.108621,WO-004062,preventive,3,3
XFMR-004739,2025-05-01 18:36:36.108630,WO-004063,routine,4,3
XFMR-018891,2023-02-28 18:36:36.108650,WO-004064,routine,4,3
XFMR-018891,2025-08-22 18:36:36.108660,WO-004065,routine,3,3
XFMR-018891,2017-04-18 18:36:36.108670,WO-004066,preventive,2,3
XFMR-011459,2018-04-22 18:36:36.108689,WO-004067,routine,3,3
XFMR-011459,2025-02-21 18:36:36.108699,WO-004068,routine,3,3
XFMR-012028,2020-03-14 18:36:36.108718,WO-004069,routine,3,2
XFMR-012028,2020-06-29 18:36:36.108729,WO-004070,routine,1,2
XFMR-012028,2021-10-17 18:36:36.108738,WO-004071,routine,3,2
XFMR-010159,2019-06-25 18:36:36.108758,WO-004072,emergency,5,5
XFMR-004253,2024-05-10 18:36:36.108778,WO-004073,preventive,3,2
XFMR-015604,2016-02-20 18:36:36.108797,WO-004074,routine,4,4
XFMR-015604,2024-09-07 18:36:36.108808,WO-004075,routine,5,4
XFMR-018673,2025-03-30 18:36:36.108827,WO-004076,routine,1,2
XFMR-003503,2020-03-13 18:36:36.108847,WO-004077,routine,3,4
XFMR-003503,2023-10-22 18:36:36.108857,WO-004078,routine,3,4
XFMR-020920,2019-10-10 18:36:36.108876,WO-004079,emergency,3,3
XFMR-001808,2018-08-19 18:36:36.108896,WO-004080,preventive,1,1
XFMR-001808,2018-06-16 18:36:36.108907,WO-004081,routine,1,1
XFMR-001808,2016-05-09 18:36:36.108916,WO-004082,routine,2,1
XFMR-008055,2020-03-26 18:36:36.108936,WO-004083,preventive,3,3
XFMR-004376,2021-11-25 18:36:36.108956,WO-004084,routine,3,3
XFMR-004376,2022-05-19 18:36:36.108967,WO-004085,routine,3,3
XFMR-004376,2020-03-24 18:36:36.108976,WO-004086,preventive,4,3
XFMR-019685,2019-07-18 18:36:36.108996,WO-004087,preventive,3,4
XFMR-017390,2016-11-11 18:36:36.109016,WO-004088,preventive,3,2
XFMR-000327,2022-06-07 18:36:36.109035,WO-004089,routine,3,2
XFMR-000327,2025-08-05 18:36:36.109045,WO-004090,routine,3,2
XFMR-016883,2019-09-15 18:36:36.109065,WO-004091,routine,4,4
XFMR-016883,2020-02-07 18:36:36.109075,WO-004092,routine,3,4
XFMR-016883,2024-03-13 18:36:36.109085,WO-004093,routine,3,4
XFMR-021435,2025-03-27 18:36:36.109104,WO-004094,routine,3,2
XFMR-021435,2023-10-09 18:36:36.109115,WO-004095,routine,1,2
XFMR-012520,2021-07-16 18:36:36.109134,WO-004096,routine,4,4
XFMR-012520,2016-12-18 18:36:36.109144,WO-004097,routine,3,4
XFMR-012520,2020-02-14 18:36:36.109154,WO-004098,routine,4,4
XFMR-012507,2020-03-20 18:36:36.109173,WO-004099,preventive,4,4
XFMR-012507,2017-02-02 18:36:36.109184,WO-004100,emergency,4,4
XFMR-003948,2017-07-06 18:36:36.109203,WO-004101,routine,4,4
XFMR-004405,2019-02-25 18:36:36.109223,WO-004102,preventive,4,3
XFMR-006309,2022-02-28 18:36:36.109243,WO-004103,routine,4,4
XFMR-003486,2024-01-29 18:36:36.109263,WO-004104,routine,3,2
XFMR-017220,2019-11-25 18:36:36.109284,WO-004105,routine,4,4
XFMR-018654,2020-12-18 18:36:36.109305,WO-004106,routine,1,2
XFMR-018654,2023-06-10 18:36:36.109315,WO-004107,emergency,1,2
XFMR-018654,2023-11-03 18:36:36.109325,WO-004108,routine,1,2
XFMR-012935,2022-03-13 18:36:36.109344,WO-004109,routine,2,2
XFMR-012935,2019-01-07 18:36:36.109355,WO-004110,routine,1,2
XFMR-012935,2016-10-19 18:36:36.109366,WO-004111,routine,1,2
XFMR-010260,2017-10-23 18:36:36.109386,WO-004112,routine,3,3
XFMR-010260,2021-07-16 18:36:36.109396,WO-004113,preventive,2,3
XFMR-010260,2024-07-31 18:36:36.109406,WO-004114,preventive,2,3
XFMR-007404,2018-11-05 18:36:36.109425,WO-004115,preventive,2,3
XFMR-007404,2016-06-07 18:36:36.109436,WO-004116,routine,3,3
XFMR-016109,2023-12-31 18:36:36.109455,WO-004117,preventive,3,2
XFMR-016109,2017-09-08 18:36:36.109465,WO-004118,routine,3,2
XFMR-016109,2025-02-04 18:36:36.109475,WO-004119,preventive,1,2
XFMR-003902,2024-02-11 18:36:36.109494,WO-004120,routine,5,4
XFMR-003902,2019-04-21 18:36:36.109505,WO-004121,emergency,5,4
XFMR-003902,2017-03-09 18:36:36.109514,WO-004122,routine,4,4
XFMR-000696,2023-12-11 18:36:36.109534,WO-004123,routine,4,5
XFMR-010496,2017-09-16 18:36:36.109554,WO-004124,routine,2,2
XFMR-010496,2017-07-12 18:36:36.109564,WO-004125,routine,3,2
XFMR-013843,2022-08-19 18:36:36.109584,WO-004126,routine,2,3
XFMR-013843,2020-01-24 18:36:36.109595,WO-004127,routine,2,3
XFMR-013843,2020-10-09 18:36:36.109604,WO-004128,routine,2,3
XFMR-015847,2021-11-20 18:36:36.109624,WO-004129,routine,3,4
XFMR-015847,2023-02-02 18:36:36.109634,WO-004130,preventive,5,4
XFMR-015847,2023-09-28 18:36:36.109644,WO-004131,emergency,4,4
XFMR-001021,2025-07-19 18:36:36.109663,WO-004132,routine,5,5
XFMR-001021,2022-03-15 18:36:36.109673,WO-004133,emergency,4,5
XFMR-017062,2024-09-27 18:36:36.109693,WO-004134,routine,3,4
XFMR-016657,2021-06-24 18:36:36.109713,WO-004135,preventive,4,3
XFMR-016657,2022-02-08 18:36:36.109723,WO-004136,routine,2,3
XFMR-016657,2020-08-04 18:36:36.109733,WO-004137,routine,3,3
XFMR-013086,2024-07-02 18:36:36.109752,WO-004138,routine,5,4
XFMR-013086,2019-03-05 18:36:36.109762,WO-004139,routine,5,4
XFMR-013086,2025-01-09 18:36:36.109772,WO-004140,preventive,5,4
XFMR-018484,2016-04-19 18:36:36.109792,WO-004141,preventive,1,2
XFMR-018484,2020-11-17 18:36:36.109802,WO-004142,routine,3,2
XFMR-012440,2023-01-04 18:36:36.109821,WO-004143,preventive,1,2
XFMR-012440,2017-08-09 18:36:36.109831,WO-004144,routine,2,2
XFMR-012440,2017-05-08 18:36:36.109841,WO-004145,preventive,2,2
XFMR-002389,2017-11-24 18:36:36.109862,WO-004146,routine,5,5
XFMR-002389,2025-01-23 18:36:36.109872,WO-004147,routine,5,5
XFMR-017810,2021-06-13 18:36:36.109892,WO-004148,routine,4,4
XFMR-017810,2020-04-02 18:36:36.109902,WO-004149,routine,3,4
XFMR-017438,2023-12-01 18:36:36.109921,WO-004150,routine,3,3
XFMR-017438,2021-01-08 18:36:36.109932,WO-004151,routine,2,3
XFMR-017438,2020-12-27 18:36:36.109941,WO-004152,routine,3,3
XFMR-004338,2021-03-28 18:36:36.109960,WO-004153,routine,2,3
XFMR-004338,2021-08-01 18:36:36.109971,WO-004154,routine,2,3
XFMR-004338,2023-08-08 18:36:36.109980,WO-004155,preventive,3,3
XFMR-009200,2025-07-18 18:36:36.109999,WO-004156,routine,4,3
XFMR-009200,2019-07-25 18:36:36.110010,WO-004157,routine,2,3
XFMR-009200,2021-08-15 18:36:36.110019,WO-004158,routine,2,3
XFMR-015603,2025-05-11 18:36:36.110039,WO-004159,preventive,4,4
XFMR-003644,2024-12-29 18:36:36.110059,WO-004160,routine,5,5
XFMR-003644,2017-10-22 18:36:36.110069,WO-004161,routine,5,5
XFMR-015764,2025-07-19 18:36:36.110088,WO-004162,routine,3,3
XFMR-015764,2018-07-15 18:36:36.110098,WO-004163,routine,3,3
XFMR-015764,2024-05-29 18:36:36.110108,WO-004164,routine,3,3
XFMR-013882,2022-03-14 18:36:36.110127,WO-004165,routine,3,3
XFMR-018252,2017-11-14 18:36:36.110147,WO-004166,emergency,4,4
XFMR-018252,2024-12-23 18:36:36.110157,WO-004167,routine,3,4
XFMR-013425,2018-01-18 18:36:36.110176,WO-004168,routine,2,1
XFMR-018996,2019-03-26 18:36:36.110196,WO-004169,preventive,5,4
XFMR-018996,2016-09-29 18:36:36.110206,WO-004170,routine,4,4
XFMR-015903,2016-02-26 18:36:36.110225,WO-004171,preventive,3,4
XFMR-015903,2021-09-10 18:36:36.110236,WO-004172,preventive,4,4
XFMR-015903,2022-02-09 18:36:36.110246,WO-004173,emergency,4,4
XFMR-008879,2019-07-17 18:36:36.110265,WO-004174,routine,4,5
XFMR-013344,2019-07-02 18:36:36.110285,WO-004175,routine,4,4
XFMR-013344,2023-11-11 18:36:36.110296,WO-004176,routine,4,4
XFMR-002877,2016-12-04 18:36:36.110315,WO-004177,routine,4,4
XFMR-002877,2019-06-28 18:36:36.110325,WO-004178,routine,5,4
XFMR-001085,2020-04-21 18:36:36.110345,WO-004179,routine,4,3
XFMR-001085,2023-01-08 18:36:36.110355,WO-004180,emergency,3,3
XFMR-015031,2023-03-12 18:36:36.110374,WO-004181,emergency,3,3
XFMR-015031,2020-12-07 18:36:36.110385,WO-004182,preventive,2,3
XFMR-015031,2016-08-06 18:36:36.110394,WO-004183,routine,2,3
XFMR-018820,2016-02-20 18:36:36.110415,WO-004184,preventive,2,2
XFMR-009203,2019-11-25 18:36:36.110435,WO-004185,routine,3,2
XFMR-001625,2018-02-02 18:36:36.110456,WO-004186,routine,1,2
XFMR-001625,2017-10-12 18:36:36.110467,WO-004187,emergency,1,2
XFMR-001625,2023-12-07 18:36:36.110476,WO-004188,preventive,1,2
XFMR-012224,2018-07-08 18:36:36.110496,WO-004189,routine,5,4
XFMR-012224,2023-07-04 18:36:36.110506,WO-004190,routine,4,4
XFMR-012224,2017-11-22 18:36:36.110515,WO-004191,routine,3,4
XFMR-009459,2016-03-21 18:36:36.110534,WO-004192,preventive,1,2
XFMR-005360,2025-07-29 18:36:36.110555,WO-004193,routine,2,3
XFMR-005360,2016-10-09 18:36:36.110565,WO-004194,preventive,3,3
XFMR-020417,2019-06-21 18:36:36.110584,WO-004195,routine,4,3
XFMR-020417,2024-04-22 18:36:36.110594,WO-004196,routine,3,3
XFMR-020417,2018-12-26 18:36:36.110604,WO-004197,routine,4,3
XFMR-016268,2023-10-30 18:36:36.110623,WO-004198,preventive,3,2
XFMR-016268,2016-09-19 18:36:36.110634,WO-004199,routine,3,2
XFMR-012539,2021-03-22 18:36:36.110653,WO-004200,routine,4,4
XFMR-000500,2024-05-21 18:36:36.110673,WO-004201,routine,5,5
XFMR-017986,2024-08-07 18:36:36.110693,WO-004202,routine,2,2
XFMR-017986,2025-05-12 18:36:36.110703,WO-004203,routine,2,2
XFMR-008356,2020-08-30 18:36:36.110722,WO-004204,routine,2,2
XFMR-017128,2020-08-24 18:36:36.110742,WO-004205,emergency,5,4
XFMR-017128,2017-01-22 18:36:36.110753,WO-004206,routine,5,4
XFMR-002076,2025-01-15 18:36:36.110772,WO-004207,routine,3,2
XFMR-008172,2022-07-27 18:36:36.110792,WO-004208,emergency,2,3
XFMR-008172,2017-12-25 18:36:36.110803,WO-004209,routine,3,3
XFMR-008172,2019-04-12 18:36:36.110813,WO-004210,routine,3,3
XFMR-013819,2023-12-02 18:36:36.110832,WO-004211,routine,1,1
XFMR-017671,2025-05-05 18:36:36.110851,WO-004212,preventive,4,3
XFMR-017671,2016-09-25 18:36:36.110862,WO-004213,routine,3,3
XFMR-006449,2024-07-13 18:36:36.110881,WO-004214,routine,2,3
XFMR-009439,2021-02-27 18:36:36.110900,WO-004215,routine,4,4
XFMR-012443,2019-04-19 18:36:36.110920,WO-004216,preventive,2,3
XFMR-017013,2025-07-31 18:36:36.110940,WO-004217,routine,4,4
XFMR-013535,2022-02-14 18:36:36.110960,WO-004218,routine,4,3
XFMR-013535,2021-07-24 18:36:36.110970,WO-004219,preventive,4,3
XFMR-002458,2018-05-09 18:36:36.110989,WO-004220,routine,3,3
XFMR-018476,2025-04-08 18:36:36.111009,WO-004221,preventive,4,4
XFMR-002004,2018-05-07 18:36:36.111029,WO-004222,routine,2,3
XFMR-002004,2024-01-17 18:36:36.111039,WO-004223,routine,3,3
XFMR-002004,2020-05-23 18:36:36.111049,WO-004224,routine,3,3
XFMR-019595,2025-06-29 18:36:36.111068,WO-004225,routine,3,4
XFMR-019595,2016-10-29 18:36:36.111078,WO-004226,routine,4,4
XFMR-014709,2022-03-17 18:36:36.111097,WO-004227,routine,2,3
XFMR-014709,2023-11-16 18:36:36.111107,WO-004228,routine,3,3
XFMR-014709,2020-02-27 18:36:36.111117,WO-004229,routine,2,3
XFMR-007794,2025-09-11 18:36:36.111136,WO-004230,preventive,4,3
XFMR-007794,2025-08-05 18:36:36.111147,WO-004231,routine,3,3
XFMR-007794,2023-03-06 18:36:36.111156,WO-004232,routine,4,3
XFMR-010369,2020-08-26 18:36:36.111175,WO-004233,routine,4,4
XFMR-010369,2021-09-20 18:36:36.111186,WO-004234,routine,4,4
XFMR-017683,2020-02-20 18:36:36.111205,WO-004235,emergency,4,5
XFMR-017683,2018-11-08 18:36:36.111216,WO-004236,routine,5,5
XFMR-017683,2021-03-08 18:36:36.111225,WO-004237,routine,4,5
XFMR-013848,2024-03-17 18:36:36.111245,WO-004238,routine,1,2
XFMR-013848,2017-02-15 18:36:36.111255,WO-004239,routine,1,2
XFMR-013848,2017-10-20 18:36:36.111265,WO-004240,routine,1,2
XFMR-010513,2020-05-29 18:36:36.111284,WO-004241,routine,2,2
XFMR-010513,2020-03-11 18:36:36.111295,WO-004242,routine,1,2
XFMR-010513,2023-08-15 18:36:36.111304,WO-004243,routine,3,2
XFMR-014365,2024-10-21 18:36:36.111324,WO-004244,routine,1,2
XFMR-010084,2016-08-16 18:36:36.111344,WO-004245,routine,4,4
XFMR-004635,2024-02-12 18:36:36.111363,WO-004246,routine,2,2
XFMR-004635,2017-02-04 18:36:36.111374,WO-004247,preventive,1,2
XFMR-004635,2019-05-04 18:36:36.111383,WO-004248,routine,2,2
XFMR-001704,2023-08-02 18:36:36.111403,WO-004249,routine,4,3
XFMR-001704,2019-01-19 18:36:36.111413,WO-004250,routine,3,3
XFMR-001704,2025-04-26 18:36:36.111423,WO-004251,preventive,3,3
XFMR-004334,2024-01-27 18:36:36.111442,WO-004252,preventive,5,4
XFMR-004334,2017-02-04 18:36:36.111452,WO-004253,routine,4,4
XFMR-004334,2018-07-20 18:36:36.111462,WO-004254,routine,5,4
XFMR-010632,2019-02-09 18:36:36.111481,WO-004255,routine,3,3
XFMR-010632,2025-12-30 18:36:36.111491,WO-004256,routine,4,3
XFMR-019694,2018-12-20 18:36:36.111510,WO-004257,routine,1,2
XFMR-003126,2018-07-28 18:36:36.111530,WO-004258,emergency,1,2
XFMR-003126,2019-12-03 18:36:36.111540,WO-004259,routine,2,2
XFMR-003126,2019-02-26 18:36:36.111550,WO-004260,routine,3,2
XFMR-018150,2016-04-21 18:36:36.111571,WO-004261,routine,5,4
XFMR-007662,2024-03-08 18:36:36.111591,WO-004262,routine,1,2
XFMR-007662,2016-02-19 18:36:36.111601,WO-004263,routine,3,2
XFMR-007662,2016-11-04 18:36:36.111611,WO-004264,routine,2,2
XFMR-001203,2024-08-30 18:36:36.111630,WO-004265,routine,1,1
XFMR-003269,2020-03-29 18:36:36.111650,WO-004266,routine,3,4
XFMR-003269,2017-08-31 18:36:36.111660,WO-004267,routine,3,4
XFMR-003269,2016-03-31 18:36:36.111670,WO-004268,routine,5,4
XFMR-000032,2023-08-12 18:36:36.111689,WO-004269,routine,3,3
XFMR-000032,2022-07-22 18:36:36.111700,WO-004270,routine,2,3
XFMR-000032,2017-06-15 18:36:36.111709,WO-004271,routine,2,3
XFMR-000698,2020-04-14 18:36:36.111730,WO-004272,routine,3,3
XFMR-003848,2023-07-31 18:36:36.111750,WO-004273,routine,2,2
XFMR-003848,2024-10-19 18:36:36.111760,WO-004274,routine,2,2
XFMR-003848,2020-12-12 18:36:36.111770,WO-004275,routine,3,2
XFMR-018828,2023-02-18 18:36:36.111789,WO-004276,routine,5,5
XFMR-018828,2018-08-29 18:36:36.111800,WO-004277,routine,5,5
XFMR-018828,2019-09-17 18:36:36.111809,WO-004278,preventive,5,5
XFMR-000632,2018-12-24 18:36:36.111829,WO-004279,routine,3,4
XFMR-000632,2025-10-14 18:36:36.111839,WO-004280,routine,5,4
XFMR-000632,2019-07-27 18:36:36.111849,WO-004281,routine,4,4
XFMR-011215,2020-03-15 18:36:36.111868,WO-004282,routine,1,2
XFMR-011215,2025-07-20 18:36:36.111878,WO-004283,routine,1,2
XFMR-019955,2018-08-09 18:36:36.111898,WO-004284,routine,2,1
XFMR-019955,2021-06-27 18:36:36.111908,WO-004285,emergency,2,1
XFMR-019955,2016-03-18 18:36:36.111918,WO-004286,preventive,1,1
XFMR-012126,2019-10-06 18:36:36.111937,WO-004287,routine,5,5
XFMR-012126,2022-02-22 18:36:36.111947,WO-004288,preventive,4,5
XFMR-014264,2019-04-07 18:36:36.111967,WO-004289,emergency,4,5
XFMR-014264,2024-02-05 18:36:36.111977,WO-004290,routine,5,5
XFMR-014264,2018-11-24 18:36:36.111986,WO-004291,routine,5,5
XFMR-013161,2020-07-11 18:36:36.112005,WO-004292,routine,2,2
XFMR-013161,2024-08-09 18:36:36.112016,WO-004293,routine,2,2
XFMR-013161,2019-04-13 18:36:36.112027,WO-004294,routine,2,2
XFMR-000636,2019-07-11 18:36:36.112047,WO-004295,emergency,4,3
XFMR-007062,2020-07-06 18:36:36.112067,WO-004296,emergency,1,2
XFMR-007062,2016-06-05 18:36:36.112078,WO-004297,routine,3,2
XFMR-007062,2019-06-22 18:36:36.112088,WO-004298,preventive,3,2
XFMR-019505,2025-01-16 18:36:36.112114,WO-004299,preventive,4,3
XFMR-019505,2024-08-07 18:36:36.112126,WO-004300,routine,4,3
XFMR-016118,2025-09-03 18:36:36.112151,WO-004301,preventive,2,3
XFMR-016118,2019-08-16 18:36:36.112163,WO-004302,routine,2,3
XFMR-016346,2020-12-26 18:36:36.112188,WO-004303,routine,2,2
XFMR-016346,2025-02-27 18:36:36.112200,WO-004304,routine,2,2
XFMR-013298,2023-07-24 18:36:36.112226,WO-004305,preventive,2,2
XFMR-013298,2019-08-05 18:36:36.112241,WO-004306,routine,1,2
XFMR-013298,2026-01-02 18:36:36.112254,WO-004307,preventive,2,2
XFMR-009481,2021-03-13 18:36:36.112278,WO-004308,routine,3,2
XFMR-009481,2024-02-01 18:36:36.112290,WO-004309,routine,1,2
XFMR-009481,2017-12-21 18:36:36.112304,WO-004310,routine,3,2
XFMR-016983,2021-12-30 18:36:36.112327,WO-004311,routine,3,4
XFMR-016983,2024-05-23 18:36:36.112339,WO-004312,routine,5,4
XFMR-007015,2017-10-01 18:36:36.112359,WO-004313,routine,4,3
XFMR-007015,2023-04-08 18:36:36.112370,WO-004314,preventive,4,3
XFMR-004389,2017-12-25 18:36:36.112392,WO-004315,preventive,1,1
XFMR-005788,2024-01-18 18:36:36.112412,WO-004316,routine,4,4
XFMR-005788,2021-01-22 18:36:36.112423,WO-004317,preventive,4,4
XFMR-005788,2020-04-09 18:36:36.112433,WO-004318,preventive,4,4
XFMR-011669,2024-11-14 18:36:36.112452,WO-004319,routine,4,3
XFMR-011669,2021-01-28 18:36:36.112463,WO-004320,preventive,4,3
XFMR-006299,2017-02-02 18:36:36.112486,WO-004321,routine,1,2
XFMR-006299,2021-06-21 18:36:36.112499,WO-004322,routine,2,2
XFMR-006299,2023-07-17 18:36:36.112510,WO-004323,routine,3,2
XFMR-002555,2023-11-29 18:36:36.112531,WO-004324,routine,1,2
XFMR-010181,2022-08-14 18:36:36.112553,WO-004325,routine,1,2
XFMR-010181,2021-10-31 18:36:36.112565,WO-004326,preventive,3,2
XFMR-010181,2020-09-29 18:36:36.112576,WO-004327,routine,2,2
