transformer_id,feeder_id,kva_rating,install_year,manufacturer,type,health_index,condition_score,age_years
XFMR-008874,FDR-0031,25.0,1988,Prolec,oil,1,30,37
XFMR-008875,FDR-0031,100.0,2013,Eaton,oil,5,93,12
XFMR-008876,FDR-0031,25.0,2009,Prolec,oil,2,42,16
XFMR-008877,FDR-0031,10.0,2024,Howard Industries,oil,4,78,1
XFMR-008878,FDR-0031,333.0,1989,GE,oil,2,55,36
XFMR-008879,FDR-0031,25.0,2022,Prolec,oil,5,89,3
XFMR-008880,FDR-0031,50.0,2010,ABB,dry,3,61,15
XFMR-008881,FDR-0031,250.0,1982,Siemens,dry,2,43,43
XFMR-008882,FDR-0031,100.0,2000,GE,oil,3,54,25
XFMR-008883,FDR-0031,15.0,2013,Eaton,oil,3,55,12
XFMR-008884,FDR-0031,333.0,2020,ABB,oil,4,82,5
XFMR-008885,FDR-0031,15.0,1990,GE,dry,2,42,35
XFMR-008886,FDR-0031,50.0,2010,GE,dry,3,73,15
XFMR-008887,FDR-0031,333.0,2019,ABB,oil,4,75,6
XFMR-008888,FDR-0031,37.5,2019,ABB,dry,4,83,6
XFMR-008889,FDR-0031,500.0,1982,Howard Industries,oil,2,40,43
XFMR-008890,FDR-0031,500.0,1983,Howard Industries,oil,1,22,42
XFMR-008891,FDR-0031,333.0,1986,Howard Industries,oil,2,41,39
XFMR-008892,FDR-0031,10.0,1986,Prolec,dry,2,45,39
XFMR-008893,FDR-0031,15.0,2011,Prolec,dry,5,90,14
XFMR-008894,FDR-0031,10.0,2017,ABB,oil,4,78,8
XFMR-008895,FDR-0031,10.0,1982,GE,oil,1,26,43
XFMR-008896,FDR-0031,500.0,1984,Eaton,oil,1,29,41
XFMR-008897,FDR-0031,25.0,1985,Siemens,oil,2,45,40
XFMR-008898,FDR-0031,10.0,2000,GE,oil,3,75,25
XFMR-008899,FDR-0031,100.0,2015,Siemens,oil,3,75,10
XFMR-008900,FDR-0031,50.0,2018,Eaton,oil,5,96,7
XFMR-008901,FDR-0031,25.0,2009,Prolec,dry,3,67,16
XFMR-008902,FDR-0031,10.0,2023,Siemens,oil,5,93,2
XFMR-008903,FDR-0031,250.0,2017,Howard Industries,dry,4,72,8
XFMR-008904,FDR-0031,500.0,1990,Prolec,oil,2,39,35
XFMR-008905,FDR-0031,25.0,1997,Siemens,oil,3,60,28
XFMR-008906,FDR-0031,75.0,2018,GE,dry,4,71,7
XFMR-008907,FDR-0031,25.0,1991,ABB,oil,2,37,34
XFMR-008908,FDR-0031,50.0,1996,Howard Industries,oil,3,69,29
XFMR-008909,FDR-0031,75.0,2005,Howard Industries,oil,3,60,20
XFMR-008910,FDR-0031,25.0,2014,Siemens,oil,5,86,11
XFMR-008911,FDR-0031,37.5,2010,Eaton,dry,3,69,15
XFMR-008912,FDR-0031,333.0,1998,Howard Industries,oil,3,56,27
XFMR-008913,FDR-0031,37.5,2013,ABB,oil,4,83,12
XFMR-008914,FDR-0031,500.0,2008,GE,dry,3,56,17
XFMR-008915,FDR-0031,50.0,2003,Howard Industries,dry,2,30,22
XFMR-008916,FDR-0031,15.0,2008,Prolec,oil,3,61,17
XFMR-008917,FDR-0031,10.0,1982,Prolec,oil,2,30,43
XFMR-008918,FDR-0031,500.0,2007,GE,oil,3,52,18
XFMR-008919,FDR-0031,25.0,2020,ABB,oil,4,71,5
XFMR-008920,FDR-0031,333.0,2016,Eaton,oil,4,72,9
XFMR-008921,FDR-0031,500.0,2006,Eaton,oil,3,53,19
XFMR-008922,FDR-0031,37.5,1985,GE,oil,1,23,40
XFMR-008923,FDR-0031,167.0,2006,ABB,oil,3,72,19
XFMR-008924,FDR-0031,250.0,2024,Prolec,oil,5,86,1
XFMR-008925,FDR-0031,75.0,2018,ABB,dry,3,72,7
XFMR-008926,FDR-0031,100.0,2018,ABB,oil,4,74,7
XFMR-008927,FDR-0031,75.0,1984,Siemens,dry,2,44,41
XFMR-008928,FDR-0031,500.0,2012,GE,oil,3,65,13
XFMR-008929,FDR-0031,75.0,2024,Siemens,oil,4,77,1
XFMR-008930,FDR-0031,100.0,2019,GE,oil,5,92,6
XFMR-008931,FDR-0031,37.5,1980,Howard Industries,oil,1,30,45
XFMR-008932,FDR-0031,25.0,1995,GE,dry,2,55,30
XFMR-008933,FDR-0031,100.0,1998,Prolec,oil,2,37,27
XFMR-008934,FDR-0031,100.0,1999,Eaton,oil,3,74,26
XFMR-008935,FDR-0031,15.0,2019,ABB,dry,4,76,6
XFMR-008936,FDR-0031,333.0,1985,Eaton,oil,2,35,40
XFMR-008937,FDR-0031,25.0,2006,Eaton,oil,2,36,19
XFMR-008938,FDR-0031,15.0,2013,Prolec,dry,4,88,12
XFMR-008939,FDR-0031,167.0,2020,Siemens,dry,4,70,5
XFMR-008940,FDR-0031,100.0,2017,ABB,oil,4,82,8
XFMR-008941,FDR-0031,167.0,2001,Eaton,oil,3,56,24
XFMR-008942,FDR-0031,37.5,1997,Prolec,oil,3,50,28
XFMR-008943,FDR-0031,50.0,1984,Prolec,dry,2,39,41
XFMR-008944,FDR-0031,100.0,2000,ABB,oil,4,82,25
XFMR-008945,FDR-0031,167.0,1997,ABB,oil,3,53,28
XFMR-008946,FDR-0031,500.0,2016,Howard Industries,oil,4,76,9
XFMR-008947,FDR-0031,167.0,2019,Siemens,oil,4,75,6
XFMR-008948,FDR-0031,100.0,2010,Howard Industries,oil,4,75,15
XFMR-008949,FDR-0031,167.0,1981,Siemens,oil,2,50,44
XFMR-008950,FDR-0031,100.0,1998,ABB,oil,3,60,27
XFMR-008951,FDR-0031,100.0,1984,ABB,oil,2,52,41
XFMR-008952,FDR-0031,25.0,1982,Prolec,oil,2,38,43
XFMR-008953,FDR-0031,333.0,2003,Prolec,oil,2,51,22
XFMR-008954,FDR-0031,333.0,1997,GE,oil,3,75,28
XFMR-008955,FDR-0031,15.0,2023,Howard Industries,oil,5,91,2
XFMR-008956,FDR-0031,250.0,1989,Eaton,oil,2,38,36
XFMR-008957,FDR-0031,167.0,1984,Eaton,oil,2,52,41
XFMR-008958,FDR-0031,167.0,2012,Eaton,oil,4,75,13
XFMR-008959,FDR-0031,250.0,2019,Howard Industries,oil,4,88,6
XFMR-008960,FDR-0031,10.0,1980,Eaton,oil,1,23,45
XFMR-008961,FDR-0031,100.0,2020,ABB,oil,4,70,5
XFMR-008962,FDR-0031,75.0,2011,Howard Industries,oil,4,85,14
XFMR-008963,FDR-0031,10.0,2007,ABB,dry,3,58,18
XFMR-008964,FDR-0031,500.0,2012,ABB,oil,3,72,13
XFMR-008965,FDR-0031,37.5,2019,Prolec,oil,4,84,6
XFMR-008966,FDR-0031,50.0,1992,Howard Industries,dry,2,48,33
XFMR-008967,FDR-0031,50.0,2001,Howard Industries,oil,3,59,24
XFMR-008968,FDR-0031,25.0,1992,Siemens,oil,2,45,33
XFMR-008969,FDR-0031,167.0,2003,Prolec,oil,3,74,22
XFMR-008970,FDR-0031,500.0,1990,Prolec,dry,1,12,35
XFMR-008971,FDR-0031,167.0,1983,ABB,oil,1,28,42
XFMR-008972,FDR-0031,25.0,2007,Prolec,oil,3,62,18
XFMR-008973,FDR-0031,50.0,1997,Eaton,oil,3,63,28
XFMR-008974,FDR-0031,25.0,1998,Eaton,oil,2,36,27
XFMR-008975,FDR-0031,37.5,2009,Eaton,dry,3,51,16
XFMR-008976,FDR-0031,100.0,1999,Howard Industries,dry,3,75,26
XFMR-008977,FDR-0031,500.0,2003,Prolec,oil,3,63,22
XFMR-008978,FDR-0031,37.5,2015,Howard Industries,oil,4,86,10
XFMR-008979,FDR-0031,25.0,2008,Eaton,dry,3,62,17
XFMR-008980,FDR-0031,25.0,1993,GE,oil,2,55,32
XFMR-008981,FDR-0031,500.0,2024,Siemens,oil,5,95,1
XFMR-008982,FDR-0031,25.0,2022,Eaton,oil,5,86,3
XFMR-008983,FDR-0031,75.0,2017,Prolec,oil,4,74,8
XFMR-008984,FDR-0031,167.0,1981,Howard Industries,oil,2,33,44
XFMR-008985,FDR-0031,167.0,2010,Prolec,oil,2,32,15
XFMR-008986,FDR-0031,50.0,2020,Siemens,dry,4,83,5
XFMR-008987,FDR-0031,500.0,2011,Eaton,oil,4,80,14
XFMR-008988,FDR-0031,10.0,2009,Prolec,oil,4,77,16
XFMR-008989,FDR-0031,10.0,1993,Eaton,dry,2,52,32
XFMR-008990,FDR-0031,10.0,1998,Howard Industries,dry,3,58,27
XFMR-008991,FDR-0031,37.5,2016,ABB,oil,4,85,9
XFMR-008992,FDR-0031,250.0,2007,Eaton,oil,3,52,18
XFMR-008993,FDR-0031,15.0,1982,Siemens,dry,2,39,43
XFMR-008994,FDR-0031,333.0,2020,GE,dry,4,70,5
XFMR-008995,FDR-0031,250.0,2010,Eaton,oil,3,58,15
XFMR-008996,FDR-0031,100.0,1997,Prolec,oil,3,65,28
XFMR-008997,FDR-0031,10.0,2011,Siemens,oil,3,58,14
XFMR-008998,FDR-0031,167.0,2007,Eaton,oil,4,81,18
XFMR-008999,FDR-0031,75.0,2023,GE,oil,4,70,2
XFMR-009000,FDR-0031,75.0,1989,Eaton,oil,3,65,36
XFMR-009001,FDR-0031,500.0,2018,ABB,oil,5,98,7
XFMR-009002,FDR-0031,75.0,1981,Siemens,oil,2,37,44
XFMR-009003,FDR-0031,250.0,2024,ABB,oil,5,98,1
XFMR-009004,FDR-0031,250.0,2001,Prolec,dry,3,63,24
XFMR-009005,FDR-0031,500.0,2000,Siemens,oil,3,59,25
XFMR-009006,FDR-0031,10.0,2013,Siemens,oil,4,70,12
XFMR-009007,FDR-0031,75.0,1984,Eaton,dry,2,35,41
XFMR-009008,FDR-0031,75.0,2010,GE,oil,3,58,15
XFMR-009009,FDR-0031,100.0,2008,Siemens,oil,3,68,17
XFMR-009010,FDR-0031,75.0,2008,GE,dry,3,71,17
XFMR-009011,FDR-0031,250.0,1987,ABB,oil,2,45,38
XFMR-009012,FDR-0031,50.0,2018,Prolec,oil,4,88,7
XFMR-009013,FDR-0031,75.0,2000,Howard Industries,oil,2,40,25
XFMR-009014,FDR-0031,100.0,2019,Siemens,oil,3,70,6
XFMR-009015,FDR-0031,15.0,1989,Prolec,dry,2,40,36
XFMR-009016,FDR-0031,10.0,1998,Eaton,dry,2,43,27
XFMR-009017,FDR-0031,50.0,2022,Eaton,oil,4,76,3
XFMR-009018,FDR-0031,250.0,2003,Eaton,oil,3,75,22
XFMR-009019,FDR-0031,100.0,1997,ABB,oil,2,41,28
XFMR-009020,FDR-0031,15.0,2007,GE,oil,3,69,18
XFMR-009021,FDR-0031,167.0,2008,Prolec,oil,3,69,17
XFMR-009022,FDR-0031,15.0,1992,Eaton,dry,2,52,33
XFMR-009023,FDR-0031,25.0,1992,Eaton,oil,2,34,33
XFMR-009024,FDR-0031,75.0,2024,Eaton,oil,5,85,1
XFMR-009025,FDR-0031,50.0,2015,Siemens,oil,4,80,10
XFMR-009026,FDR-0031,37.5,2004,Howard Industries,dry,3,64,21
XFMR-009027,FDR-0031,100.0,1988,Siemens,oil,2,39,37
XFMR-009028,FDR-0031,15.0,2020,ABB,oil,3,64,5
XFMR-009029,FDR-0031,167.0,2000,Eaton,dry,4,82,25
XFMR-009030,FDR-0031,250.0,2015,Prolec,dry,4,84,10
XFMR-009031,FDR-0031,15.0,1988,Eaton,oil,2,31,37
XFMR-009032,FDR-0031,500.0,2016,Siemens,oil,4,82,9
XFMR-009033,FDR-0031,75.0,2006,Prolec,oil,3,61,19
XFMR-009034,FDR-0031,10.0,1989,GE,oil,2,54,36
XFMR-009035,FDR-0031,500.0,1992,Siemens,oil,2,52,33
XFMR-009036,FDR-0031,100.0,2010,Howard Industries,oil,3,53,15
XFMR-009037,FDR-0031,50.0,1987,Eaton,oil,1,21,38
XFMR-009038,FDR-0031,37.5,2012,Eaton,oil,4,84,13
XFMR-009039,FDR-0031,250.0,2005,GE,oil,3,62,20
XFMR-009040,FDR-0031,10.0,2016,Siemens,oil,4,71,9
XFMR-009041,FDR-0031,333.0,2004,Siemens,oil,2,49,21
XFMR-009042,FDR-0031,50.0,1988,Siemens,dry,2,45,37
XFMR-009043,FDR-0031,25.0,2023,ABB,dry,5,98,2
XFMR-009044,FDR-0031,50.0,2015,ABB,oil,4,90,10
XFMR-009045,FDR-0031,75.0,2008,GE,oil,3,51,17
XFMR-009046,FDR-0031,333.0,1997,Siemens,oil,2,46,28
XFMR-009047,FDR-0031,500.0,1993,ABB,oil,2,45,32
XFMR-009048,FDR-0031,167.0,2021,Howard Industries,oil,5,88,4
XFMR-009049,FDR-0031,75.0,2010,Howard Industries,dry,4,80,15
XFMR-009050,FDR-0031,75.0,1989,GE,oil,2,42,36
XFMR-009051,FDR-0031,167.0,1981,Prolec,oil,2,35,44
XFMR-009052,FDR-0031,333.0,1994,Howard Industries,dry,2,46,31
XFMR-009053,FDR-0031,250.0,2001,Howard Industries,oil,2,30,24
XFMR-009054,FDR-0031,25.0,1995,Howard Industries,dry,2,38,30
XFMR-009055,FDR-0031,15.0,1994,ABB,oil,2,50,31
XFMR-009056,FDR-0031,15.0,2023,GE,oil,5,86,2
XFMR-009057,FDR-0031,333.0,2022,Siemens,dry,5,95,3
XFMR-009058,FDR-0031,333.0,2012,Siemens,oil,4,83,13
XFMR-009059,FDR-0031,15.0,2011,Howard Industries,oil,4,71,14
XFMR-009060,FDR-0031,500.0,2011,Siemens,oil,4,89,14
XFMR-009061,FDR-0031,500.0,2009,ABB,oil,4,80,16
XFMR-009062,FDR-0031,10.0,1999,Prolec,dry,3,51,26
XFMR-009063,FDR-0031,25.0,1999,Siemens,dry,3,53,26
XFMR-009064,FDR-0031,25.0,2010,GE,oil,3,62,15
XFMR-009065,FDR-0031,100.0,2015,Prolec,oil,4,75,10
XFMR-009066,FDR-0031,250.0,1989,ABB,oil,2,36,36
XFMR-009067,FDR-0031,37.5,2012,Prolec,oil,4,89,13
XFMR-009068,FDR-0032,37.5,1996,Howard Industries,oil,3,75,29
XFMR-009069,FDR-0032,50.0,1986,Howard Industries,oil,1,12,39
XFMR-009070,FDR-0032,37.5,1993,Eaton,dry,1,13,32
XFMR-009071,FDR-0032,500.0,1985,Eaton,oil,2,50,40
XFMR-009072,FDR-0032,50.0,1991,Siemens,dry,2,49,34
XFMR-009073,FDR-0032,50.0,1980,GE,dry,1,12,45
XFMR-009074,FDR-0032,50.0,1998,Howard Industries,oil,3,50,27
XFMR-009075,FDR-0032,500.0,2007,Prolec,oil,3,68,18
XFMR-009076,FDR-0032,167.0,1992,Howard Industries,oil,2,50,33
XFMR-009077,FDR-0032,100.0,2007,GE,oil,3,62,18
XFMR-009078,FDR-0032,333.0,1993,GE,oil,2,43,32
XFMR-009079,FDR-0032,25.0,2012,Siemens,oil,4,85,13
XFMR-009080,FDR-0032,15.0,2000,Howard Industries,oil,3,53,25
XFMR-009081,FDR-0032,100.0,2022,ABB,oil,5,85,3
XFMR-009082,FDR-0032,250.0,2005,Prolec,oil,3,59,20
XFMR-009083,FDR-0032,10.0,2009,Howard Industries,dry,3,56,16
XFMR-009084,FDR-0032,10.0,2022,ABB,dry,5,100,3
XFMR-009085,FDR-0032,250.0,1993,Howard Industries,oil,2,42,32
XFMR-009086,FDR-0032,167.0,2008,Siemens,oil,2,54,17
XFMR-009087,FDR-0032,15.0,2006,Prolec,oil,3,62,19
XFMR-009088,FDR-0032,10.0,1980,GE,oil,2,51,45
XFMR-009089,FDR-0032,333.0,2021,Eaton,oil,5,98,4
XFMR-009090,FDR-0032,167.0,2020,ABB,oil,4,75,5
XFMR-009091,FDR-0032,167.0,1985,Prolec,oil,2,45,40
XFMR-009092,FDR-0032,167.0,2024,Howard Industries,dry,4,78,1
XFMR-009093,FDR-0032,333.0,1982,Eaton,oil,2,49,43
XFMR-009094,FDR-0032,75.0,2004,Prolec,oil,3,65,21
XFMR-009095,FDR-0032,500.0,1991,Howard Industries,oil,2,50,34
XFMR-009096,FDR-0032,10.0,2008,ABB,dry,3,70,17
XFMR-009097,FDR-0032,250.0,1989,Prolec,dry,2,41,36
XFMR-009098,FDR-0032,75.0,1987,Prolec,dry,1,25,38
XFMR-009099,FDR-0032,500.0,2021,Prolec,dry,5,89,4
XFMR-009100,FDR-0032,167.0,1983,ABB,dry,2,53,42
XFMR-009101,FDR-0032,15.0,2024,ABB,dry,5,95,1
XFMR-009102,FDR-0032,25.0,2006,Siemens,oil,3,50,19
XFMR-009103,FDR-0032,167.0,1998,ABB,oil,3,59,27
XFMR-009104,FDR-0032,10.0,1986,Siemens,dry,2,40,39
XFMR-009105,FDR-0032,25.0,1986,Prolec,dry,1,24,39
XFMR-009106,FDR-0032,37.5,2018,Prolec,dry,4,72,7
XFMR-009107,FDR-0032,75.0,1980,Siemens,oil,1,33,45
XFMR-009108,FDR-0032,75.0,1997,Eaton,dry,3,64,28
XFMR-009109,FDR-0032,37.5,1980,Eaton,dry,1,20,45
XFMR-009110,FDR-0032,10.0,1984,ABB,oil,2,38,41
XFMR-009111,FDR-0032,37.5,2011,Howard Industries,oil,5,86,14
XFMR-009112,FDR-0032,15.0,2014,ABB,dry,4,81,11
XFMR-009113,FDR-0032,75.0,2021,ABB,oil,5,88,4
XFMR-009114,FDR-0032,75.0,2002,Prolec,oil,3,65,23
XFMR-009115,FDR-0032,15.0,2017,GE,oil,4,85,8
XFMR-009116,FDR-0032,500.0,1980,ABB,oil,1,30,45
XFMR-009117,FDR-0032,10.0,2018,Eaton,dry,4,70,7
XFMR-009118,FDR-0032,10.0,2017,Eaton,oil,5,100,8
XFMR-009119,FDR-0032,10.0,1999,Siemens,oil,4,75,26
XFMR-009120,FDR-0032,333.0,1989,ABB,oil,2,43,36
XFMR-009121,FDR-0032,333.0,2018,Howard Industries,dry,4,80,7
XFMR-009122,FDR-0032,50.0,2000,Prolec,dry,3,50,25
XFMR-009123,FDR-0032,167.0,2020,ABB,oil,4,89,5
XFMR-009124,FDR-0032,250.0,2003,Howard Industries,oil,3,66,22
XFMR-009125,FDR-0032,37.5,2005,Siemens,dry,3,72,20
XFMR-009126,FDR-0032,75.0,1981,Eaton,oil,3,68,44
XFMR-009127,FDR-0032,167.0,1988,ABB,oil,2,31,37
XFMR-009128,FDR-0032,100.0,2007,ABB,oil,3,63,18
XFMR-009129,FDR-0032,250.0,2018,Howard Industries,oil,4,77,7
XFMR-009130,FDR-0032,167.0,1996,GE,dry,4,75,29
XFMR-009131,FDR-0032,25.0,2021,Prolec,oil,5,93,4
XFMR-009132,FDR-0032,25.0,2009,ABB,dry,3,54,16
XFMR-009133,FDR-0032,37.5,1991,Eaton,oil,2,34,34
XFMR-009134,FDR-0032,250.0,1995,Prolec,oil,2,47,30
XFMR-009135,FDR-0032,100.0,2021,Howard Industries,oil,5,90,4
XFMR-009136,FDR-0032,75.0,1996,GE,oil,3,63,29
XFMR-009137,FDR-0032,50.0,2007,Siemens,dry,3,61,18
XFMR-009138,FDR-0032,25.0,1986,GE,oil,2,41,39
XFMR-009139,FDR-0032,37.5,2012,GE,dry,4,75,13
XFMR-009140,FDR-0032,15.0,2013,Howard Industries,oil,4,73,12
XFMR-009141,FDR-0032,167.0,1981,Siemens,oil,2,44,44
XFMR-009142,FDR-0032,15.0,2023,ABB,oil,4,84,2
XFMR-009143,FDR-0032,500.0,1992,Siemens,oil,3,74,33
XFMR-009144,FDR-0032,500.0,1982,Prolec,oil,2,46,43
XFMR-009145,FDR-0032,333.0,2021,Howard Industries,oil,5,87,4
XFMR-009146,FDR-0032,25.0,1989,GE,oil,2,39,36
XFMR-009147,FDR-0032,100.0,2023,Howard Industries,oil,5,99,2
XFMR-009148,FDR-0032,500.0,2003,ABB,oil,3,74,22
XFMR-009149,FDR-0032,75.0,2014,Howard Industries,dry,4,90,11
XFMR-009150,FDR-0032,37.5,2023,Siemens,dry,5,90,2
XFMR-009151,FDR-0032,333.0,2007,ABB,oil,3,57,18
XFMR-009152,FDR-0032,167.0,2012,Siemens,oil,4,78,13
XFMR-009153,FDR-0032,10.0,2003,Eaton,oil,2,53,22
XFMR-009154,FDR-0032,15.0,2003,ABB,oil,3,52,22
XFMR-009155,FDR-0032,50.0,2008,Howard Industries,oil,2,55,17
XFMR-009156,FDR-0032,25.0,2009,Siemens,oil,2,30,16
XFMR-009157,FDR-0032,50.0,2017,GE,oil,5,95,8
XFMR-009158,FDR-0032,167.0,2023,ABB,oil,5,97,2
XFMR-009159,FDR-0032,250.0,1990,Eaton,oil,2,41,35
XFMR-009160,FDR-0032,25.0,2004,Eaton,dry,3,70,21
XFMR-009161,FDR-0032,167.0,1981,Siemens,oil,3,56,44
XFMR-009162,FDR-0032,75.0,2018,Prolec,oil,4,71,7
XFMR-009163,FDR-0032,25.0,2023,Siemens,oil,5,85,2
XFMR-009164,FDR-0032,75.0,1983,Prolec,oil,2,49,42
XFMR-009165,FDR-0032,500.0,1984,GE,dry,3,52,41
XFMR-009166,FDR-0032,167.0,2019,Eaton,dry,4,73,6
XFMR-009167,FDR-0032,333.0,1980,Siemens,oil,1,26,45
XFMR-009168,FDR-0032,75.0,1991,Howard Industries,oil,1,27,34
XFMR-009169,FDR-0032,100.0,2020,Prolec,dry,4,86,5
XFMR-009170,FDR-0032,75.0,1996,GE,oil,3,68,29
XFMR-009171,FDR-0032,500.0,1998,GE,oil,3,53,27
XFMR-009172,FDR-0032,50.0,2005,Eaton,oil,3,66,20
XFMR-009173,FDR-0032,75.0,2021,Howard Industries,oil,4,71,4
XFMR-009174,FDR-0032,100.0,2004,Siemens,oil,2,39,21
XFMR-009175,FDR-0032,250.0,2014,ABB,oil,4,81,11
XFMR-009176,FDR-0032,250.0,2003,GE,oil,2,42,22
XFMR-009177,FDR-0032,25.0,1991,Howard Industries,oil,2,40,34
XFMR-009178,FDR-0032,333.0,2019,Howard Industries,oil,4,90,6
XFMR-009179,FDR-0032,167.0,2022,ABB,oil,5,92,3
XFMR-009180,FDR-0032,25.0,2012,ABB,oil,3,69,13
XFMR-009181,FDR-0032,15.0,2000,GE,dry,3,54,25
XFMR-009182,FDR-0032,10.0,1998,Siemens,dry,3,74,27
XFMR-009183,FDR-0032,100.0,2022,GE,oil,4,71,3
XFMR-009184,FDR-0032,500.0,1996,GE,oil,3,61,29
XFMR-009185,FDR-0032,50.0,1993,ABB,oil,2,31,32
XFMR-009186,FDR-0032,50.0,1997,Prolec,oil,3,55,28
XFMR-009187,FDR-0032,167.0,2017,Prolec,oil,4,88,8
XFMR-009188,FDR-0032,333.0,1987,Siemens,oil,1,21,38
XFMR-009189,FDR-0032,25.0,1988,Siemens,dry,3,74,37
XFMR-009190,FDR-0032,10.0,1983,ABB,oil,2,42,42
XFMR-009191,FDR-0032,37.5,1991,Howard Industries,dry,3,66,34
XFMR-009192,FDR-0032,167.0,1997,Siemens,oil,2,41,28
XFMR-009193,FDR-0032,25.0,1996,ABB,dry,4,72,29
XFMR-009194,FDR-0032,75.0,1990,GE,dry,2,53,35
XFMR-009195,FDR-0032,10.0,2013,Howard Industries,oil,4,77,12
XFMR-009196,FDR-0032,15.0,2007,GE,oil,2,45,18
XFMR-009197,FDR-0032,333.0,2013,GE,oil,4,73,12
XFMR-009198,FDR-0032,25.0,2004,Prolec,dry,4,82,21
XFMR-009199,FDR-0032,15.0,2022,Siemens,oil,5,92,3
XFMR-009200,FDR-0032,250.0,2000,Howard Industries,oil,3,50,25
XFMR-009201,FDR-0032,500.0,1980,Siemens,oil,2,32,45
XFMR-009202,FDR-0032,333.0,1980,GE,oil,1,10,45
XFMR-009203,FDR-0032,15.0,1992,Eaton,oil,2,44,33
XFMR-009204,FDR-0032,15.0,2010,Prolec,oil,3,67,15
XFMR-009205,FDR-0032,100.0,1986,Eaton,oil,3,69,39
XFMR-009206,FDR-0032,250.0,1980,Siemens,oil,1,12,45
XFMR-009207,FDR-0032,25.0,2022,Howard Industries,oil,5,97,3
XFMR-009208,FDR-0032,37.5,2003,GE,oil,3,64,22
XFMR-009209,FDR-0032,333.0,1994,GE,oil,2,51,31
XFMR-009210,FDR-0032,10.0,2001,GE,oil,3,54,24
XFMR-009211,FDR-0032,75.0,2006,ABB,dry,4,90,19
XFMR-009212,FDR-0032,10.0,2009,Eaton,oil,4,79,16
XFMR-009213,FDR-0032,500.0,1987,Eaton,oil,1,16,38
XFMR-009214,FDR-0032,250.0,2019,Prolec,oil,4,77,6
XFMR-009215,FDR-0032,10.0,2008,Eaton,oil,2,32,17
XFMR-009216,FDR-0032,37.5,1982,Siemens,oil,2,47,43
XFMR-009217,FDR-0032,75.0,2016,Howard Industries,dry,4,86,9
XFMR-009218,FDR-0032,167.0,2014,Siemens,oil,5,99,11
XFMR-009219,FDR-0032,500.0,2005,Prolec,oil,3,65,20
XFMR-009220,FDR-0032,500.0,2013,Eaton,oil,3,75,12
XFMR-009221,FDR-0032,15.0,1991,Eaton,oil,1,31,34
XFMR-009222,FDR-0032,167.0,1985,Howard Industries,oil,2,42,40
XFMR-009223,FDR-0032,333.0,2006,Prolec,oil,3,53,19
XFMR-009224,FDR-0032,15.0,1986,Siemens,oil,2,32,39
XFMR-009225,FDR-0032,75.0,1992,Prolec,dry,2,40,33
XFMR-009226,FDR-0032,333.0,1985,Howard Industries,oil,3,51,40
XFMR-009227,FDR-0032,333.0,1996,Siemens,oil,3,67,29
XFMR-009228,FDR-0032,75.0,1986,GE,oil,2,33,39
XFMR-009229,FDR-0032,333.0,2010,Siemens,oil,3,66,15
XFMR-009230,FDR-0032,37.5,1990,Eaton,dry,2,35,35
XFMR-009231,FDR-0032,167.0,1993,Howard Industries,oil,2,39,32
XFMR-009232,FDR-0032,15.0,2003,Eaton,dry,2,40,22
XFMR-009233,FDR-0032,50.0,1980,Prolec,oil,2,34,45
XFMR-009234,FDR-0032,167.0,1994,ABB,oil,2,55,31
XFMR-009235,FDR-0032,333.0,1983,Howard Industries,oil,2,54,42
XFMR-009236,FDR-0032,37.5,2014,Prolec,oil,4,87,11
XFMR-009237,FDR-0032,15.0,1989,GE,dry,1,34,36
XFMR-009238,FDR-0032,50.0,2010,Siemens,oil,2,54,15
XFMR-009239,FDR-0032,500.0,2016,ABB,oil,4,79,9
XFMR-009240,FDR-0032,250.0,1984,Siemens,oil,2,38,41
XFMR-009241,FDR-0032,250.0,1998,Eaton,oil,3,65,27
XFMR-009242,FDR-0032,50.0,2010,Howard Industries,dry,3,59,15
XFMR-009243,FDR-0032,75.0,1988,Eaton,dry,2,39,37
XFMR-009244,FDR-0032,15.0,1985,Howard Industries,dry,2,33,40
XFMR-009245,FDR-0032,75.0,2015,Siemens,dry,4,90,10
XFMR-009246,FDR-0032,333.0,2012,Prolec,oil,5,92,13
XFMR-009247,FDR-0032,37.5,1999,GE,oil,3,63,26
XFMR-009248,FDR-0032,333.0,1986,ABB,oil,2,37,39
XFMR-009249,FDR-0032,100.0,2020,GE,oil,3,50,5
XFMR-009250,FDR-0032,500.0,1998,GE,dry,3,65,27
XFMR-009251,FDR-0032,75.0,1989,Eaton,oil,1,35,36
XFMR-009252,FDR-0032,10.0,2024,Eaton,oil,5,85,1
XFMR-009253,FDR-0032,250.0,1982,Eaton,oil,2,39,43
XFMR-009254,FDR-0032,333.0,2017,ABB,oil,4,75,8
XFMR-009255,FDR-0032,15.0,1985,Prolec,oil,2,36,40
XFMR-009256,FDR-0032,25.0,2009,Prolec,oil,3,67,16
XFMR-009257,FDR-0032,10.0,2015,Prolec,dry,4,71,10
XFMR-009258,FDR-0032,250.0,2016,Prolec,oil,3,70,9
XFMR-009259,FDR-0032,75.0,2024,Siemens,oil,5,93,1
XFMR-009260,FDR-0032,250.0,1981,ABB,dry,1,14,44
XFMR-009261,FDR-0032,10.0,1981,Siemens,dry,2,37,44
XFMR-009262,FDR-0032,500.0,2018,ABB,oil,4,74,7
